file,x,y,w,h
../Imagens/UnetDataset/fio_dental\results_pos\125_predict_resized.png,68,89,71,109
../Imagens/UnetDataset/fio_dental\results_pos\126_predict_resized.png,62,79,82,72
../Imagens/UnetDataset/fio_dental\results_pos\127_predict_resized.png,83,111,86,89
../Imagens/UnetDataset/fio_dental\results_pos\128_predict_resized.png,56,73,86,76
../Imagens/UnetDataset/fio_dental\results_pos\129_predict_resized.png,70,123,84,99
../Imagens/UnetDataset/fio_dental\results_pos\12_predict_resized.png,30,81,124,137
../Imagens/UnetDataset/fio_dental\results_pos\130_predict_resized.png,59,115,99,117
../Imagens/UnetDataset/fio_dental\results_pos\131_predict_resized.png,63,112,92,107
../Imagens/UnetDataset/fio_dental\results_pos\132_predict_resized.png,79,82,72,113
../Imagens/UnetDataset/fio_dental\results_pos\133_predict_resized.png,67,91,67,115
../Imagens/UnetDataset/fio_dental\results_pos\134_predict_resized.png,59,102,88,126
../Imagens/UnetDataset/fio_dental\results_pos\135_predict_resized.png,43,63,94,110
../Imagens/UnetDataset/fio_dental\results_pos\136_predict_resized.png,54,93,100,116
../Imagens/UnetDataset/fio_dental\results_pos\137_predict_resized.png,51,83,90,106
../Imagens/UnetDataset/fio_dental\results_pos\138_predict_resized.png,66,136,84,99
../Imagens/UnetDataset/fio_dental\results_pos\139_predict_resized.png,54,145,75,86
../Imagens/UnetDataset/fio_dental\results_pos\13_predict_resized.png,56,146,120,126
../Imagens/UnetDataset/fio_dental\results_pos\140_predict_resized.png,72,96,111,120
../Imagens/UnetDataset/fio_dental\results_pos\141_predict_resized.png,73,114,88,96
../Imagens/UnetDataset/fio_dental\results_pos\142_predict_resized.png,78,99,86,93
../Imagens/UnetDataset/fio_dental\results_pos\143_predict_resized.png,59,117,99,107
../Imagens/UnetDataset/fio_dental\results_pos\144_predict_resized.png,86,93,84,97
../Imagens/UnetDataset/fio_dental\results_pos\145_predict_resized.png,54,128,87,101
../Imagens/UnetDataset/fio_dental\results_pos\146_predict_resized.png,72,93,82,98
../Imagens/UnetDataset/fio_dental\results_pos\147_predict_resized.png,75,147,72,85
../Imagens/UnetDataset/fio_dental\results_pos\148_predict_resized.png,75,129,78,90
../Imagens/UnetDataset/fio_dental\results_pos\149_predict_resized.png,79,149,71,83
../Imagens/UnetDataset/fio_dental\results_pos\14_predict_resized.png,33,121,113,124
../Imagens/UnetDataset/fio_dental\results_pos\150_predict_resized.png,48,79,100,93
../Imagens/UnetDataset/fio_dental\results_pos\151_predict_resized.png,63,87,85,105
../Imagens/UnetDataset/fio_dental\results_pos\152_predict_resized.png,50,74,84,98
../Imagens/UnetDataset/fio_dental\results_pos\153_predict_resized.png,66,96,82,119
../Imagens/UnetDataset/fio_dental\results_pos\154_predict_resized.png,70,88,86,123
../Imagens/UnetDataset/fio_dental\results_pos\155_predict_resized.png,55,112,78,108
../Imagens/UnetDataset/fio_dental\results_pos\156_predict_resized.png,0,59,158,160
../Imagens/UnetDataset/fio_dental\results_pos\157_predict_resized.png,68,48,145,181
../Imagens/UnetDataset/fio_dental\results_pos\158_predict_resized.png,56,61,127,168
../Imagens/UnetDataset/fio_dental\results_pos\159_predict_resized.png,90,71,98,143
../Imagens/UnetDataset/fio_dental\results_pos\15_predict_resized.png,87,76,85,129
../Imagens/UnetDataset/fio_dental\results_pos\160_predict_resized.png,79,76,93,125
../Imagens/UnetDataset/fio_dental\results_pos\161_predict_resized.png,89,91,98,113
../Imagens/UnetDataset/fio_dental\results_pos\162_predict_resized.png,0,105,148,124
../Imagens/UnetDataset/fio_dental\results_pos\163_predict_resized.png,0,158,68,82
../Imagens/UnetDataset/fio_dental\results_pos\164_predict_resized.png,0,182,65,46
../Imagens/UnetDataset/fio_dental\results_pos\165_predict_resized.png,62,131,92,110
../Imagens/UnetDataset/fio_dental\results_pos\166_predict_resized.png,39,101,95,111
../Imagens/UnetDataset/fio_dental\results_pos\167_predict_resized.png,74,126,91,107
../Imagens/UnetDataset/fio_dental\results_pos\168_predict_resized.png,120,171,79,56
../Imagens/UnetDataset/fio_dental\results_pos\169_predict_resized.png,116,180,78,49
../Imagens/UnetDataset/fio_dental\results_pos\16_predict_resized.png,76,69,76,134
../Imagens/UnetDataset/fio_dental\results_pos\170_predict_resized.png,129,181,68,40
../Imagens/UnetDataset/fio_dental\results_pos\171_predict_resized.png,0,88,128,133
../Imagens/UnetDataset/fio_dental\results_pos\172_predict_resized.png,70,143,79,92
../Imagens/UnetDataset/fio_dental\results_pos\173_predict_resized.png,42,91,116,142
../Imagens/UnetDataset/fio_dental\results_pos\174_predict_resized.png,51,90,117,121
../Imagens/UnetDataset/fio_dental\results_pos\175_predict_resized.png,55,147,93,94
../Imagens/UnetDataset/fio_dental\results_pos\176_predict_resized.png,41,79,118,121
../Imagens/UnetDataset/fio_dental\results_pos\177_predict_resized.png,58,136,74,83
../Imagens/UnetDataset/fio_dental\results_pos\178_predict_resized.png,79,94,81,90
../Imagens/UnetDataset/fio_dental\results_pos\179_predict_resized.png,97,118,80,84
../Imagens/UnetDataset/fio_dental\results_pos\17_predict_resized.png,66,88,73,110
../Imagens/UnetDataset/fio_dental\results_pos\180_predict_resized.png,55,119,107,96
../Imagens/UnetDataset/fio_dental\results_pos\181_predict_resized.png,52,101,118,117
../Imagens/UnetDataset/fio_dental\results_pos\182_predict_resized.png,57,116,100,86
../Imagens/UnetDataset/fio_dental\results_pos\183_predict_resized.png,56,138,86,86
../Imagens/UnetDataset/fio_dental\results_pos\184_predict_resized.png,59,117,97,95
../Imagens/UnetDataset/fio_dental\results_pos\185_predict_resized.png,59,129,89,88
../Imagens/UnetDataset/fio_dental\results_pos\186_predict_resized.png,71,110,75,74
../Imagens/UnetDataset/fio_dental\results_pos\187_predict_resized.png,71,110,82,82
../Imagens/UnetDataset/fio_dental\results_pos\188_predict_resized.png,84,107,86,86
../Imagens/UnetDataset/fio_dental\results_pos\189_predict_resized.png,43,117,95,75
../Imagens/UnetDataset/fio_dental\results_pos\18_predict_resized.png,59,79,85,83
../Imagens/UnetDataset/fio_dental\results_pos\190_predict_resized.png,39,71,97,92
../Imagens/UnetDataset/fio_dental\results_pos\191_predict_resized.png,61,89,96,90
../Imagens/UnetDataset/fio_dental\results_pos\192_predict_resized.png,66,68,126,112
../Imagens/UnetDataset/fio_dental\results_pos\193_predict_resized.png,34,68,176,114
../Imagens/UnetDataset/fio_dental\results_pos\194_predict_resized.png,76,72,123,109
../Imagens/UnetDataset/fio_dental\results_pos\195_predict_resized.png,63,102,90,106
../Imagens/UnetDataset/fio_dental\results_pos\196_predict_resized.png,51,93,92,84
../Imagens/UnetDataset/fio_dental\results_pos\197_predict_resized.png,57,74,93,114
../Imagens/UnetDataset/fio_dental\results_pos\198_predict_resized.png,36,87,129,173
../Imagens/UnetDataset/fio_dental\results_pos\199_predict_resized.png,0,103,148,143
../Imagens/UnetDataset/fio_dental\results_pos\19_predict_resized.png,81,110,88,97
../Imagens/UnetDataset/fio_dental\results_pos\1_predict_resized.png,73,108,83,97
../Imagens/UnetDataset/fio_dental\results_pos\200_predict_resized.png,37,100,140,156
../Imagens/UnetDataset/fio_dental\results_pos\201_predict_resized.png,58,131,109,100
../Imagens/UnetDataset/fio_dental\results_pos\202_predict_resized.png,45,132,108,113
../Imagens/UnetDataset/fio_dental\results_pos\203_predict_resized.png,77,130,104,98
../Imagens/UnetDataset/fio_dental\results_pos\204_predict_resized.png,65,111,115,104
../Imagens/UnetDataset/fio_dental\results_pos\205_predict_resized.png,92,113,99,122
../Imagens/UnetDataset/fio_dental\results_pos\206_predict_resized.png,61,93,130,138
../Imagens/UnetDataset/fio_dental\results_pos\207_predict_resized.png,41,102,100,108
../Imagens/UnetDataset/fio_dental\results_pos\208_predict_resized.png,78,101,83,83
../Imagens/UnetDataset/fio_dental\results_pos\209_predict_resized.png,49,110,90,99
../Imagens/UnetDataset/fio_dental\results_pos\20_predict_resized.png,54,72,88,87
../Imagens/UnetDataset/fio_dental\results_pos\210_predict_resized.png,44,106,136,132
../Imagens/UnetDataset/fio_dental\results_pos\211_predict_resized.png,53,114,95,99
../Imagens/UnetDataset/fio_dental\results_pos\212_predict_resized.png,57,120,119,121
../Imagens/UnetDataset/fio_dental\results_pos\213_predict_resized.png,34,67,159,121
../Imagens/UnetDataset/fio_dental\results_pos\214_predict_resized.png,36,83,99,121
../Imagens/UnetDataset/fio_dental\results_pos\215_predict_resized.png,71,98,92,98
../Imagens/UnetDataset/fio_dental\results_pos\216_predict_resized.png,72,125,80,92
../Imagens/UnetDataset/fio_dental\results_pos\217_predict_resized.png,73,107,83,97
../Imagens/UnetDataset/fio_dental\results_pos\218_predict_resized.png,55,112,84,97
../Imagens/UnetDataset/fio_dental\results_pos\219_predict_resized.png,65,147,86,98
../Imagens/UnetDataset/fio_dental\results_pos\21_predict_resized.png,70,123,84,99
../Imagens/UnetDataset/fio_dental\results_pos\220_predict_resized.png,36,101,110,125
../Imagens/UnetDataset/fio_dental\results_pos\221_predict_resized.png,52,101,105,119
../Imagens/UnetDataset/fio_dental\results_pos\222_predict_resized.png,79,130,73,82
../Imagens/UnetDataset/fio_dental\results_pos\223_predict_resized.png,76,118,74,82
../Imagens/UnetDataset/fio_dental\results_pos\224_predict_resized.png,75,124,75,83
../Imagens/UnetDataset/fio_dental\results_pos\225_predict_resized.png,98,80,80,101
../Imagens/UnetDataset/fio_dental\results_pos\226_predict_resized.png,66,83,87,103
../Imagens/UnetDataset/fio_dental\results_pos\227_predict_resized.png,92,62,77,92
../Imagens/UnetDataset/fio_dental\results_pos\228_predict_resized.png,30,81,124,137
../Imagens/UnetDataset/fio_dental\results_pos\229_predict_resized.png,56,146,120,127
../Imagens/UnetDataset/fio_dental\results_pos\22_predict_resized.png,59,115,99,117
../Imagens/UnetDataset/fio_dental\results_pos\230_predict_resized.png,33,121,113,125
../Imagens/UnetDataset/fio_dental\results_pos\231_predict_resized.png,93,96,70,108
../Imagens/UnetDataset/fio_dental\results_pos\232_predict_resized.png,78,69,73,133
../Imagens/UnetDataset/fio_dental\results_pos\233_predict_resized.png,71,89,68,108
../Imagens/UnetDataset/fio_dental\results_pos\234_predict_resized.png,64,78,79,31
../Imagens/UnetDataset/fio_dental\results_pos\235_predict_resized.png,85,107,82,85
../Imagens/UnetDataset/fio_dental\results_pos\236_predict_resized.png,56,73,85,39
../Imagens/UnetDataset/fio_dental\results_pos\237_predict_resized.png,69,123,86,100
../Imagens/UnetDataset/fio_dental\results_pos\238_predict_resized.png,58,115,100,117
../Imagens/UnetDataset/fio_dental\results_pos\239_predict_resized.png,63,112,92,107
../Imagens/UnetDataset/fio_dental\results_pos\23_predict_resized.png,63,112,92,107
../Imagens/UnetDataset/fio_dental\results_pos\240_predict_resized.png,85,83,65,112
../Imagens/UnetDataset/fio_dental\results_pos\241_predict_resized.png,70,96,64,110
../Imagens/UnetDataset/fio_dental\results_pos\242_predict_resized.png,69,102,78,125
../Imagens/UnetDataset/fio_dental\results_pos\243_predict_resized.png,43,63,94,113
../Imagens/UnetDataset/fio_dental\results_pos\244_predict_resized.png,54,93,100,117
../Imagens/UnetDataset/fio_dental\results_pos\245_predict_resized.png,50,83,91,107
../Imagens/UnetDataset/fio_dental\results_pos\246_predict_resized.png,65,135,85,100
../Imagens/UnetDataset/fio_dental\results_pos\247_predict_resized.png,53,145,76,86
../Imagens/UnetDataset/fio_dental\results_pos\248_predict_resized.png,71,95,112,121
../Imagens/UnetDataset/fio_dental\results_pos\249_predict_resized.png,73,114,88,95
../Imagens/UnetDataset/fio_dental\results_pos\24_predict_resized.png,77,80,74,115
../Imagens/UnetDataset/fio_dental\results_pos\250_predict_resized.png,78,99,85,93
../Imagens/UnetDataset/fio_dental\results_pos\251_predict_resized.png,59,117,99,107
../Imagens/UnetDataset/fio_dental\results_pos\252_predict_resized.png,86,93,84,97
../Imagens/UnetDataset/fio_dental\results_pos\253_predict_resized.png,54,127,87,102
../Imagens/UnetDataset/fio_dental\results_pos\254_predict_resized.png,72,93,83,98
../Imagens/UnetDataset/fio_dental\results_pos\255_predict_resized.png,75,146,73,86
../Imagens/UnetDataset/fio_dental\results_pos\256_predict_resized.png,75,128,79,92
../Imagens/UnetDataset/fio_dental\results_pos\257_predict_resized.png,79,149,71,83
../Imagens/UnetDataset/fio_dental\results_pos\258_predict_resized.png,69,79,80,109
../Imagens/UnetDataset/fio_dental\results_pos\259_predict_resized.png,63,87,85,105
../Imagens/UnetDataset/fio_dental\results_pos\25_predict_resized.png,0,70,134,136
../Imagens/UnetDataset/fio_dental\results_pos\260_predict_resized.png,63,74,71,95
../Imagens/UnetDataset/fio_dental\results_pos\261_predict_resized.png,66,100,80,82
../Imagens/UnetDataset/fio_dental\results_pos\262_predict_resized.png,71,90,84,113
../Imagens/UnetDataset/fio_dental\results_pos\263_predict_resized.png,56,113,76,96
../Imagens/UnetDataset/fio_dental\results_pos\264_predict_resized.png,0,59,158,160
../Imagens/UnetDataset/fio_dental\results_pos\265_predict_resized.png,68,75,136,154
../Imagens/UnetDataset/fio_dental\results_pos\266_predict_resized.png,56,75,127,154
../Imagens/UnetDataset/fio_dental\results_pos\267_predict_resized.png,107,101,59,91
../Imagens/UnetDataset/fio_dental\results_pos\268_predict_resized.png,78,82,62,101
../Imagens/UnetDataset/fio_dental\results_pos\269_predict_resized.png,102,92,65,113
../Imagens/UnetDataset/fio_dental\results_pos\26_predict_resized.png,0,100,147,128
../Imagens/UnetDataset/fio_dental\results_pos\270_predict_resized.png,29,111,122,117
../Imagens/UnetDataset/fio_dental\results_pos\271_predict_resized.png,28,186,43,54
../Imagens/UnetDataset/fio_dental\results_pos\272_predict_resized.png,34,190,33,38
../Imagens/UnetDataset/fio_dental\results_pos\273_predict_resized.png,62,130,93,111
../Imagens/UnetDataset/fio_dental\results_pos\274_predict_resized.png,39,100,95,117
../Imagens/UnetDataset/fio_dental\results_pos\275_predict_resized.png,74,125,91,109
../Imagens/UnetDataset/fio_dental\results_pos\276_predict_resized.png,100,173,79,37
../Imagens/UnetDataset/fio_dental\results_pos\277_predict_resized.png,121,184,50,43
../Imagens/UnetDataset/fio_dental\results_pos\278_predict_resized.png,118,187,38,29
../Imagens/UnetDataset/fio_dental\results_pos\279_predict_resized.png,0,87,128,135
../Imagens/UnetDataset/fio_dental\results_pos\27_predict_resized.png,43,62,94,110
../Imagens/UnetDataset/fio_dental\results_pos\280_predict_resized.png,70,143,79,92
../Imagens/UnetDataset/fio_dental\results_pos\281_predict_resized.png,43,92,115,140
../Imagens/UnetDataset/fio_dental\results_pos\282_predict_resized.png,51,89,117,123
../Imagens/UnetDataset/fio_dental\results_pos\283_predict_resized.png,55,147,94,93
../Imagens/UnetDataset/fio_dental\results_pos\284_predict_resized.png,40,79,119,121
../Imagens/UnetDataset/fio_dental\results_pos\285_predict_resized.png,63,135,69,81
../Imagens/UnetDataset/fio_dental\results_pos\286_predict_resized.png,79,93,81,90
../Imagens/UnetDataset/fio_dental\results_pos\287_predict_resized.png,105,117,72,83
../Imagens/UnetDataset/fio_dental\results_pos\288_predict_resized.png,53,119,108,96
../Imagens/UnetDataset/fio_dental\results_pos\289_predict_resized.png,52,101,118,117
../Imagens/UnetDataset/fio_dental\results_pos\28_predict_resized.png,54,93,101,116
../Imagens/UnetDataset/fio_dental\results_pos\290_predict_resized.png,56,116,100,86
../Imagens/UnetDataset/fio_dental\results_pos\291_predict_resized.png,56,138,86,86
../Imagens/UnetDataset/fio_dental\results_pos\292_predict_resized.png,59,117,97,95
../Imagens/UnetDataset/fio_dental\results_pos\293_predict_resized.png,60,129,88,88
../Imagens/UnetDataset/fio_dental\results_pos\294_predict_resized.png,71,110,75,74
../Imagens/UnetDataset/fio_dental\results_pos\295_predict_resized.png,71,110,82,82
../Imagens/UnetDataset/fio_dental\results_pos\296_predict_resized.png,84,107,85,86
../Imagens/UnetDataset/fio_dental\results_pos\297_predict_resized.png,45,120,93,72
../Imagens/UnetDataset/fio_dental\results_pos\298_predict_resized.png,41,72,94,91
../Imagens/UnetDataset/fio_dental\results_pos\299_predict_resized.png,62,89,95,90
../Imagens/UnetDataset/fio_dental\results_pos\29_predict_resized.png,50,83,91,106
../Imagens/UnetDataset/fio_dental\results_pos\2_predict_resized.png,55,112,84,97
../Imagens/UnetDataset/fio_dental\results_pos\300_predict_resized.png,58,90,124,91
../Imagens/UnetDataset/fio_dental\results_pos\301_predict_resized.png,33,68,175,117
../Imagens/UnetDataset/fio_dental\results_pos\302_predict_resized.png,74,104,110,79
../Imagens/UnetDataset/fio_dental\results_pos\303_predict_resized.png,64,115,88,67
../Imagens/UnetDataset/fio_dental\results_pos\304_predict_resized.png,51,94,91,83
../Imagens/UnetDataset/fio_dental\results_pos\305_predict_resized.png,57,73,93,86
../Imagens/UnetDataset/fio_dental\results_pos\306_predict_resized.png,38,88,127,111
../Imagens/UnetDataset/fio_dental\results_pos\307_predict_resized.png,34,104,114,143
../Imagens/UnetDataset/fio_dental\results_pos\308_predict_resized.png,77,100,99,107
../Imagens/UnetDataset/fio_dental\results_pos\309_predict_resized.png,58,135,110,100
../Imagens/UnetDataset/fio_dental\results_pos\30_predict_resized.png,65,136,85,99
../Imagens/UnetDataset/fio_dental\results_pos\310_predict_resized.png,45,132,108,113
../Imagens/UnetDataset/fio_dental\results_pos\311_predict_resized.png,77,130,105,98
../Imagens/UnetDataset/fio_dental\results_pos\312_predict_resized.png,65,114,84,96
../Imagens/UnetDataset/fio_dental\results_pos\313_predict_resized.png,80,115,86,112
../Imagens/UnetDataset/fio_dental\results_pos\314_predict_resized.png,60,93,106,115
../Imagens/UnetDataset/fio_dental\results_pos\315_predict_resized.png,41,101,99,109
../Imagens/UnetDataset/fio_dental\results_pos\316_predict_resized.png,78,101,84,85
../Imagens/UnetDataset/fio_dental\results_pos\317_predict_resized.png,48,111,92,98
../Imagens/UnetDataset/fio_dental\results_pos\318_predict_resized.png,44,106,137,132
../Imagens/UnetDataset/fio_dental\results_pos\319_predict_resized.png,53,115,95,98
../Imagens/UnetDataset/fio_dental\results_pos\31_predict_resized.png,54,145,75,86
../Imagens/UnetDataset/fio_dental\results_pos\320_predict_resized.png,57,121,119,119
../Imagens/UnetDataset/fio_dental\results_pos\321_predict_resized.png,33,101,82,87
../Imagens/UnetDataset/fio_dental\results_pos\322_predict_resized.png,36,83,99,105
../Imagens/UnetDataset/fio_dental\results_pos\323_predict_resized.png,70,97,94,99
../Imagens/UnetDataset/fio_dental\results_pos\324_predict_resized.png,72,125,79,92
../Imagens/UnetDataset/fio_dental\results_pos\325_predict_resized.png,73,107,83,98
../Imagens/UnetDataset/fio_dental\results_pos\326_predict_resized.png,55,111,84,97
../Imagens/UnetDataset/fio_dental\results_pos\327_predict_resized.png,65,147,86,97
../Imagens/UnetDataset/fio_dental\results_pos\328_predict_resized.png,36,100,110,126
../Imagens/UnetDataset/fio_dental\results_pos\329_predict_resized.png,51,100,106,120
../Imagens/UnetDataset/fio_dental\results_pos\32_predict_resized.png,72,96,111,120
../Imagens/UnetDataset/fio_dental\results_pos\330_predict_resized.png,79,130,73,82
../Imagens/UnetDataset/fio_dental\results_pos\331_predict_resized.png,76,118,74,82
../Imagens/UnetDataset/fio_dental\results_pos\332_predict_resized.png,75,124,75,83
../Imagens/UnetDataset/fio_dental\results_pos\333_predict_resized.png,98,80,80,99
../Imagens/UnetDataset/fio_dental\results_pos\334_predict_resized.png,65,83,88,102
../Imagens/UnetDataset/fio_dental\results_pos\335_predict_resized.png,92,60,77,92
../Imagens/UnetDataset/fio_dental\results_pos\336_predict_resized.png,29,81,125,137
../Imagens/UnetDataset/fio_dental\results_pos\337_predict_resized.png,56,146,120,126
../Imagens/UnetDataset/fio_dental\results_pos\338_predict_resized.png,33,121,113,124
../Imagens/UnetDataset/fio_dental\results_pos\339_predict_resized.png,91,79,73,126
../Imagens/UnetDataset/fio_dental\results_pos\33_predict_resized.png,73,114,88,95
../Imagens/UnetDataset/fio_dental\results_pos\340_predict_resized.png,77,69,74,133
../Imagens/UnetDataset/fio_dental\results_pos\341_predict_resized.png,68,88,68,109
../Imagens/UnetDataset/fio_dental\results_pos\342_predict_resized.png,63,78,81,53
../Imagens/UnetDataset/fio_dental\results_pos\343_predict_resized.png,85,110,84,81
../Imagens/UnetDataset/fio_dental\results_pos\344_predict_resized.png,56,73,86,57
../Imagens/UnetDataset/fio_dental\results_pos\345_predict_resized.png,69,123,85,99
../Imagens/UnetDataset/fio_dental\results_pos\346_predict_resized.png,58,115,100,116
../Imagens/UnetDataset/fio_dental\results_pos\347_predict_resized.png,63,112,92,107
../Imagens/UnetDataset/fio_dental\results_pos\348_predict_resized.png,80,82,70,112
../Imagens/UnetDataset/fio_dental\results_pos\349_predict_resized.png,68,91,66,114
../Imagens/UnetDataset/fio_dental\results_pos\34_predict_resized.png,78,98,86,94
../Imagens/UnetDataset/fio_dental\results_pos\350_predict_resized.png,60,101,87,127
../Imagens/UnetDataset/fio_dental\results_pos\351_predict_resized.png,43,62,94,111
../Imagens/UnetDataset/fio_dental\results_pos\352_predict_resized.png,54,93,100,116
../Imagens/UnetDataset/fio_dental\results_pos\353_predict_resized.png,50,82,90,107
../Imagens/UnetDataset/fio_dental\results_pos\354_predict_resized.png,65,135,85,100
../Imagens/UnetDataset/fio_dental\results_pos\355_predict_resized.png,53,144,76,87
../Imagens/UnetDataset/fio_dental\results_pos\356_predict_resized.png,71,95,112,121
../Imagens/UnetDataset/fio_dental\results_pos\357_predict_resized.png,73,114,88,96
../Imagens/UnetDataset/fio_dental\results_pos\358_predict_resized.png,78,98,86,94
../Imagens/UnetDataset/fio_dental\results_pos\359_predict_resized.png,59,117,99,107
../Imagens/UnetDataset/fio_dental\results_pos\35_predict_resized.png,59,117,99,107
../Imagens/UnetDataset/fio_dental\results_pos\360_predict_resized.png,86,93,84,97
../Imagens/UnetDataset/fio_dental\results_pos\361_predict_resized.png,53,128,88,101
../Imagens/UnetDataset/fio_dental\results_pos\362_predict_resized.png,71,93,84,98
../Imagens/UnetDataset/fio_dental\results_pos\363_predict_resized.png,75,146,72,85
../Imagens/UnetDataset/fio_dental\results_pos\364_predict_resized.png,74,128,79,91
../Imagens/UnetDataset/fio_dental\results_pos\365_predict_resized.png,78,149,72,83
../Imagens/UnetDataset/fio_dental\results_pos\366_predict_resized.png,46,79,102,95
../Imagens/UnetDataset/fio_dental\results_pos\367_predict_resized.png,62,81,86,111
../Imagens/UnetDataset/fio_dental\results_pos\368_predict_resized.png,34,73,100,100
../Imagens/UnetDataset/fio_dental\results_pos\369_predict_resized.png,66,96,81,117
../Imagens/UnetDataset/fio_dental\results_pos\36_predict_resized.png,86,93,85,97
../Imagens/UnetDataset/fio_dental\results_pos\370_predict_resized.png,70,87,86,124
../Imagens/UnetDataset/fio_dental\results_pos\371_predict_resized.png,55,111,77,108
../Imagens/UnetDataset/fio_dental\results_pos\372_predict_resized.png,0,59,158,160
../Imagens/UnetDataset/fio_dental\results_pos\373_predict_resized.png,68,42,147,188
../Imagens/UnetDataset/fio_dental\results_pos\374_predict_resized.png,56,59,127,171
../Imagens/UnetDataset/fio_dental\results_pos\375_predict_resized.png,89,70,102,145
../Imagens/UnetDataset/fio_dental\results_pos\376_predict_resized.png,79,74,97,108
../Imagens/UnetDataset/fio_dental\results_pos\377_predict_resized.png,87,85,103,119
../Imagens/UnetDataset/fio_dental\results_pos\378_predict_resized.png,0,105,147,128
../Imagens/UnetDataset/fio_dental\results_pos\379_predict_resized.png,0,157,65,83
../Imagens/UnetDataset/fio_dental\results_pos\37_predict_resized.png,54,128,87,101
../Imagens/UnetDataset/fio_dental\results_pos\380_predict_resized.png,0,181,119,47
../Imagens/UnetDataset/fio_dental\results_pos\381_predict_resized.png,61,130,93,111
../Imagens/UnetDataset/fio_dental\results_pos\382_predict_resized.png,38,101,96,111
../Imagens/UnetDataset/fio_dental\results_pos\383_predict_resized.png,74,125,91,107
../Imagens/UnetDataset/fio_dental\results_pos\384_predict_resized.png,128,172,73,48
../Imagens/UnetDataset/fio_dental\results_pos\385_predict_resized.png,104,176,94,53
../Imagens/UnetDataset/fio_dental\results_pos\386_predict_resized.png,128,183,70,42
../Imagens/UnetDataset/fio_dental\results_pos\387_predict_resized.png,0,87,128,134
../Imagens/UnetDataset/fio_dental\results_pos\388_predict_resized.png,69,143,80,92
../Imagens/UnetDataset/fio_dental\results_pos\389_predict_resized.png,41,91,117,141
../Imagens/UnetDataset/fio_dental\results_pos\38_predict_resized.png,72,94,83,97
../Imagens/UnetDataset/fio_dental\results_pos\390_predict_resized.png,50,89,118,122
../Imagens/UnetDataset/fio_dental\results_pos\391_predict_resized.png,55,147,93,94
../Imagens/UnetDataset/fio_dental\results_pos\392_predict_resized.png,40,78,119,122
../Imagens/UnetDataset/fio_dental\results_pos\393_predict_resized.png,57,135,75,83
../Imagens/UnetDataset/fio_dental\results_pos\394_predict_resized.png,79,93,81,90
../Imagens/UnetDataset/fio_dental\results_pos\395_predict_resized.png,98,118,79,82
../Imagens/UnetDataset/fio_dental\results_pos\396_predict_resized.png,54,118,107,97
../Imagens/UnetDataset/fio_dental\results_pos\397_predict_resized.png,51,101,119,116
../Imagens/UnetDataset/fio_dental\results_pos\398_predict_resized.png,57,116,100,86
../Imagens/UnetDataset/fio_dental\results_pos\399_predict_resized.png,56,137,86,87
