file,x,y,w,h
../Imagens/UnetDataset/meia\results_pos\125_predict_resized.png,57,32,97,228
../Imagens/UnetDataset/meia\results_pos\126_predict_resized.png,49,55,161,228
../Imagens/UnetDataset/meia\results_pos\127_predict_resized.png,50,39,171,236
../Imagens/UnetDataset/meia\results_pos\128_predict_resized.png,53,58,162,228
../Imagens/UnetDataset/meia\results_pos\129_predict_resized.png,70,0,106,305
../Imagens/UnetDataset/meia\results_pos\12_predict_resized.png,44,19,137,301
../Imagens/UnetDataset/meia\results_pos\130_predict_resized.png,59,48,96,272
../Imagens/UnetDataset/meia\results_pos\131_predict_resized.png,72,33,94,263
../Imagens/UnetDataset/meia\results_pos\132_predict_resized.png,77,17,102,278
../Imagens/UnetDataset/meia\results_pos\133_predict_resized.png,62,24,101,277
../Imagens/UnetDataset/meia\results_pos\134_predict_resized.png,74,23,105,297
../Imagens/UnetDataset/meia\results_pos\135_predict_resized.png,35,38,120,282
../Imagens/UnetDataset/meia\results_pos\136_predict_resized.png,72,70,92,233
../Imagens/UnetDataset/meia\results_pos\137_predict_resized.png,38,58,112,262
../Imagens/UnetDataset/meia\results_pos\138_predict_resized.png,53,25,105,264
../Imagens/UnetDataset/meia\results_pos\139_predict_resized.png,51,62,112,238
../Imagens/UnetDataset/meia\results_pos\13_predict_resized.png,70,22,124,298
../Imagens/UnetDataset/meia\results_pos\140_predict_resized.png,65,65,124,255
../Imagens/UnetDataset/meia\results_pos\141_predict_resized.png,66,43,122,247
../Imagens/UnetDataset/meia\results_pos\142_predict_resized.png,59,38,132,248
../Imagens/UnetDataset/meia\results_pos\143_predict_resized.png,61,46,134,244
../Imagens/UnetDataset/meia\results_pos\144_predict_resized.png,0,65,214,191
../Imagens/UnetDataset/meia\results_pos\145_predict_resized.png,0,70,215,205
../Imagens/UnetDataset/meia\results_pos\146_predict_resized.png,19,75,221,201
../Imagens/UnetDataset/meia\results_pos\147_predict_resized.png,0,74,212,202
../Imagens/UnetDataset/meia\results_pos\148_predict_resized.png,29,74,192,197
../Imagens/UnetDataset/meia\results_pos\149_predict_resized.png,18,81,186,191
../Imagens/UnetDataset/meia\results_pos\14_predict_resized.png,69,26,131,294
../Imagens/UnetDataset/meia\results_pos\150_predict_resized.png,0,53,189,188
../Imagens/UnetDataset/meia\results_pos\151_predict_resized.png,0,56,194,185
../Imagens/UnetDataset/meia\results_pos\152_predict_resized.png,0,60,188,188
../Imagens/UnetDataset/meia\results_pos\153_predict_resized.png,0,26,240,256
../Imagens/UnetDataset/meia\results_pos\154_predict_resized.png,26,51,197,232
../Imagens/UnetDataset/meia\results_pos\155_predict_resized.png,0,24,220,252
../Imagens/UnetDataset/meia\results_pos\156_predict_resized.png,33,20,175,239
../Imagens/UnetDataset/meia\results_pos\157_predict_resized.png,42,51,165,225
../Imagens/UnetDataset/meia\results_pos\158_predict_resized.png,47,36,172,236
../Imagens/UnetDataset/meia\results_pos\159_predict_resized.png,0,78,198,174
../Imagens/UnetDataset/meia\results_pos\15_predict_resized.png,72,27,96,231
../Imagens/UnetDataset/meia\results_pos\160_predict_resized.png,19,77,202,185
../Imagens/UnetDataset/meia\results_pos\161_predict_resized.png,26,81,186,172
../Imagens/UnetDataset/meia\results_pos\162_predict_resized.png,28,33,170,256
../Imagens/UnetDataset/meia\results_pos\163_predict_resized.png,19,46,173,258
../Imagens/UnetDataset/meia\results_pos\164_predict_resized.png,26,39,177,264
../Imagens/UnetDataset/meia\results_pos\165_predict_resized.png,25,52,215,207
../Imagens/UnetDataset/meia\results_pos\166_predict_resized.png,0,51,240,224
../Imagens/UnetDataset/meia\results_pos\167_predict_resized.png,0,61,240,207
../Imagens/UnetDataset/meia\results_pos\168_predict_resized.png,0,32,210,225
../Imagens/UnetDataset/meia\results_pos\169_predict_resized.png,38,50,159,181
../Imagens/UnetDataset/meia\results_pos\16_predict_resized.png,53,36,99,233
../Imagens/UnetDataset/meia\results_pos\170_predict_resized.png,0,42,196,219
../Imagens/UnetDataset/meia\results_pos\171_predict_resized.png,0,47,208,258
../Imagens/UnetDataset/meia\results_pos\172_predict_resized.png,0,42,209,278
../Imagens/UnetDataset/meia\results_pos\173_predict_resized.png,0,36,225,284
../Imagens/UnetDataset/meia\results_pos\174_predict_resized.png,28,82,183,198
../Imagens/UnetDataset/meia\results_pos\175_predict_resized.png,19,54,221,231
../Imagens/UnetDataset/meia\results_pos\176_predict_resized.png,17,66,198,221
../Imagens/UnetDataset/meia\results_pos\177_predict_resized.png,43,74,175,187
../Imagens/UnetDataset/meia\results_pos\178_predict_resized.png,17,66,184,194
../Imagens/UnetDataset/meia\results_pos\179_predict_resized.png,23,69,177,186
../Imagens/UnetDataset/meia\results_pos\17_predict_resized.png,57,28,97,232
../Imagens/UnetDataset/meia\results_pos\180_predict_resized.png,34,25,119,273
../Imagens/UnetDataset/meia\results_pos\181_predict_resized.png,41,19,123,283
../Imagens/UnetDataset/meia\results_pos\182_predict_resized.png,48,34,107,246
../Imagens/UnetDataset/meia\results_pos\183_predict_resized.png,72,47,106,240
../Imagens/UnetDataset/meia\results_pos\184_predict_resized.png,58,53,105,226
../Imagens/UnetDataset/meia\results_pos\185_predict_resized.png,64,48,113,235
../Imagens/UnetDataset/meia\results_pos\186_predict_resized.png,63,29,108,244
../Imagens/UnetDataset/meia\results_pos\187_predict_resized.png,47,33,112,252
../Imagens/UnetDataset/meia\results_pos\188_predict_resized.png,57,43,105,238
../Imagens/UnetDataset/meia\results_pos\189_predict_resized.png,59,22,112,283
../Imagens/UnetDataset/meia\results_pos\18_predict_resized.png,49,56,161,228
../Imagens/UnetDataset/meia\results_pos\190_predict_resized.png,72,54,94,231
../Imagens/UnetDataset/meia\results_pos\191_predict_resized.png,62,0,118,320
../Imagens/UnetDataset/meia\results_pos\192_predict_resized.png,73,45,102,243
../Imagens/UnetDataset/meia\results_pos\193_predict_resized.png,61,26,105,253
../Imagens/UnetDataset/meia\results_pos\194_predict_resized.png,67,42,98,239
../Imagens/UnetDataset/meia\results_pos\195_predict_resized.png,42,30,136,242
../Imagens/UnetDataset/meia\results_pos\196_predict_resized.png,53,20,128,276
../Imagens/UnetDataset/meia\results_pos\197_predict_resized.png,46,25,120,256
../Imagens/UnetDataset/meia\results_pos\198_predict_resized.png,55,0,135,280
../Imagens/UnetDataset/meia\results_pos\199_predict_resized.png,46,0,149,300
../Imagens/UnetDataset/meia\results_pos\19_predict_resized.png,50,38,171,238
../Imagens/UnetDataset/meia\results_pos\1_predict_resized.png,34,0,180,301
../Imagens/UnetDataset/meia\results_pos\200_predict_resized.png,55,0,146,296
../Imagens/UnetDataset/meia\results_pos\201_predict_resized.png,76,33,164,270
../Imagens/UnetDataset/meia\results_pos\202_predict_resized.png,69,29,143,249
../Imagens/UnetDataset/meia\results_pos\203_predict_resized.png,47,25,147,251
../Imagens/UnetDataset/meia\results_pos\204_predict_resized.png,30,19,155,285
../Imagens/UnetDataset/meia\results_pos\205_predict_resized.png,25,18,148,280
../Imagens/UnetDataset/meia\results_pos\206_predict_resized.png,34,31,145,268
../Imagens/UnetDataset/meia\results_pos\207_predict_resized.png,80,36,107,244
../Imagens/UnetDataset/meia\results_pos\208_predict_resized.png,78,23,109,250
../Imagens/UnetDataset/meia\results_pos\209_predict_resized.png,76,16,107,244
../Imagens/UnetDataset/meia\results_pos\20_predict_resized.png,52,59,163,227
../Imagens/UnetDataset/meia\results_pos\210_predict_resized.png,71,45,96,225
../Imagens/UnetDataset/meia\results_pos\211_predict_resized.png,60,81,104,223
../Imagens/UnetDataset/meia\results_pos\212_predict_resized.png,58,32,118,238
../Imagens/UnetDataset/meia\results_pos\213_predict_resized.png,63,38,112,256
../Imagens/UnetDataset/meia\results_pos\214_predict_resized.png,57,59,88,195
../Imagens/UnetDataset/meia\results_pos\215_predict_resized.png,72,36,95,215
../Imagens/UnetDataset/meia\results_pos\216_predict_resized.png,30,26,187,278
../Imagens/UnetDataset/meia\results_pos\217_predict_resized.png,34,0,180,302
../Imagens/UnetDataset/meia\results_pos\218_predict_resized.png,18,36,177,267
../Imagens/UnetDataset/meia\results_pos\219_predict_resized.png,54,37,102,242
../Imagens/UnetDataset/meia\results_pos\21_predict_resized.png,70,0,107,320
../Imagens/UnetDataset/meia\results_pos\220_predict_resized.png,56,30,105,250
../Imagens/UnetDataset/meia\results_pos\221_predict_resized.png,75,62,99,237
../Imagens/UnetDataset/meia\results_pos\222_predict_resized.png,62,61,95,259
../Imagens/UnetDataset/meia\results_pos\223_predict_resized.png,75,37,108,260
../Imagens/UnetDataset/meia\results_pos\224_predict_resized.png,54,55,98,249
../Imagens/UnetDataset/meia\results_pos\225_predict_resized.png,55,32,109,234
../Imagens/UnetDataset/meia\results_pos\226_predict_resized.png,84,19,95,281
../Imagens/UnetDataset/meia\results_pos\227_predict_resized.png,48,33,104,224
../Imagens/UnetDataset/meia\results_pos\228_predict_resized.png,56,19,126,301
../Imagens/UnetDataset/meia\results_pos\229_predict_resized.png,73,22,122,298
../Imagens/UnetDataset/meia\results_pos\22_predict_resized.png,59,48,97,272
../Imagens/UnetDataset/meia\results_pos\230_predict_resized.png,74,27,127,293
../Imagens/UnetDataset/meia\results_pos\231_predict_resized.png,71,39,97,201
../Imagens/UnetDataset/meia\results_pos\232_predict_resized.png,52,41,100,211
../Imagens/UnetDataset/meia\results_pos\233_predict_resized.png,56,36,98,205
../Imagens/UnetDataset/meia\results_pos\234_predict_resized.png,49,56,161,221
../Imagens/UnetDataset/meia\results_pos\235_predict_resized.png,50,40,171,227
../Imagens/UnetDataset/meia\results_pos\236_predict_resized.png,53,59,162,220
../Imagens/UnetDataset/meia\results_pos\237_predict_resized.png,70,0,104,303
../Imagens/UnetDataset/meia\results_pos\238_predict_resized.png,59,48,94,256
../Imagens/UnetDataset/meia\results_pos\239_predict_resized.png,72,33,93,263
../Imagens/UnetDataset/meia\results_pos\23_predict_resized.png,72,33,96,263
../Imagens/UnetDataset/meia\results_pos\240_predict_resized.png,80,40,99,243
../Imagens/UnetDataset/meia\results_pos\241_predict_resized.png,62,27,100,266
../Imagens/UnetDataset/meia\results_pos\242_predict_resized.png,74,24,104,266
../Imagens/UnetDataset/meia\results_pos\243_predict_resized.png,35,38,112,282
../Imagens/UnetDataset/meia\results_pos\244_predict_resized.png,72,71,92,232
../Imagens/UnetDataset/meia\results_pos\245_predict_resized.png,39,59,103,261
../Imagens/UnetDataset/meia\results_pos\246_predict_resized.png,53,25,106,265
../Imagens/UnetDataset/meia\results_pos\247_predict_resized.png,52,62,112,240
../Imagens/UnetDataset/meia\results_pos\248_predict_resized.png,66,65,123,255
../Imagens/UnetDataset/meia\results_pos\249_predict_resized.png,67,43,120,248
../Imagens/UnetDataset/meia\results_pos\24_predict_resized.png,78,17,101,274
../Imagens/UnetDataset/meia\results_pos\250_predict_resized.png,60,37,130,249
../Imagens/UnetDataset/meia\results_pos\251_predict_resized.png,61,45,133,246
../Imagens/UnetDataset/meia\results_pos\252_predict_resized.png,0,64,209,192
../Imagens/UnetDataset/meia\results_pos\253_predict_resized.png,0,70,214,205
../Imagens/UnetDataset/meia\results_pos\254_predict_resized.png,19,75,206,201
../Imagens/UnetDataset/meia\results_pos\255_predict_resized.png,0,76,212,200
../Imagens/UnetDataset/meia\results_pos\256_predict_resized.png,29,76,192,194
../Imagens/UnetDataset/meia\results_pos\257_predict_resized.png,18,83,185,188
../Imagens/UnetDataset/meia\results_pos\258_predict_resized.png,0,53,188,188
../Imagens/UnetDataset/meia\results_pos\259_predict_resized.png,0,56,193,185
../Imagens/UnetDataset/meia\results_pos\25_predict_resized.png,62,21,102,280
../Imagens/UnetDataset/meia\results_pos\260_predict_resized.png,0,60,187,188
../Imagens/UnetDataset/meia\results_pos\261_predict_resized.png,25,26,215,255
../Imagens/UnetDataset/meia\results_pos\262_predict_resized.png,32,51,191,232
../Imagens/UnetDataset/meia\results_pos\263_predict_resized.png,17,25,203,251
../Imagens/UnetDataset/meia\results_pos\264_predict_resized.png,33,26,175,233
../Imagens/UnetDataset/meia\results_pos\265_predict_resized.png,41,52,166,224
../Imagens/UnetDataset/meia\results_pos\266_predict_resized.png,46,38,174,233
../Imagens/UnetDataset/meia\results_pos\267_predict_resized.png,0,77,198,175
../Imagens/UnetDataset/meia\results_pos\268_predict_resized.png,18,77,203,185
../Imagens/UnetDataset/meia\results_pos\269_predict_resized.png,25,80,187,174
../Imagens/UnetDataset/meia\results_pos\26_predict_resized.png,74,20,106,300
../Imagens/UnetDataset/meia\results_pos\270_predict_resized.png,28,32,170,256
../Imagens/UnetDataset/meia\results_pos\271_predict_resized.png,19,46,173,256
../Imagens/UnetDataset/meia\results_pos\272_predict_resized.png,27,38,176,265
../Imagens/UnetDataset/meia\results_pos\273_predict_resized.png,25,54,215,205
../Imagens/UnetDataset/meia\results_pos\274_predict_resized.png,22,53,218,223
../Imagens/UnetDataset/meia\results_pos\275_predict_resized.png,18,63,222,205
../Imagens/UnetDataset/meia\results_pos\276_predict_resized.png,0,31,210,226
../Imagens/UnetDataset/meia\results_pos\277_predict_resized.png,37,50,160,180
../Imagens/UnetDataset/meia\results_pos\278_predict_resized.png,0,41,196,220
../Imagens/UnetDataset/meia\results_pos\279_predict_resized.png,0,47,207,273
../Imagens/UnetDataset/meia\results_pos\27_predict_resized.png,37,39,109,281
../Imagens/UnetDataset/meia\results_pos\280_predict_resized.png,0,43,208,277
../Imagens/UnetDataset/meia\results_pos\281_predict_resized.png,0,36,223,284
../Imagens/UnetDataset/meia\results_pos\282_predict_resized.png,27,82,184,198
../Imagens/UnetDataset/meia\results_pos\283_predict_resized.png,18,55,222,230
../Imagens/UnetDataset/meia\results_pos\284_predict_resized.png,16,66,199,221
../Imagens/UnetDataset/meia\results_pos\285_predict_resized.png,44,74,171,187
../Imagens/UnetDataset/meia\results_pos\286_predict_resized.png,17,66,183,193
../Imagens/UnetDataset/meia\results_pos\287_predict_resized.png,23,68,177,187
../Imagens/UnetDataset/meia\results_pos\288_predict_resized.png,35,25,118,273
../Imagens/UnetDataset/meia\results_pos\289_predict_resized.png,41,19,123,283
../Imagens/UnetDataset/meia\results_pos\28_predict_resized.png,73,70,91,232
../Imagens/UnetDataset/meia\results_pos\290_predict_resized.png,48,34,107,246
../Imagens/UnetDataset/meia\results_pos\291_predict_resized.png,72,47,106,240
../Imagens/UnetDataset/meia\results_pos\292_predict_resized.png,58,53,105,226
../Imagens/UnetDataset/meia\results_pos\293_predict_resized.png,63,48,113,235
../Imagens/UnetDataset/meia\results_pos\294_predict_resized.png,63,30,107,243
../Imagens/UnetDataset/meia\results_pos\295_predict_resized.png,47,33,112,252
../Imagens/UnetDataset/meia\results_pos\296_predict_resized.png,57,43,104,238
../Imagens/UnetDataset/meia\results_pos\297_predict_resized.png,59,22,112,283
../Imagens/UnetDataset/meia\results_pos\298_predict_resized.png,72,54,94,231
../Imagens/UnetDataset/meia\results_pos\299_predict_resized.png,62,0,118,320
../Imagens/UnetDataset/meia\results_pos\29_predict_resized.png,39,59,110,261
../Imagens/UnetDataset/meia\results_pos\2_predict_resized.png,19,35,176,268
../Imagens/UnetDataset/meia\results_pos\300_predict_resized.png,74,45,100,243
../Imagens/UnetDataset/meia\results_pos\301_predict_resized.png,60,26,105,253
../Imagens/UnetDataset/meia\results_pos\302_predict_resized.png,67,42,98,239
../Imagens/UnetDataset/meia\results_pos\303_predict_resized.png,42,31,136,242
../Imagens/UnetDataset/meia\results_pos\304_predict_resized.png,53,21,128,275
../Imagens/UnetDataset/meia\results_pos\305_predict_resized.png,45,25,121,257
../Imagens/UnetDataset/meia\results_pos\306_predict_resized.png,55,0,135,280
../Imagens/UnetDataset/meia\results_pos\307_predict_resized.png,46,0,149,300
../Imagens/UnetDataset/meia\results_pos\308_predict_resized.png,55,0,146,296
../Imagens/UnetDataset/meia\results_pos\309_predict_resized.png,79,34,161,268
../Imagens/UnetDataset/meia\results_pos\30_predict_resized.png,54,25,104,263
../Imagens/UnetDataset/meia\results_pos\310_predict_resized.png,70,30,142,248
../Imagens/UnetDataset/meia\results_pos\311_predict_resized.png,49,26,144,250
../Imagens/UnetDataset/meia\results_pos\312_predict_resized.png,29,19,155,285
../Imagens/UnetDataset/meia\results_pos\313_predict_resized.png,24,18,149,280
../Imagens/UnetDataset/meia\results_pos\314_predict_resized.png,33,31,146,268
../Imagens/UnetDataset/meia\results_pos\315_predict_resized.png,81,36,105,244
../Imagens/UnetDataset/meia\results_pos\316_predict_resized.png,78,23,108,250
../Imagens/UnetDataset/meia\results_pos\317_predict_resized.png,77,16,105,244
../Imagens/UnetDataset/meia\results_pos\318_predict_resized.png,71,45,98,226
../Imagens/UnetDataset/meia\results_pos\319_predict_resized.png,61,80,103,225
../Imagens/UnetDataset/meia\results_pos\31_predict_resized.png,50,62,113,238
../Imagens/UnetDataset/meia\results_pos\320_predict_resized.png,58,30,119,241
../Imagens/UnetDataset/meia\results_pos\321_predict_resized.png,62,41,111,253
../Imagens/UnetDataset/meia\results_pos\322_predict_resized.png,58,60,86,193
../Imagens/UnetDataset/meia\results_pos\323_predict_resized.png,72,38,94,213
../Imagens/UnetDataset/meia\results_pos\324_predict_resized.png,30,25,187,279
../Imagens/UnetDataset/meia\results_pos\325_predict_resized.png,34,0,180,301
../Imagens/UnetDataset/meia\results_pos\326_predict_resized.png,18,36,177,267
../Imagens/UnetDataset/meia\results_pos\327_predict_resized.png,55,37,100,242
../Imagens/UnetDataset/meia\results_pos\328_predict_resized.png,57,30,103,250
../Imagens/UnetDataset/meia\results_pos\329_predict_resized.png,76,62,98,236
../Imagens/UnetDataset/meia\results_pos\32_predict_resized.png,64,66,124,254
../Imagens/UnetDataset/meia\results_pos\330_predict_resized.png,62,64,94,256
../Imagens/UnetDataset/meia\results_pos\331_predict_resized.png,75,35,108,263
../Imagens/UnetDataset/meia\results_pos\332_predict_resized.png,54,55,97,245
../Imagens/UnetDataset/meia\results_pos\333_predict_resized.png,55,27,109,238
../Imagens/UnetDataset/meia\results_pos\334_predict_resized.png,84,16,95,288
../Imagens/UnetDataset/meia\results_pos\335_predict_resized.png,48,28,104,229
../Imagens/UnetDataset/meia\results_pos\336_predict_resized.png,45,19,136,301
../Imagens/UnetDataset/meia\results_pos\337_predict_resized.png,73,22,121,298
../Imagens/UnetDataset/meia\results_pos\338_predict_resized.png,73,26,127,294
../Imagens/UnetDataset/meia\results_pos\339_predict_resized.png,72,33,95,225
../Imagens/UnetDataset/meia\results_pos\33_predict_resized.png,67,43,120,247
../Imagens/UnetDataset/meia\results_pos\340_predict_resized.png,53,38,99,227
../Imagens/UnetDataset/meia\results_pos\341_predict_resized.png,57,31,96,229
../Imagens/UnetDataset/meia\results_pos\342_predict_resized.png,49,57,161,226
../Imagens/UnetDataset/meia\results_pos\343_predict_resized.png,50,40,170,234
../Imagens/UnetDataset/meia\results_pos\344_predict_resized.png,53,60,162,223
../Imagens/UnetDataset/meia\results_pos\345_predict_resized.png,70,0,106,305
../Imagens/UnetDataset/meia\results_pos\346_predict_resized.png,59,48,95,272
../Imagens/UnetDataset/meia\results_pos\347_predict_resized.png,72,33,94,263
../Imagens/UnetDataset/meia\results_pos\348_predict_resized.png,78,17,101,272
../Imagens/UnetDataset/meia\results_pos\349_predict_resized.png,62,22,101,278
../Imagens/UnetDataset/meia\results_pos\34_predict_resized.png,60,38,130,248
../Imagens/UnetDataset/meia\results_pos\350_predict_resized.png,74,21,105,299
../Imagens/UnetDataset/meia\results_pos\351_predict_resized.png,35,37,119,283
../Imagens/UnetDataset/meia\results_pos\352_predict_resized.png,72,70,92,232
../Imagens/UnetDataset/meia\results_pos\353_predict_resized.png,38,58,110,262
../Imagens/UnetDataset/meia\results_pos\354_predict_resized.png,53,24,105,265
../Imagens/UnetDataset/meia\results_pos\355_predict_resized.png,52,62,111,239
../Imagens/UnetDataset/meia\results_pos\356_predict_resized.png,66,65,122,255
../Imagens/UnetDataset/meia\results_pos\357_predict_resized.png,66,44,121,246
../Imagens/UnetDataset/meia\results_pos\358_predict_resized.png,59,38,131,248
../Imagens/UnetDataset/meia\results_pos\359_predict_resized.png,61,46,134,244
../Imagens/UnetDataset/meia\results_pos\35_predict_resized.png,62,46,133,244
../Imagens/UnetDataset/meia\results_pos\360_predict_resized.png,0,64,207,191
../Imagens/UnetDataset/meia\results_pos\361_predict_resized.png,0,70,215,205
../Imagens/UnetDataset/meia\results_pos\362_predict_resized.png,19,75,221,201
../Imagens/UnetDataset/meia\results_pos\363_predict_resized.png,0,74,212,201
../Imagens/UnetDataset/meia\results_pos\364_predict_resized.png,29,74,192,196
../Imagens/UnetDataset/meia\results_pos\365_predict_resized.png,18,81,186,190
../Imagens/UnetDataset/meia\results_pos\366_predict_resized.png,0,53,189,188
../Imagens/UnetDataset/meia\results_pos\367_predict_resized.png,0,56,194,185
../Imagens/UnetDataset/meia\results_pos\368_predict_resized.png,0,60,188,188
../Imagens/UnetDataset/meia\results_pos\369_predict_resized.png,0,25,240,256
../Imagens/UnetDataset/meia\results_pos\36_predict_resized.png,0,65,213,191
../Imagens/UnetDataset/meia\results_pos\370_predict_resized.png,27,51,195,232
../Imagens/UnetDataset/meia\results_pos\371_predict_resized.png,0,23,220,253
../Imagens/UnetDataset/meia\results_pos\372_predict_resized.png,33,20,174,239
../Imagens/UnetDataset/meia\results_pos\373_predict_resized.png,42,52,164,224
../Imagens/UnetDataset/meia\results_pos\374_predict_resized.png,47,37,172,234
../Imagens/UnetDataset/meia\results_pos\375_predict_resized.png,0,77,198,175
../Imagens/UnetDataset/meia\results_pos\376_predict_resized.png,19,77,202,185
../Imagens/UnetDataset/meia\results_pos\377_predict_resized.png,25,80,187,173
../Imagens/UnetDataset/meia\results_pos\378_predict_resized.png,28,33,170,256
../Imagens/UnetDataset/meia\results_pos\379_predict_resized.png,19,46,173,258
../Imagens/UnetDataset/meia\results_pos\37_predict_resized.png,0,70,216,205
../Imagens/UnetDataset/meia\results_pos\380_predict_resized.png,25,39,177,264
../Imagens/UnetDataset/meia\results_pos\381_predict_resized.png,25,51,215,208
../Imagens/UnetDataset/meia\results_pos\382_predict_resized.png,0,50,240,225
../Imagens/UnetDataset/meia\results_pos\383_predict_resized.png,16,60,224,207
../Imagens/UnetDataset/meia\results_pos\384_predict_resized.png,0,31,209,226
../Imagens/UnetDataset/meia\results_pos\385_predict_resized.png,37,50,160,180
../Imagens/UnetDataset/meia\results_pos\386_predict_resized.png,0,41,196,220
../Imagens/UnetDataset/meia\results_pos\387_predict_resized.png,0,47,208,273
../Imagens/UnetDataset/meia\results_pos\388_predict_resized.png,0,43,209,277
../Imagens/UnetDataset/meia\results_pos\389_predict_resized.png,0,36,225,284
../Imagens/UnetDataset/meia\results_pos\38_predict_resized.png,19,75,221,201
../Imagens/UnetDataset/meia\results_pos\390_predict_resized.png,28,81,183,198
../Imagens/UnetDataset/meia\results_pos\391_predict_resized.png,19,55,221,230
../Imagens/UnetDataset/meia\results_pos\392_predict_resized.png,16,66,198,221
../Imagens/UnetDataset/meia\results_pos\393_predict_resized.png,43,75,175,186
../Imagens/UnetDataset/meia\results_pos\394_predict_resized.png,17,66,184,193
../Imagens/UnetDataset/meia\results_pos\395_predict_resized.png,23,69,177,185
../Imagens/UnetDataset/meia\results_pos\396_predict_resized.png,34,25,119,273
../Imagens/UnetDataset/meia\results_pos\397_predict_resized.png,41,19,123,283
../Imagens/UnetDataset/meia\results_pos\398_predict_resized.png,47,34,108,246
../Imagens/UnetDataset/meia\results_pos\399_predict_resized.png,72,48,106,238
../Imagens/UnetDataset/meia\results_pos\39_predict_resized.png,0,74,212,201
../Imagens/UnetDataset/meia\results_pos\3_predict_resized.png,55,38,100,241
../Imagens/UnetDataset/meia\results_pos\400_predict_resized.png,58,53,105,226
../Imagens/UnetDataset/meia\results_pos\401_predict_resized.png,63,48,114,234
../Imagens/UnetDataset/meia\results_pos\402_predict_resized.png,63,29,107,243
../Imagens/UnetDataset/meia\results_pos\403_predict_resized.png,46,33,113,252
../Imagens/UnetDataset/meia\results_pos\404_predict_resized.png,57,43,104,238
../Imagens/UnetDataset/meia\results_pos\405_predict_resized.png,59,22,112,282
../Imagens/UnetDataset/meia\results_pos\406_predict_resized.png,71,54,95,231
../Imagens/UnetDataset/meia\results_pos\407_predict_resized.png,62,0,118,320
../Imagens/UnetDataset/meia\results_pos\408_predict_resized.png,73,45,101,243
../Imagens/UnetDataset/meia\results_pos\409_predict_resized.png,60,26,105,253
../Imagens/UnetDataset/meia\results_pos\40_predict_resized.png,30,74,191,196
../Imagens/UnetDataset/meia\results_pos\410_predict_resized.png,66,42,99,238
../Imagens/UnetDataset/meia\results_pos\411_predict_resized.png,42,30,136,242
../Imagens/UnetDataset/meia\results_pos\412_predict_resized.png,52,20,128,275
../Imagens/UnetDataset/meia\results_pos\413_predict_resized.png,45,24,121,257
../Imagens/UnetDataset/meia\results_pos\414_predict_resized.png,55,0,135,280
../Imagens/UnetDataset/meia\results_pos\415_predict_resized.png,46,0,149,299
../Imagens/UnetDataset/meia\results_pos\416_predict_resized.png,55,0,146,296
../Imagens/UnetDataset/meia\results_pos\417_predict_resized.png,75,34,165,268
../Imagens/UnetDataset/meia\results_pos\418_predict_resized.png,68,30,144,248
../Imagens/UnetDataset/meia\results_pos\419_predict_resized.png,47,26,146,249
../Imagens/UnetDataset/meia\results_pos\41_predict_resized.png,19,81,185,190
../Imagens/UnetDataset/meia\results_pos\420_predict_resized.png,29,19,155,286
../Imagens/UnetDataset/meia\results_pos\421_predict_resized.png,25,18,148,280
