file,x,y,w,h
../Imagens/UnetDataset/creme_dental\results_pos\129_predict_resized.png,86,58,61,196
../Imagens/UnetDataset/creme_dental\results_pos\12_predict_resized.png,86,73,80,193
../Imagens/UnetDataset/creme_dental\results_pos\130_predict_resized.png,79,69,63,202
../Imagens/UnetDataset/creme_dental\results_pos\131_predict_resized.png,75,71,60,192
../Imagens/UnetDataset/creme_dental\results_pos\132_predict_resized.png,62,55,66,202
../Imagens/UnetDataset/creme_dental\results_pos\133_predict_resized.png,80,52,66,199
../Imagens/UnetDataset/creme_dental\results_pos\134_predict_resized.png,62,39,83,211
../Imagens/UnetDataset/creme_dental\results_pos\135_predict_resized.png,105,57,64,202
../Imagens/UnetDataset/creme_dental\results_pos\136_predict_resized.png,110,77,54,167
../Imagens/UnetDataset/creme_dental\results_pos\137_predict_resized.png,131,62,56,179
../Imagens/UnetDataset/creme_dental\results_pos\138_predict_resized.png,90,58,46,148
../Imagens/UnetDataset/creme_dental\results_pos\139_predict_resized.png,104,62,48,156
../Imagens/UnetDataset/creme_dental\results_pos\13_predict_resized.png,64,97,79,179
../Imagens/UnetDataset/creme_dental\results_pos\140_predict_resized.png,117,48,49,158
../Imagens/UnetDataset/creme_dental\results_pos\141_predict_resized.png,102,57,64,192
../Imagens/UnetDataset/creme_dental\results_pos\142_predict_resized.png,118,62,56,163
../Imagens/UnetDataset/creme_dental\results_pos\143_predict_resized.png,105,85,49,162
../Imagens/UnetDataset/creme_dental\results_pos\144_predict_resized.png,68,0,96,287
../Imagens/UnetDataset/creme_dental\results_pos\145_predict_resized.png,74,37,82,245
../Imagens/UnetDataset/creme_dental\results_pos\146_predict_resized.png,88,26,91,274
../Imagens/UnetDataset/creme_dental\results_pos\147_predict_resized.png,70,41,79,237
../Imagens/UnetDataset/creme_dental\results_pos\148_predict_resized.png,33,52,87,218
../Imagens/UnetDataset/creme_dental\results_pos\149_predict_resized.png,78,45,81,222
../Imagens/UnetDataset/creme_dental\results_pos\14_predict_resized.png,91,88,69,180
../Imagens/UnetDataset/creme_dental\results_pos\150_predict_resized.png,66,41,74,246
../Imagens/UnetDataset/creme_dental\results_pos\151_predict_resized.png,82,54,71,232
../Imagens/UnetDataset/creme_dental\results_pos\152_predict_resized.png,66,24,74,245
../Imagens/UnetDataset/creme_dental\results_pos\153_predict_resized.png,88,35,73,223
../Imagens/UnetDataset/creme_dental\results_pos\154_predict_resized.png,76,34,75,245
../Imagens/UnetDataset/creme_dental\results_pos\155_predict_resized.png,82,48,73,220
../Imagens/UnetDataset/creme_dental\results_pos\156_predict_resized.png,79,37,67,211
../Imagens/UnetDataset/creme_dental\results_pos\157_predict_resized.png,83,61,72,210
../Imagens/UnetDataset/creme_dental\results_pos\158_predict_resized.png,89,52,69,200
../Imagens/UnetDataset/creme_dental\results_pos\159_predict_resized.png,85,0,69,247
../Imagens/UnetDataset/creme_dental\results_pos\15_predict_resized.png,102,64,58,171
../Imagens/UnetDataset/creme_dental\results_pos\160_predict_resized.png,70,22,70,230
../Imagens/UnetDataset/creme_dental\results_pos\161_predict_resized.png,71,38,68,226
../Imagens/UnetDataset/creme_dental\results_pos\162_predict_resized.png,61,25,83,295
../Imagens/UnetDataset/creme_dental\results_pos\163_predict_resized.png,79,53,77,251
../Imagens/UnetDataset/creme_dental\results_pos\164_predict_resized.png,58,35,82,271
../Imagens/UnetDataset/creme_dental\results_pos\165_predict_resized.png,62,65,71,216
../Imagens/UnetDataset/creme_dental\results_pos\166_predict_resized.png,55,40,80,232
../Imagens/UnetDataset/creme_dental\results_pos\167_predict_resized.png,71,64,65,211
../Imagens/UnetDataset/creme_dental\results_pos\168_predict_resized.png,67,40,80,243
../Imagens/UnetDataset/creme_dental\results_pos\169_predict_resized.png,75,33,67,215
../Imagens/UnetDataset/creme_dental\results_pos\16_predict_resized.png,79,45,63,191
../Imagens/UnetDataset/creme_dental\results_pos\170_predict_resized.png,64,66,83,235
../Imagens/UnetDataset/creme_dental\results_pos\171_predict_resized.png,76,76,62,207
../Imagens/UnetDataset/creme_dental\results_pos\172_predict_resized.png,79,48,71,231
../Imagens/UnetDataset/creme_dental\results_pos\173_predict_resized.png,84,71,66,212
../Imagens/UnetDataset/creme_dental\results_pos\174_predict_resized.png,76,57,76,209
../Imagens/UnetDataset/creme_dental\results_pos\175_predict_resized.png,61,70,79,200
../Imagens/UnetDataset/creme_dental\results_pos\176_predict_resized.png,72,71,77,201
../Imagens/UnetDataset/creme_dental\results_pos\177_predict_resized.png,69,40,77,253
../Imagens/UnetDataset/creme_dental\results_pos\178_predict_resized.png,77,46,75,243
../Imagens/UnetDataset/creme_dental\results_pos\179_predict_resized.png,51,15,84,279
../Imagens/UnetDataset/creme_dental\results_pos\17_predict_resized.png,94,38,62,191
../Imagens/UnetDataset/creme_dental\results_pos\180_predict_resized.png,71,42,76,259
../Imagens/UnetDataset/creme_dental\results_pos\181_predict_resized.png,87,47,65,229
../Imagens/UnetDataset/creme_dental\results_pos\182_predict_resized.png,68,16,72,253
../Imagens/UnetDataset/creme_dental\results_pos\183_predict_resized.png,82,25,63,237
../Imagens/UnetDataset/creme_dental\results_pos\184_predict_resized.png,69,40,59,214
../Imagens/UnetDataset/creme_dental\results_pos\185_predict_resized.png,76,27,58,213
../Imagens/UnetDataset/creme_dental\results_pos\186_predict_resized.png,91,34,70,213
../Imagens/UnetDataset/creme_dental\results_pos\187_predict_resized.png,63,41,86,241
../Imagens/UnetDataset/creme_dental\results_pos\188_predict_resized.png,91,55,65,217
../Imagens/UnetDataset/creme_dental\results_pos\189_predict_resized.png,85,63,53,174
../Imagens/UnetDataset/creme_dental\results_pos\18_predict_resized.png,84,60,54,179
../Imagens/UnetDataset/creme_dental\results_pos\190_predict_resized.png,88,72,53,177
../Imagens/UnetDataset/creme_dental\results_pos\191_predict_resized.png,74,68,53,175
../Imagens/UnetDataset/creme_dental\results_pos\192_predict_resized.png,79,68,63,212
../Imagens/UnetDataset/creme_dental\results_pos\193_predict_resized.png,88,78,54,186
../Imagens/UnetDataset/creme_dental\results_pos\194_predict_resized.png,93,88,50,170
../Imagens/UnetDataset/creme_dental\results_pos\195_predict_resized.png,63,50,97,203
../Imagens/UnetDataset/creme_dental\results_pos\196_predict_resized.png,55,79,84,190
../Imagens/UnetDataset/creme_dental\results_pos\197_predict_resized.png,62,48,90,194
../Imagens/UnetDataset/creme_dental\results_pos\198_predict_resized.png,74,48,64,209
../Imagens/UnetDataset/creme_dental\results_pos\199_predict_resized.png,81,30,70,222
../Imagens/UnetDataset/creme_dental\results_pos\19_predict_resized.png,72,55,53,170
../Imagens/UnetDataset/creme_dental\results_pos\1_predict_resized.png,66,71,59,188
../Imagens/UnetDataset/creme_dental\results_pos\200_predict_resized.png,77,47,60,197
../Imagens/UnetDataset/creme_dental\results_pos\201_predict_resized.png,54,66,84,212
../Imagens/UnetDataset/creme_dental\results_pos\202_predict_resized.png,70,63,87,216
../Imagens/UnetDataset/creme_dental\results_pos\203_predict_resized.png,65,59,84,211
../Imagens/UnetDataset/creme_dental\results_pos\204_predict_resized.png,71,26,71,240
../Imagens/UnetDataset/creme_dental\results_pos\205_predict_resized.png,63,29,113,241
../Imagens/UnetDataset/creme_dental\results_pos\206_predict_resized.png,67,39,70,229
../Imagens/UnetDataset/creme_dental\results_pos\207_predict_resized.png,84,32,70,249
../Imagens/UnetDataset/creme_dental\results_pos\208_predict_resized.png,79,27,73,260
../Imagens/UnetDataset/creme_dental\results_pos\209_predict_resized.png,80,46,71,253
../Imagens/UnetDataset/creme_dental\results_pos\20_predict_resized.png,89,71,55,178
../Imagens/UnetDataset/creme_dental\results_pos\210_predict_resized.png,56,43,63,223
../Imagens/UnetDataset/creme_dental\results_pos\211_predict_resized.png,82,82,52,184
../Imagens/UnetDataset/creme_dental\results_pos\212_predict_resized.png,71,57,57,205
../Imagens/UnetDataset/creme_dental\results_pos\213_predict_resized.png,86,70,53,189
../Imagens/UnetDataset/creme_dental\results_pos\214_predict_resized.png,86,86,53,183
../Imagens/UnetDataset/creme_dental\results_pos\215_predict_resized.png,77,79,55,196
../Imagens/UnetDataset/creme_dental\results_pos\216_predict_resized.png,94,76,59,186
../Imagens/UnetDataset/creme_dental\results_pos\217_predict_resized.png,66,71,59,188
../Imagens/UnetDataset/creme_dental\results_pos\218_predict_resized.png,84,73,62,199
../Imagens/UnetDataset/creme_dental\results_pos\219_predict_resized.png,68,74,60,187
../Imagens/UnetDataset/creme_dental\results_pos\21_predict_resized.png,86,58,61,196
../Imagens/UnetDataset/creme_dental\results_pos\220_predict_resized.png,65,66,66,189
../Imagens/UnetDataset/creme_dental\results_pos\221_predict_resized.png,68,73,69,186
../Imagens/UnetDataset/creme_dental\results_pos\222_predict_resized.png,78,73,51,170
../Imagens/UnetDataset/creme_dental\results_pos\223_predict_resized.png,79,50,54,181
../Imagens/UnetDataset/creme_dental\results_pos\224_predict_resized.png,86,67,56,186
../Imagens/UnetDataset/creme_dental\results_pos\225_predict_resized.png,72,153,44,11
../Imagens/UnetDataset/creme_dental\results_pos\226_predict_resized.png,76,132,63,26
../Imagens/UnetDataset/creme_dental\results_pos\227_predict_resized.png,158,121,26,38
../Imagens/UnetDataset/creme_dental\results_pos\228_predict_resized.png,87,71,78,195
../Imagens/UnetDataset/creme_dental\results_pos\229_predict_resized.png,66,86,77,190
../Imagens/UnetDataset/creme_dental\results_pos\22_predict_resized.png,78,69,64,202
../Imagens/UnetDataset/creme_dental\results_pos\230_predict_resized.png,91,87,69,181
../Imagens/UnetDataset/creme_dental\results_pos\231_predict_resized.png,104,65,56,169
../Imagens/UnetDataset/creme_dental\results_pos\232_predict_resized.png,80,46,62,190
../Imagens/UnetDataset/creme_dental\results_pos\233_predict_resized.png,95,40,61,188
../Imagens/UnetDataset/creme_dental\results_pos\234_predict_resized.png,84,60,53,180
../Imagens/UnetDataset/creme_dental\results_pos\235_predict_resized.png,69,55,56,180
../Imagens/UnetDataset/creme_dental\results_pos\236_predict_resized.png,89,71,54,178
../Imagens/UnetDataset/creme_dental\results_pos\237_predict_resized.png,86,58,61,196
../Imagens/UnetDataset/creme_dental\results_pos\238_predict_resized.png,78,69,64,202
../Imagens/UnetDataset/creme_dental\results_pos\239_predict_resized.png,75,71,61,192
../Imagens/UnetDataset/creme_dental\results_pos\23_predict_resized.png,75,71,61,192
../Imagens/UnetDataset/creme_dental\results_pos\240_predict_resized.png,66,57,60,201
../Imagens/UnetDataset/creme_dental\results_pos\241_predict_resized.png,82,53,62,198
../Imagens/UnetDataset/creme_dental\results_pos\242_predict_resized.png,77,41,65,203
../Imagens/UnetDataset/creme_dental\results_pos\243_predict_resized.png,105,57,63,202
../Imagens/UnetDataset/creme_dental\results_pos\244_predict_resized.png,110,77,54,167
../Imagens/UnetDataset/creme_dental\results_pos\245_predict_resized.png,130,62,57,179
../Imagens/UnetDataset/creme_dental\results_pos\246_predict_resized.png,90,58,45,148
../Imagens/UnetDataset/creme_dental\results_pos\247_predict_resized.png,104,62,48,156
../Imagens/UnetDataset/creme_dental\results_pos\248_predict_resized.png,117,25,49,180
../Imagens/UnetDataset/creme_dental\results_pos\249_predict_resized.png,102,57,61,192
../Imagens/UnetDataset/creme_dental\results_pos\24_predict_resized.png,58,55,68,202
../Imagens/UnetDataset/creme_dental\results_pos\250_predict_resized.png,118,61,56,163
../Imagens/UnetDataset/creme_dental\results_pos\251_predict_resized.png,105,84,49,163
../Imagens/UnetDataset/creme_dental\results_pos\252_predict_resized.png,67,0,97,287
../Imagens/UnetDataset/creme_dental\results_pos\253_predict_resized.png,74,36,82,246
../Imagens/UnetDataset/creme_dental\results_pos\254_predict_resized.png,87,27,91,272
../Imagens/UnetDataset/creme_dental\results_pos\255_predict_resized.png,70,41,79,237
../Imagens/UnetDataset/creme_dental\results_pos\256_predict_resized.png,33,52,87,218
../Imagens/UnetDataset/creme_dental\results_pos\257_predict_resized.png,78,44,81,223
../Imagens/UnetDataset/creme_dental\results_pos\258_predict_resized.png,65,41,74,242
../Imagens/UnetDataset/creme_dental\results_pos\259_predict_resized.png,82,53,71,229
../Imagens/UnetDataset/creme_dental\results_pos\25_predict_resized.png,75,53,70,197
../Imagens/UnetDataset/creme_dental\results_pos\260_predict_resized.png,65,25,75,242
../Imagens/UnetDataset/creme_dental\results_pos\261_predict_resized.png,88,24,73,235
../Imagens/UnetDataset/creme_dental\results_pos\262_predict_resized.png,76,30,75,249
../Imagens/UnetDataset/creme_dental\results_pos\263_predict_resized.png,82,28,73,240
../Imagens/UnetDataset/creme_dental\results_pos\264_predict_resized.png,80,37,66,211
../Imagens/UnetDataset/creme_dental\results_pos\265_predict_resized.png,85,61,70,210
../Imagens/UnetDataset/creme_dental\results_pos\266_predict_resized.png,96,52,62,200
../Imagens/UnetDataset/creme_dental\results_pos\267_predict_resized.png,85,20,69,226
../Imagens/UnetDataset/creme_dental\results_pos\268_predict_resized.png,70,25,70,227
../Imagens/UnetDataset/creme_dental\results_pos\269_predict_resized.png,71,41,67,223
../Imagens/UnetDataset/creme_dental\results_pos\26_predict_resized.png,83,39,61,202
../Imagens/UnetDataset/creme_dental\results_pos\270_predict_resized.png,61,26,82,279
../Imagens/UnetDataset/creme_dental\results_pos\271_predict_resized.png,78,51,78,252
../Imagens/UnetDataset/creme_dental\results_pos\272_predict_resized.png,59,36,78,270
../Imagens/UnetDataset/creme_dental\results_pos\273_predict_resized.png,62,65,71,216
../Imagens/UnetDataset/creme_dental\results_pos\274_predict_resized.png,56,39,79,233
../Imagens/UnetDataset/creme_dental\results_pos\275_predict_resized.png,71,64,66,211
../Imagens/UnetDataset/creme_dental\results_pos\276_predict_resized.png,66,36,80,247
../Imagens/UnetDataset/creme_dental\results_pos\277_predict_resized.png,75,31,67,217
../Imagens/UnetDataset/creme_dental\results_pos\278_predict_resized.png,64,64,81,237
../Imagens/UnetDataset/creme_dental\results_pos\279_predict_resized.png,75,74,63,209
../Imagens/UnetDataset/creme_dental\results_pos\27_predict_resized.png,104,57,67,202
../Imagens/UnetDataset/creme_dental\results_pos\280_predict_resized.png,79,48,71,231
../Imagens/UnetDataset/creme_dental\results_pos\281_predict_resized.png,83,71,67,212
../Imagens/UnetDataset/creme_dental\results_pos\282_predict_resized.png,76,57,76,209
../Imagens/UnetDataset/creme_dental\results_pos\283_predict_resized.png,61,70,79,200
../Imagens/UnetDataset/creme_dental\results_pos\284_predict_resized.png,72,71,77,201
../Imagens/UnetDataset/creme_dental\results_pos\285_predict_resized.png,69,40,78,253
../Imagens/UnetDataset/creme_dental\results_pos\286_predict_resized.png,77,45,75,244
../Imagens/UnetDataset/creme_dental\results_pos\287_predict_resized.png,52,16,84,278
../Imagens/UnetDataset/creme_dental\results_pos\288_predict_resized.png,70,43,77,257
../Imagens/UnetDataset/creme_dental\results_pos\289_predict_resized.png,87,47,65,230
../Imagens/UnetDataset/creme_dental\results_pos\28_predict_resized.png,110,77,53,167
../Imagens/UnetDataset/creme_dental\results_pos\290_predict_resized.png,67,19,73,251
../Imagens/UnetDataset/creme_dental\results_pos\291_predict_resized.png,82,25,63,238
../Imagens/UnetDataset/creme_dental\results_pos\292_predict_resized.png,69,40,59,214
../Imagens/UnetDataset/creme_dental\results_pos\293_predict_resized.png,76,27,58,213
../Imagens/UnetDataset/creme_dental\results_pos\294_predict_resized.png,90,32,71,233
../Imagens/UnetDataset/creme_dental\results_pos\295_predict_resized.png,62,40,87,243
../Imagens/UnetDataset/creme_dental\results_pos\296_predict_resized.png,91,57,65,231
../Imagens/UnetDataset/creme_dental\results_pos\297_predict_resized.png,84,62,54,175
../Imagens/UnetDataset/creme_dental\results_pos\298_predict_resized.png,87,72,54,178
../Imagens/UnetDataset/creme_dental\results_pos\299_predict_resized.png,73,67,55,176
../Imagens/UnetDataset/creme_dental\results_pos\29_predict_resized.png,130,62,56,179
../Imagens/UnetDataset/creme_dental\results_pos\2_predict_resized.png,84,72,62,200
../Imagens/UnetDataset/creme_dental\results_pos\300_predict_resized.png,80,67,62,213
../Imagens/UnetDataset/creme_dental\results_pos\301_predict_resized.png,88,78,53,186
../Imagens/UnetDataset/creme_dental\results_pos\302_predict_resized.png,93,86,50,172
../Imagens/UnetDataset/creme_dental\results_pos\303_predict_resized.png,94,50,65,188
../Imagens/UnetDataset/creme_dental\results_pos\304_predict_resized.png,70,77,68,190
../Imagens/UnetDataset/creme_dental\results_pos\305_predict_resized.png,88,49,63,183
../Imagens/UnetDataset/creme_dental\results_pos\306_predict_resized.png,74,46,65,226
../Imagens/UnetDataset/creme_dental\results_pos\307_predict_resized.png,81,29,71,223
../Imagens/UnetDataset/creme_dental\results_pos\308_predict_resized.png,77,46,61,199
../Imagens/UnetDataset/creme_dental\results_pos\309_predict_resized.png,54,66,84,212
../Imagens/UnetDataset/creme_dental\results_pos\30_predict_resized.png,90,59,45,147
../Imagens/UnetDataset/creme_dental\results_pos\310_predict_resized.png,70,62,88,217
../Imagens/UnetDataset/creme_dental\results_pos\311_predict_resized.png,66,59,84,211
../Imagens/UnetDataset/creme_dental\results_pos\312_predict_resized.png,72,28,71,239
../Imagens/UnetDataset/creme_dental\results_pos\313_predict_resized.png,65,30,72,241
../Imagens/UnetDataset/creme_dental\results_pos\314_predict_resized.png,69,41,69,228
../Imagens/UnetDataset/creme_dental\results_pos\315_predict_resized.png,84,32,70,249
../Imagens/UnetDataset/creme_dental\results_pos\316_predict_resized.png,79,27,73,261
../Imagens/UnetDataset/creme_dental\results_pos\317_predict_resized.png,81,46,70,253
../Imagens/UnetDataset/creme_dental\results_pos\318_predict_resized.png,55,43,64,223
../Imagens/UnetDataset/creme_dental\results_pos\319_predict_resized.png,82,82,52,184
../Imagens/UnetDataset/creme_dental\results_pos\31_predict_resized.png,104,62,48,156
../Imagens/UnetDataset/creme_dental\results_pos\320_predict_resized.png,71,56,57,207
../Imagens/UnetDataset/creme_dental\results_pos\321_predict_resized.png,86,70,54,190
../Imagens/UnetDataset/creme_dental\results_pos\322_predict_resized.png,86,87,53,182
../Imagens/UnetDataset/creme_dental\results_pos\323_predict_resized.png,77,79,55,196
../Imagens/UnetDataset/creme_dental\results_pos\324_predict_resized.png,93,76,60,186
../Imagens/UnetDataset/creme_dental\results_pos\325_predict_resized.png,66,70,59,188
../Imagens/UnetDataset/creme_dental\results_pos\326_predict_resized.png,84,72,62,199
../Imagens/UnetDataset/creme_dental\results_pos\327_predict_resized.png,68,74,60,187
../Imagens/UnetDataset/creme_dental\results_pos\328_predict_resized.png,65,66,66,189
../Imagens/UnetDataset/creme_dental\results_pos\329_predict_resized.png,67,73,70,186
../Imagens/UnetDataset/creme_dental\results_pos\32_predict_resized.png,116,47,50,158
../Imagens/UnetDataset/creme_dental\results_pos\330_predict_resized.png,79,76,50,167
../Imagens/UnetDataset/creme_dental\results_pos\331_predict_resized.png,79,53,54,178
../Imagens/UnetDataset/creme_dental\results_pos\332_predict_resized.png,86,68,56,185
../Imagens/UnetDataset/creme_dental\results_pos\333_predict_resized.png,155,109,56,59
../Imagens/UnetDataset/creme_dental\results_pos\334_predict_resized.png,105,139,32,16
../Imagens/UnetDataset/creme_dental\results_pos\335_predict_resized.png,156,102,52,56
../Imagens/UnetDataset/creme_dental\results_pos\336_predict_resized.png,86,73,80,193
../Imagens/UnetDataset/creme_dental\results_pos\337_predict_resized.png,65,86,78,190
../Imagens/UnetDataset/creme_dental\results_pos\338_predict_resized.png,90,79,70,188
../Imagens/UnetDataset/creme_dental\results_pos\339_predict_resized.png,104,64,56,170
../Imagens/UnetDataset/creme_dental\results_pos\33_predict_resized.png,102,57,71,193
../Imagens/UnetDataset/creme_dental\results_pos\340_predict_resized.png,79,44,63,192
../Imagens/UnetDataset/creme_dental\results_pos\341_predict_resized.png,94,38,62,190
../Imagens/UnetDataset/creme_dental\results_pos\342_predict_resized.png,84,60,53,179
../Imagens/UnetDataset/creme_dental\results_pos\343_predict_resized.png,69,55,56,179
../Imagens/UnetDataset/creme_dental\results_pos\344_predict_resized.png,90,71,53,178
../Imagens/UnetDataset/creme_dental\results_pos\345_predict_resized.png,86,58,61,196
../Imagens/UnetDataset/creme_dental\results_pos\346_predict_resized.png,78,69,64,202
../Imagens/UnetDataset/creme_dental\results_pos\347_predict_resized.png,75,71,60,192
../Imagens/UnetDataset/creme_dental\results_pos\348_predict_resized.png,60,54,66,203
../Imagens/UnetDataset/creme_dental\results_pos\349_predict_resized.png,68,52,76,208
../Imagens/UnetDataset/creme_dental\results_pos\34_predict_resized.png,118,66,56,159
../Imagens/UnetDataset/creme_dental\results_pos\350_predict_resized.png,61,37,83,213
../Imagens/UnetDataset/creme_dental\results_pos\351_predict_resized.png,104,57,65,202
../Imagens/UnetDataset/creme_dental\results_pos\352_predict_resized.png,110,77,54,167
../Imagens/UnetDataset/creme_dental\results_pos\353_predict_resized.png,130,62,57,179
../Imagens/UnetDataset/creme_dental\results_pos\354_predict_resized.png,89,58,47,148
../Imagens/UnetDataset/creme_dental\results_pos\355_predict_resized.png,104,62,48,156
../Imagens/UnetDataset/creme_dental\results_pos\356_predict_resized.png,116,47,50,158
../Imagens/UnetDataset/creme_dental\results_pos\357_predict_resized.png,101,57,65,192
../Imagens/UnetDataset/creme_dental\results_pos\358_predict_resized.png,118,63,56,161
../Imagens/UnetDataset/creme_dental\results_pos\359_predict_resized.png,105,87,49,159
../Imagens/UnetDataset/creme_dental\results_pos\35_predict_resized.png,105,87,49,160
../Imagens/UnetDataset/creme_dental\results_pos\360_predict_resized.png,67,0,97,288
../Imagens/UnetDataset/creme_dental\results_pos\361_predict_resized.png,74,37,82,245
../Imagens/UnetDataset/creme_dental\results_pos\362_predict_resized.png,87,26,92,274
../Imagens/UnetDataset/creme_dental\results_pos\363_predict_resized.png,70,41,79,237
../Imagens/UnetDataset/creme_dental\results_pos\364_predict_resized.png,33,52,87,218
../Imagens/UnetDataset/creme_dental\results_pos\365_predict_resized.png,78,44,81,223
../Imagens/UnetDataset/creme_dental\results_pos\366_predict_resized.png,64,40,75,244
../Imagens/UnetDataset/creme_dental\results_pos\367_predict_resized.png,81,53,72,230
../Imagens/UnetDataset/creme_dental\results_pos\368_predict_resized.png,64,24,75,244
../Imagens/UnetDataset/creme_dental\results_pos\369_predict_resized.png,88,0,73,258
../Imagens/UnetDataset/creme_dental\results_pos\36_predict_resized.png,67,0,97,288
../Imagens/UnetDataset/creme_dental\results_pos\370_predict_resized.png,76,30,75,248
../Imagens/UnetDataset/creme_dental\results_pos\371_predict_resized.png,82,28,73,239
../Imagens/UnetDataset/creme_dental\results_pos\372_predict_resized.png,79,37,67,211
../Imagens/UnetDataset/creme_dental\results_pos\373_predict_resized.png,83,61,72,210
../Imagens/UnetDataset/creme_dental\results_pos\374_predict_resized.png,88,52,70,200
../Imagens/UnetDataset/creme_dental\results_pos\375_predict_resized.png,85,13,69,234
../Imagens/UnetDataset/creme_dental\results_pos\376_predict_resized.png,70,25,69,227
../Imagens/UnetDataset/creme_dental\results_pos\377_predict_resized.png,71,45,67,219
../Imagens/UnetDataset/creme_dental\results_pos\378_predict_resized.png,60,25,84,295
../Imagens/UnetDataset/creme_dental\results_pos\379_predict_resized.png,78,52,78,251
../Imagens/UnetDataset/creme_dental\results_pos\37_predict_resized.png,74,37,83,245
../Imagens/UnetDataset/creme_dental\results_pos\380_predict_resized.png,58,35,82,285
../Imagens/UnetDataset/creme_dental\results_pos\381_predict_resized.png,62,65,72,216
../Imagens/UnetDataset/creme_dental\results_pos\382_predict_resized.png,55,39,80,233
../Imagens/UnetDataset/creme_dental\results_pos\383_predict_resized.png,71,64,66,211
../Imagens/UnetDataset/creme_dental\results_pos\384_predict_resized.png,66,40,82,243
../Imagens/UnetDataset/creme_dental\results_pos\385_predict_resized.png,75,33,67,214
../Imagens/UnetDataset/creme_dental\results_pos\386_predict_resized.png,64,66,84,236
../Imagens/UnetDataset/creme_dental\results_pos\387_predict_resized.png,75,74,63,209
../Imagens/UnetDataset/creme_dental\results_pos\388_predict_resized.png,78,48,72,231
../Imagens/UnetDataset/creme_dental\results_pos\389_predict_resized.png,83,71,67,212
../Imagens/UnetDataset/creme_dental\results_pos\38_predict_resized.png,87,26,92,274
../Imagens/UnetDataset/creme_dental\results_pos\390_predict_resized.png,75,57,77,209
../Imagens/UnetDataset/creme_dental\results_pos\391_predict_resized.png,60,70,80,200
../Imagens/UnetDataset/creme_dental\results_pos\392_predict_resized.png,71,71,78,201
../Imagens/UnetDataset/creme_dental\results_pos\393_predict_resized.png,68,39,79,254
../Imagens/UnetDataset/creme_dental\results_pos\394_predict_resized.png,77,45,75,244
../Imagens/UnetDataset/creme_dental\results_pos\395_predict_resized.png,51,15,85,279
../Imagens/UnetDataset/creme_dental\results_pos\396_predict_resized.png,70,43,77,258
../Imagens/UnetDataset/creme_dental\results_pos\397_predict_resized.png,86,47,66,228
../Imagens/UnetDataset/creme_dental\results_pos\398_predict_resized.png,67,15,72,254
../Imagens/UnetDataset/creme_dental\results_pos\399_predict_resized.png,81,25,64,237
