file,x,y,w,h
../Imagens/UnetDataset/caneta\results_pos\199_predict_resized.png,114,57,24,205
../Imagens/UnetDataset/caneta\results_pos\19_predict_resized.png,105,79,31,194
../Imagens/UnetDataset/caneta\results_pos\1_predict_resized.png,98,56,26,231
../Imagens/UnetDataset/caneta\results_pos\200_predict_resized.png,129,66,25,191
../Imagens/UnetDataset/caneta\results_pos\201_predict_resized.png,128,35,21,212
../Imagens/UnetDataset/caneta\results_pos\202_predict_resized.png,129,37,18,196
../Imagens/UnetDataset/caneta\results_pos\203_predict_resized.png,99,43,24,232
../Imagens/UnetDataset/caneta\results_pos\204_predict_resized.png,110,56,24,194
../Imagens/UnetDataset/caneta\results_pos\205_predict_resized.png,120,42,26,210
../Imagens/UnetDataset/caneta\results_pos\206_predict_resized.png,111,49,27,219
../Imagens/UnetDataset/caneta\results_pos\207_predict_resized.png,109,52,22,200
../Imagens/UnetDataset/caneta\results_pos\208_predict_resized.png,126,40,18,207
../Imagens/UnetDataset/caneta\results_pos\209_predict_resized.png,115,58,20,220
../Imagens/UnetDataset/caneta\results_pos\20_predict_resized.png,91,66,25,188
../Imagens/UnetDataset/caneta\results_pos\210_predict_resized.png,106,69,16,196
../Imagens/UnetDataset/caneta\results_pos\211_predict_resized.png,109,55,16,192
../Imagens/UnetDataset/caneta\results_pos\212_predict_resized.png,130,49,17,199
../Imagens/UnetDataset/caneta\results_pos\213_predict_resized.png,96,26,31,233
../Imagens/UnetDataset/caneta\results_pos\214_predict_resized.png,108,10,36,254
../Imagens/UnetDataset/caneta\results_pos\215_predict_resized.png,96,25,35,239
../Imagens/UnetDataset/caneta\results_pos\216_predict_resized.png,104,56,28,241
../Imagens/UnetDataset/caneta\results_pos\217_predict_resized.png,98,53,26,235
../Imagens/UnetDataset/caneta\results_pos\218_predict_resized.png,105,64,26,203
../Imagens/UnetDataset/caneta\results_pos\219_predict_resized.png,98,43,34,220
../Imagens/UnetDataset/caneta\results_pos\21_predict_resized.png,89,67,27,187
../Imagens/UnetDataset/caneta\results_pos\220_predict_resized.png,88,21,33,257
../Imagens/UnetDataset/caneta\results_pos\221_predict_resized.png,93,26,33,230
../Imagens/UnetDataset/caneta\results_pos\222_predict_resized.png,86,53,38,245
../Imagens/UnetDataset/caneta\results_pos\223_predict_resized.png,96,45,38,241
../Imagens/UnetDataset/caneta\results_pos\224_predict_resized.png,117,65,34,232
../Imagens/UnetDataset/caneta\results_pos\225_predict_resized.png,124,101,52,208
../Imagens/UnetDataset/caneta\results_pos\226_predict_resized.png,105,50,60,256
../Imagens/UnetDataset/caneta\results_pos\227_predict_resized.png,120,67,55,211
../Imagens/UnetDataset/caneta\results_pos\228_predict_resized.png,121,57,27,243
../Imagens/UnetDataset/caneta\results_pos\229_predict_resized.png,126,63,27,189
../Imagens/UnetDataset/caneta\results_pos\22_predict_resized.png,105,84,28,174
../Imagens/UnetDataset/caneta\results_pos\230_predict_resized.png,93,68,28,233
../Imagens/UnetDataset/caneta\results_pos\231_predict_resized.png,109,35,29,247
../Imagens/UnetDataset/caneta\results_pos\232_predict_resized.png,143,61,24,184
../Imagens/UnetDataset/caneta\results_pos\233_predict_resized.png,132,44,28,209
../Imagens/UnetDataset/caneta\results_pos\234_predict_resized.png,98,56,27,195
../Imagens/UnetDataset/caneta\results_pos\235_predict_resized.png,102,77,34,201
../Imagens/UnetDataset/caneta\results_pos\236_predict_resized.png,90,64,26,194
../Imagens/UnetDataset/caneta\results_pos\237_predict_resized.png,87,62,27,198
../Imagens/UnetDataset/caneta\results_pos\238_predict_resized.png,105,79,24,185
../Imagens/UnetDataset/caneta\results_pos\239_predict_resized.png,108,68,24,192
../Imagens/UnetDataset/caneta\results_pos\23_predict_resized.png,107,72,27,182
../Imagens/UnetDataset/caneta\results_pos\240_predict_resized.png,122,73,28,171
../Imagens/UnetDataset/caneta\results_pos\241_predict_resized.png,65,37,31,200
../Imagens/UnetDataset/caneta\results_pos\242_predict_resized.png,110,67,29,198
../Imagens/UnetDataset/caneta\results_pos\243_predict_resized.png,94,47,27,236
../Imagens/UnetDataset/caneta\results_pos\244_predict_resized.png,68,87,25,201
../Imagens/UnetDataset/caneta\results_pos\245_predict_resized.png,94,55,25,224
../Imagens/UnetDataset/caneta\results_pos\246_predict_resized.png,105,46,30,225
../Imagens/UnetDataset/caneta\results_pos\247_predict_resized.png,98,53,33,224
../Imagens/UnetDataset/caneta\results_pos\248_predict_resized.png,110,67,27,199
../Imagens/UnetDataset/caneta\results_pos\249_predict_resized.png,110,75,25,197
../Imagens/UnetDataset/caneta\results_pos\24_predict_resized.png,120,75,29,166
../Imagens/UnetDataset/caneta\results_pos\250_predict_resized.png,120,59,27,179
../Imagens/UnetDataset/caneta\results_pos\251_predict_resized.png,100,46,22,185
../Imagens/UnetDataset/caneta\results_pos\252_predict_resized.png,115,203,1,1
../Imagens/UnetDataset/caneta\results_pos\253_predict_resized.png,108,48,30,248
../Imagens/UnetDataset/caneta\results_pos\254_predict_resized.png,100,30,34,251
../Imagens/UnetDataset/caneta\results_pos\255_predict_resized.png,106,42,37,236
../Imagens/UnetDataset/caneta\results_pos\256_predict_resized.png,79,0,38,294
../Imagens/UnetDataset/caneta\results_pos\257_predict_resized.png,84,67,36,225
../Imagens/UnetDataset/caneta\results_pos\258_predict_resized.png,103,17,28,240
../Imagens/UnetDataset/caneta\results_pos\259_predict_resized.png,100,178,2,9
../Imagens/UnetDataset/caneta\results_pos\25_predict_resized.png,64,37,32,197
../Imagens/UnetDataset/caneta\results_pos\260_predict_resized.png,110,47,28,240
../Imagens/UnetDataset/caneta\results_pos\261_predict_resized.png,113,89,21,225
../Imagens/UnetDataset/caneta\results_pos\262_predict_resized.png,110,65,22,220
../Imagens/UnetDataset/caneta\results_pos\263_predict_resized.png,117,83,15,177
../Imagens/UnetDataset/caneta\results_pos\264_predict_resized.png,111,63,24,200
../Imagens/UnetDataset/caneta\results_pos\265_predict_resized.png,118,50,20,178
../Imagens/UnetDataset/caneta\results_pos\266_predict_resized.png,103,76,27,206
../Imagens/UnetDataset/caneta\results_pos\267_predict_resized.png,105,91,42,185
../Imagens/UnetDataset/caneta\results_pos\268_predict_resized.png,90,85,46,222
../Imagens/UnetDataset/caneta\results_pos\269_predict_resized.png,87,85,43,196
../Imagens/UnetDataset/caneta\results_pos\26_predict_resized.png,106,71,33,209
../Imagens/UnetDataset/caneta\results_pos\270_predict_resized.png,96,56,36,240
../Imagens/UnetDataset/caneta\results_pos\271_predict_resized.png,103,91,29,200
../Imagens/UnetDataset/caneta\results_pos\272_predict_resized.png,83,40,30,232
../Imagens/UnetDataset/caneta\results_pos\273_predict_resized.png,92,50,27,234
../Imagens/UnetDataset/caneta\results_pos\274_predict_resized.png,100,98,23,188
../Imagens/UnetDataset/caneta\results_pos\275_predict_resized.png,97,55,28,211
../Imagens/UnetDataset/caneta\results_pos\276_predict_resized.png,90,62,33,204
../Imagens/UnetDataset/caneta\results_pos\277_predict_resized.png,86,78,36,210
../Imagens/UnetDataset/caneta\results_pos\278_predict_resized.png,106,62,33,215
../Imagens/UnetDataset/caneta\results_pos\279_predict_resized.png,84,43,25,198
../Imagens/UnetDataset/caneta\results_pos\27_predict_resized.png,92,48,30,228
../Imagens/UnetDataset/caneta\results_pos\280_predict_resized.png,100,75,26,199
../Imagens/UnetDataset/caneta\results_pos\281_predict_resized.png,102,63,28,205
../Imagens/UnetDataset/caneta\results_pos\282_predict_resized.png,106,78,25,180
../Imagens/UnetDataset/caneta\results_pos\283_predict_resized.png,104,87,23,183
../Imagens/UnetDataset/caneta\results_pos\284_predict_resized.png,96,104,22,158
../Imagens/UnetDataset/caneta\results_pos\285_predict_resized.png,103,76,24,187
../Imagens/UnetDataset/caneta\results_pos\286_predict_resized.png,108,100,20,169
../Imagens/UnetDataset/caneta\results_pos\287_predict_resized.png,95,86,24,172
../Imagens/UnetDataset/caneta\results_pos\288_predict_resized.png,106,20,25,274
../Imagens/UnetDataset/caneta\results_pos\289_predict_resized.png,102,34,20,267
../Imagens/UnetDataset/caneta\results_pos\28_predict_resized.png,68,91,24,193
../Imagens/UnetDataset/caneta\results_pos\290_predict_resized.png,99,43,23,239
../Imagens/UnetDataset/caneta\results_pos\291_predict_resized.png,106,26,18,237
../Imagens/UnetDataset/caneta\results_pos\292_predict_resized.png,102,21,18,241
../Imagens/UnetDataset/caneta\results_pos\293_predict_resized.png,101,35,17,229
../Imagens/UnetDataset/caneta\results_pos\294_predict_resized.png,83,16,27,284
../Imagens/UnetDataset/caneta\results_pos\295_predict_resized.png,102,8,23,292
../Imagens/UnetDataset/caneta\results_pos\296_predict_resized.png,84,22,26,279
../Imagens/UnetDataset/caneta\results_pos\297_predict_resized.png,114,49,27,220
../Imagens/UnetDataset/caneta\results_pos\298_predict_resized.png,118,56,31,252
../Imagens/UnetDataset/caneta\results_pos\299_predict_resized.png,110,41,39,214
../Imagens/UnetDataset/caneta\results_pos\29_predict_resized.png,94,55,26,217
../Imagens/UnetDataset/caneta\results_pos\2_predict_resized.png,105,65,25,203
../Imagens/UnetDataset/caneta\results_pos\300_predict_resized.png,104,52,17,248
../Imagens/UnetDataset/caneta\results_pos\301_predict_resized.png,77,12,22,247
../Imagens/UnetDataset/caneta\results_pos\302_predict_resized.png,100,30,19,239
../Imagens/UnetDataset/caneta\results_pos\303_predict_resized.png,112,48,38,232
../Imagens/UnetDataset/caneta\results_pos\304_predict_resized.png,120,63,36,216
../Imagens/UnetDataset/caneta\results_pos\305_predict_resized.png,79,32,33,230
../Imagens/UnetDataset/caneta\results_pos\306_predict_resized.png,107,31,39,249
../Imagens/UnetDataset/caneta\results_pos\307_predict_resized.png,114,55,26,207
../Imagens/UnetDataset/caneta\results_pos\308_predict_resized.png,129,29,28,226
../Imagens/UnetDataset/caneta\results_pos\309_predict_resized.png,128,34,21,216
../Imagens/UnetDataset/caneta\results_pos\30_predict_resized.png,100,47,36,226
../Imagens/UnetDataset/caneta\results_pos\310_predict_resized.png,130,135,1,14
../Imagens/UnetDataset/caneta\results_pos\311_predict_resized.png,99,40,24,242
../Imagens/UnetDataset/caneta\results_pos\312_predict_resized.png,109,56,24,192
../Imagens/UnetDataset/caneta\results_pos\313_predict_resized.png,119,44,27,208
../Imagens/UnetDataset/caneta\results_pos\314_predict_resized.png,110,52,28,216
../Imagens/UnetDataset/caneta\results_pos\315_predict_resized.png,110,51,17,202
../Imagens/UnetDataset/caneta\results_pos\316_predict_resized.png,126,39,18,208
../Imagens/UnetDataset/caneta\results_pos\317_predict_resized.png,116,57,19,222
../Imagens/UnetDataset/caneta\results_pos\318_predict_resized.png,106,67,17,201
../Imagens/UnetDataset/caneta\results_pos\319_predict_resized.png,109,52,16,198
../Imagens/UnetDataset/caneta\results_pos\31_predict_resized.png,93,54,39,223
../Imagens/UnetDataset/caneta\results_pos\320_predict_resized.png,130,48,17,204
../Imagens/UnetDataset/caneta\results_pos\321_predict_resized.png,98,28,29,234
../Imagens/UnetDataset/caneta\results_pos\322_predict_resized.png,108,8,35,259
../Imagens/UnetDataset/caneta\results_pos\323_predict_resized.png,96,25,35,239
../Imagens/UnetDataset/caneta\results_pos\324_predict_resized.png,104,57,27,240
../Imagens/UnetDataset/caneta\results_pos\325_predict_resized.png,98,56,25,231
../Imagens/UnetDataset/caneta\results_pos\326_predict_resized.png,105,65,24,204
../Imagens/UnetDataset/caneta\results_pos\327_predict_resized.png,98,45,34,215
../Imagens/UnetDataset/caneta\results_pos\328_predict_resized.png,88,22,33,253
../Imagens/UnetDataset/caneta\results_pos\329_predict_resized.png,94,27,32,227
../Imagens/UnetDataset/caneta\results_pos\32_predict_resized.png,106,71,32,196
../Imagens/UnetDataset/caneta\results_pos\330_predict_resized.png,85,54,39,252
../Imagens/UnetDataset/caneta\results_pos\331_predict_resized.png,96,45,38,257
../Imagens/UnetDataset/caneta\results_pos\332_predict_resized.png,117,67,35,234
../Imagens/UnetDataset/caneta\results_pos\333_predict_resized.png,125,102,49,201
../Imagens/UnetDataset/caneta\results_pos\334_predict_resized.png,105,51,58,249
../Imagens/UnetDataset/caneta\results_pos\335_predict_resized.png,121,69,52,201
../Imagens/UnetDataset/caneta\results_pos\336_predict_resized.png,121,58,27,236
../Imagens/UnetDataset/caneta\results_pos\337_predict_resized.png,126,65,27,182
../Imagens/UnetDataset/caneta\results_pos\338_predict_resized.png,93,70,27,224
../Imagens/UnetDataset/caneta\results_pos\339_predict_resized.png,108,37,29,239
../Imagens/UnetDataset/caneta\results_pos\33_predict_resized.png,109,77,26,192
../Imagens/UnetDataset/caneta\results_pos\340_predict_resized.png,142,62,25,181
../Imagens/UnetDataset/caneta\results_pos\341_predict_resized.png,130,45,28,205
../Imagens/UnetDataset/caneta\results_pos\342_predict_resized.png,101,57,25,190
../Imagens/UnetDataset/caneta\results_pos\343_predict_resized.png,104,79,32,194
../Imagens/UnetDataset/caneta\results_pos\344_predict_resized.png,91,65,25,189
../Imagens/UnetDataset/caneta\results_pos\345_predict_resized.png,89,67,26,188
../Imagens/UnetDataset/caneta\results_pos\346_predict_resized.png,105,83,27,175
../Imagens/UnetDataset/caneta\results_pos\347_predict_resized.png,107,73,27,182
../Imagens/UnetDataset/caneta\results_pos\348_predict_resized.png,121,76,28,164
../Imagens/UnetDataset/caneta\results_pos\349_predict_resized.png,65,37,31,197
../Imagens/UnetDataset/caneta\results_pos\34_predict_resized.png,117,58,31,181
../Imagens/UnetDataset/caneta\results_pos\350_predict_resized.png,109,72,30,202
../Imagens/UnetDataset/caneta\results_pos\351_predict_resized.png,94,47,28,231
../Imagens/UnetDataset/caneta\results_pos\352_predict_resized.png,68,91,24,194
../Imagens/UnetDataset/caneta\results_pos\353_predict_resized.png,96,54,24,219
../Imagens/UnetDataset/caneta\results_pos\354_predict_resized.png,103,49,33,217
../Imagens/UnetDataset/caneta\results_pos\355_predict_resized.png,95,55,37,221
../Imagens/UnetDataset/caneta\results_pos\356_predict_resized.png,108,70,29,194
../Imagens/UnetDataset/caneta\results_pos\357_predict_resized.png,109,77,26,191
../Imagens/UnetDataset/caneta\results_pos\358_predict_resized.png,118,58,29,179
../Imagens/UnetDataset/caneta\results_pos\359_predict_resized.png,98,49,24,181
../Imagens/UnetDataset/caneta\results_pos\35_predict_resized.png,97,49,25,183
../Imagens/UnetDataset/caneta\results_pos\360_predict_resized.png,97,31,43,256
../Imagens/UnetDataset/caneta\results_pos\361_predict_resized.png,108,49,27,247
../Imagens/UnetDataset/caneta\results_pos\362_predict_resized.png,102,101,1,2
../Imagens/UnetDataset/caneta\results_pos\363_predict_resized.png,107,43,36,233
../Imagens/UnetDataset/caneta\results_pos\364_predict_resized.png,113,19,6,8
../Imagens/UnetDataset/caneta\results_pos\365_predict_resized.png,84,70,38,222
../Imagens/UnetDataset/caneta\results_pos\366_predict_resized.png,103,14,27,244
../Imagens/UnetDataset/caneta\results_pos\367_predict_resized.png,89,20,37,266
../Imagens/UnetDataset/caneta\results_pos\368_predict_resized.png,110,46,28,241
../Imagens/UnetDataset/caneta\results_pos\369_predict_resized.png,114,91,19,220
../Imagens/UnetDataset/caneta\results_pos\36_predict_resized.png,97,32,43,257
../Imagens/UnetDataset/caneta\results_pos\370_predict_resized.png,109,66,20,215
../Imagens/UnetDataset/caneta\results_pos\371_predict_resized.png,116,86,16,171
../Imagens/UnetDataset/caneta\results_pos\372_predict_resized.png,111,64,24,196
../Imagens/UnetDataset/caneta\results_pos\373_predict_resized.png,117,52,21,174
../Imagens/UnetDataset/caneta\results_pos\374_predict_resized.png,102,77,26,200
../Imagens/UnetDataset/caneta\results_pos\375_predict_resized.png,105,93,38,178
../Imagens/UnetDataset/caneta\results_pos\376_predict_resized.png,89,85,42,216
../Imagens/UnetDataset/caneta\results_pos\377_predict_resized.png,86,86,39,190
../Imagens/UnetDataset/caneta\results_pos\378_predict_resized.png,96,56,36,239
../Imagens/UnetDataset/caneta\results_pos\379_predict_resized.png,105,93,27,193
../Imagens/UnetDataset/caneta\results_pos\37_predict_resized.png,109,49,26,247
../Imagens/UnetDataset/caneta\results_pos\380_predict_resized.png,86,39,27,233
../Imagens/UnetDataset/caneta\results_pos\381_predict_resized.png,92,52,28,230
../Imagens/UnetDataset/caneta\results_pos\382_predict_resized.png,100,98,23,187
../Imagens/UnetDataset/caneta\results_pos\383_predict_resized.png,98,74,26,191
../Imagens/UnetDataset/caneta\results_pos\384_predict_resized.png,91,99,1,2
../Imagens/UnetDataset/caneta\results_pos\385_predict_resized.png,88,79,34,213
../Imagens/UnetDataset/caneta\results_pos\386_predict_resized.png,110,62,29,201
../Imagens/UnetDataset/caneta\results_pos\387_predict_resized.png,84,43,25,196
../Imagens/UnetDataset/caneta\results_pos\388_predict_resized.png,101,75,25,198
../Imagens/UnetDataset/caneta\results_pos\389_predict_resized.png,103,63,27,203
../Imagens/UnetDataset/caneta\results_pos\38_predict_resized.png,104,122,1,7
../Imagens/UnetDataset/caneta\results_pos\390_predict_resized.png,129,185,3,9
../Imagens/UnetDataset/caneta\results_pos\391_predict_resized.png,127,194,3,11
../Imagens/UnetDataset/caneta\results_pos\392_predict_resized.png,117,200,1,8
../Imagens/UnetDataset/caneta\results_pos\393_predict_resized.png,103,75,24,189
../Imagens/UnetDataset/caneta\results_pos\394_predict_resized.png,107,100,21,167
../Imagens/UnetDataset/caneta\results_pos\395_predict_resized.png,95,85,25,173
../Imagens/UnetDataset/caneta\results_pos\396_predict_resized.png,106,20,26,274
../Imagens/UnetDataset/caneta\results_pos\397_predict_resized.png,102,34,21,264
../Imagens/UnetDataset/caneta\results_pos\398_predict_resized.png,98,43,24,239
../Imagens/UnetDataset/caneta\results_pos\399_predict_resized.png,105,30,19,228
../Imagens/UnetDataset/caneta\results_pos\39_predict_resized.png,107,43,36,233
../Imagens/UnetDataset/caneta\results_pos\3_predict_resized.png,98,45,34,216
../Imagens/UnetDataset/caneta\results_pos\400_predict_resized.png,101,26,19,231
../Imagens/UnetDataset/caneta\results_pos\401_predict_resized.png,100,42,18,216
../Imagens/UnetDataset/caneta\results_pos\402_predict_resized.png,83,18,27,279
../Imagens/UnetDataset/caneta\results_pos\403_predict_resized.png,101,11,24,287
../Imagens/UnetDataset/caneta\results_pos\404_predict_resized.png,84,24,26,274
../Imagens/UnetDataset/caneta\results_pos\405_predict_resized.png,113,49,28,219
../Imagens/UnetDataset/caneta\results_pos\406_predict_resized.png,118,56,29,250
../Imagens/UnetDataset/caneta\results_pos\407_predict_resized.png,109,41,41,216
../Imagens/UnetDataset/caneta\results_pos\408_predict_resized.png,103,53,18,243
../Imagens/UnetDataset/caneta\results_pos\409_predict_resized.png,77,16,23,240
../Imagens/UnetDataset/caneta\results_pos\40_predict_resized.png,79,0,41,293
../Imagens/UnetDataset/caneta\results_pos\410_predict_resized.png,100,33,19,233
../Imagens/UnetDataset/caneta\results_pos\411_predict_resized.png,113,49,36,225
../Imagens/UnetDataset/caneta\results_pos\412_predict_resized.png,120,64,36,210
../Imagens/UnetDataset/caneta\results_pos\413_predict_resized.png,77,32,34,221
