file,x,y,w,h
../Imagens/UnetDataset/chave\results_pos\12_predict_resized.png,74,87,77,62
../Imagens/UnetDataset/chave\results_pos\130_predict_resized.png,96,130,48,95
../Imagens/UnetDataset/chave\results_pos\131_predict_resized.png,74,94,58,117
../Imagens/UnetDataset/chave\results_pos\132_predict_resized.png,98,118,42,88
../Imagens/UnetDataset/chave\results_pos\133_predict_resized.png,97,112,44,89
../Imagens/UnetDataset/chave\results_pos\134_predict_resized.png,99,103,46,95
../Imagens/UnetDataset/chave\results_pos\135_predict_resized.png,97,114,37,73
../Imagens/UnetDataset/chave\results_pos\136_predict_resized.png,87,113,36,66
../Imagens/UnetDataset/chave\results_pos\137_predict_resized.png,103,108,39,75
../Imagens/UnetDataset/chave\results_pos\138_predict_resized.png,106,115,55,102
../Imagens/UnetDataset/chave\results_pos\139_predict_resized.png,115,89,54,99
../Imagens/UnetDataset/chave\results_pos\13_predict_resized.png,138,27,54,56
../Imagens/UnetDataset/chave\results_pos\140_predict_resized.png,104,108,44,81
../Imagens/UnetDataset/chave\results_pos\141_predict_resized.png,86,100,35,66
../Imagens/UnetDataset/chave\results_pos\142_predict_resized.png,104,109,37,74
../Imagens/UnetDataset/chave\results_pos\143_predict_resized.png,99,123,34,66
../Imagens/UnetDataset/chave\results_pos\144_predict_resized.png,72,109,59,117
../Imagens/UnetDataset/chave\results_pos\145_predict_resized.png,90,86,58,111
../Imagens/UnetDataset/chave\results_pos\146_predict_resized.png,66,95,61,117
../Imagens/UnetDataset/chave\results_pos\147_predict_resized.png,70,64,52,106
../Imagens/UnetDataset/chave\results_pos\148_predict_resized.png,86,92,52,103
../Imagens/UnetDataset/chave\results_pos\149_predict_resized.png,86,120,73,115
../Imagens/UnetDataset/chave\results_pos\14_predict_resized.png,68,66,82,77
../Imagens/UnetDataset/chave\results_pos\150_predict_resized.png,76,85,53,92
../Imagens/UnetDataset/chave\results_pos\151_predict_resized.png,83,36,60,111
../Imagens/UnetDataset/chave\results_pos\152_predict_resized.png,84,120,42,72
../Imagens/UnetDataset/chave\results_pos\153_predict_resized.png,86,155,68,36
../Imagens/UnetDataset/chave\results_pos\154_predict_resized.png,86,131,61,33
../Imagens/UnetDataset/chave\results_pos\155_predict_resized.png,86,145,67,36
../Imagens/UnetDataset/chave\results_pos\156_predict_resized.png,95,126,53,59
../Imagens/UnetDataset/chave\results_pos\157_predict_resized.png,104,162,44,68
../Imagens/UnetDataset/chave\results_pos\158_predict_resized.png,109,138,43,66
../Imagens/UnetDataset/chave\results_pos\159_predict_resized.png,100,116,44,92
../Imagens/UnetDataset/chave\results_pos\15_predict_resized.png,82,72,68,40
../Imagens/UnetDataset/chave\results_pos\160_predict_resized.png,116,83,42,144
../Imagens/UnetDataset/chave\results_pos\161_predict_resized.png,138,80,41,133
../Imagens/UnetDataset/chave\results_pos\162_predict_resized.png,77,113,58,115
../Imagens/UnetDataset/chave\results_pos\163_predict_resized.png,63,102,49,98
../Imagens/UnetDataset/chave\results_pos\164_predict_resized.png,106,128,57,108
../Imagens/UnetDataset/chave\results_pos\165_predict_resized.png,56,98,61,133
../Imagens/UnetDataset/chave\results_pos\166_predict_resized.png,69,112,49,99
../Imagens/UnetDataset/chave\results_pos\167_predict_resized.png,70,124,59,115
../Imagens/UnetDataset/chave\results_pos\168_predict_resized.png,90,96,50,100
../Imagens/UnetDataset/chave\results_pos\169_predict_resized.png,80,72,54,113
../Imagens/UnetDataset/chave\results_pos\16_predict_resized.png,105,181,49,46
../Imagens/UnetDataset/chave\results_pos\170_predict_resized.png,71,100,52,104
../Imagens/UnetDataset/chave\results_pos\171_predict_resized.png,89,125,47,80
../Imagens/UnetDataset/chave\results_pos\172_predict_resized.png,86,137,47,75
../Imagens/UnetDataset/chave\results_pos\173_predict_resized.png,94,118,48,75
../Imagens/UnetDataset/chave\results_pos\174_predict_resized.png,90,94,66,100
../Imagens/UnetDataset/chave\results_pos\175_predict_resized.png,91,123,46,87
../Imagens/UnetDataset/chave\results_pos\176_predict_resized.png,113,125,46,86
../Imagens/UnetDataset/chave\results_pos\177_predict_resized.png,116,145,4,4
../Imagens/UnetDataset/chave\results_pos\178_predict_resized.png,92,106,39,74
../Imagens/UnetDataset/chave\results_pos\179_predict_resized.png,83,119,39,73
../Imagens/UnetDataset/chave\results_pos\17_predict_resized.png,63,103,52,38
../Imagens/UnetDataset/chave\results_pos\180_predict_resized.png,57,134,47,86
../Imagens/UnetDataset/chave\results_pos\181_predict_resized.png,81,114,52,89
../Imagens/UnetDataset/chave\results_pos\182_predict_resized.png,82,128,45,85
../Imagens/UnetDataset/chave\results_pos\183_predict_resized.png,82,132,52,95
../Imagens/UnetDataset/chave\results_pos\184_predict_resized.png,89,126,44,83
../Imagens/UnetDataset/chave\results_pos\185_predict_resized.png,92,134,52,93
../Imagens/UnetDataset/chave\results_pos\186_predict_resized.png,89,103,43,77
../Imagens/UnetDataset/chave\results_pos\187_predict_resized.png,91,122,42,76
../Imagens/UnetDataset/chave\results_pos\188_predict_resized.png,84,122,43,81
../Imagens/UnetDataset/chave\results_pos\189_predict_resized.png,116,155,47,68
../Imagens/UnetDataset/chave\results_pos\18_predict_resized.png,91,118,36,79
../Imagens/UnetDataset/chave\results_pos\190_predict_resized.png,116,166,48,75
../Imagens/UnetDataset/chave\results_pos\191_predict_resized.png,110,169,44,64
../Imagens/UnetDataset/chave\results_pos\192_predict_resized.png,84,109,73,67
../Imagens/UnetDataset/chave\results_pos\193_predict_resized.png,79,88,75,88
../Imagens/UnetDataset/chave\results_pos\194_predict_resized.png,57,155,1,2
../Imagens/UnetDataset/chave\results_pos\195_predict_resized.png,64,142,65,37
../Imagens/UnetDataset/chave\results_pos\196_predict_resized.png,63,108,62,35
../Imagens/UnetDataset/chave\results_pos\197_predict_resized.png,76,73,65,39
../Imagens/UnetDataset/chave\results_pos\198_predict_resized.png,79,130,41,76
../Imagens/UnetDataset/chave\results_pos\199_predict_resized.png,97,115,31,60
../Imagens/UnetDataset/chave\results_pos\19_predict_resized.png,89,117,41,87
../Imagens/UnetDataset/chave\results_pos\1_predict_resized.png,78,94,51,96
../Imagens/UnetDataset/chave\results_pos\200_predict_resized.png,79,105,46,86
../Imagens/UnetDataset/chave\results_pos\201_predict_resized.png,55,98,57,110
../Imagens/UnetDataset/chave\results_pos\202_predict_resized.png,85,123,45,87
../Imagens/UnetDataset/chave\results_pos\203_predict_resized.png,97,109,50,96
../Imagens/UnetDataset/chave\results_pos\204_predict_resized.png,74,92,50,87
../Imagens/UnetDataset/chave\results_pos\205_predict_resized.png,74,106,50,87
../Imagens/UnetDataset/chave\results_pos\206_predict_resized.png,86,108,46,82
../Imagens/UnetDataset/chave\results_pos\207_predict_resized.png,87,93,42,75
../Imagens/UnetDataset/chave\results_pos\208_predict_resized.png,91,129,39,70
../Imagens/UnetDataset/chave\results_pos\209_predict_resized.png,92,119,39,71
../Imagens/UnetDataset/chave\results_pos\20_predict_resized.png,76,119,39,85
../Imagens/UnetDataset/chave\results_pos\210_predict_resized.png,68,128,78,109
../Imagens/UnetDataset/chave\results_pos\211_predict_resized.png,99,129,47,89
../Imagens/UnetDataset/chave\results_pos\212_predict_resized.png,55,136,51,93
../Imagens/UnetDataset/chave\results_pos\213_predict_resized.png,67,150,55,78
../Imagens/UnetDataset/chave\results_pos\214_predict_resized.png,66,127,47,67
../Imagens/UnetDataset/chave\results_pos\215_predict_resized.png,83,117,49,71
../Imagens/UnetDataset/chave\results_pos\216_predict_resized.png,95,120,41,85
../Imagens/UnetDataset/chave\results_pos\217_predict_resized.png,82,93,47,97
../Imagens/UnetDataset/chave\results_pos\218_predict_resized.png,63,132,38,78
../Imagens/UnetDataset/chave\results_pos\219_predict_resized.png,82,102,57,115
../Imagens/UnetDataset/chave\results_pos\21_predict_resized.png,117,114,1,6
../Imagens/UnetDataset/chave\results_pos\220_predict_resized.png,69,91,50,102
../Imagens/UnetDataset/chave\results_pos\221_predict_resized.png,69,122,46,94
../Imagens/UnetDataset/chave\results_pos\222_predict_resized.png,85,104,42,86
../Imagens/UnetDataset/chave\results_pos\223_predict_resized.png,99,107,33,67
../Imagens/UnetDataset/chave\results_pos\224_predict_resized.png,83,99,37,75
../Imagens/UnetDataset/chave\results_pos\225_predict_resized.png,95,83,40,73
../Imagens/UnetDataset/chave\results_pos\226_predict_resized.png,94,122,38,50
../Imagens/UnetDataset/chave\results_pos\227_predict_resized.png,109,80,47,60
../Imagens/UnetDataset/chave\results_pos\228_predict_resized.png,149,155,25,14
../Imagens/UnetDataset/chave\results_pos\229_predict_resized.png,146,27,36,56
../Imagens/UnetDataset/chave\results_pos\22_predict_resized.png,96,130,49,95
../Imagens/UnetDataset/chave\results_pos\230_predict_resized.png,68,91,101,90
../Imagens/UnetDataset/chave\results_pos\231_predict_resized.png,82,71,68,40
../Imagens/UnetDataset/chave\results_pos\232_predict_resized.png,104,181,49,37
../Imagens/UnetDataset/chave\results_pos\233_predict_resized.png,63,104,52,37
../Imagens/UnetDataset/chave\results_pos\234_predict_resized.png,91,118,36,80
../Imagens/UnetDataset/chave\results_pos\235_predict_resized.png,88,116,42,89
../Imagens/UnetDataset/chave\results_pos\236_predict_resized.png,76,118,40,87
../Imagens/UnetDataset/chave\results_pos\237_predict_resized.png,117,118,1,5
../Imagens/UnetDataset/chave\results_pos\238_predict_resized.png,96,129,47,97
../Imagens/UnetDataset/chave\results_pos\239_predict_resized.png,74,94,58,118
../Imagens/UnetDataset/chave\results_pos\23_predict_resized.png,73,94,61,117
../Imagens/UnetDataset/chave\results_pos\240_predict_resized.png,98,117,42,90
../Imagens/UnetDataset/chave\results_pos\241_predict_resized.png,97,112,45,90
../Imagens/UnetDataset/chave\results_pos\242_predict_resized.png,98,102,47,97
../Imagens/UnetDataset/chave\results_pos\243_predict_resized.png,97,114,37,73
../Imagens/UnetDataset/chave\results_pos\244_predict_resized.png,88,113,34,66
../Imagens/UnetDataset/chave\results_pos\245_predict_resized.png,104,109,37,74
../Imagens/UnetDataset/chave\results_pos\246_predict_resized.png,105,114,56,104
../Imagens/UnetDataset/chave\results_pos\247_predict_resized.png,115,89,54,100
../Imagens/UnetDataset/chave\results_pos\248_predict_resized.png,104,108,43,81
../Imagens/UnetDataset/chave\results_pos\249_predict_resized.png,88,100,33,66
../Imagens/UnetDataset/chave\results_pos\24_predict_resized.png,97,173,4,12
../Imagens/UnetDataset/chave\results_pos\250_predict_resized.png,105,110,36,73
../Imagens/UnetDataset/chave\results_pos\251_predict_resized.png,100,124,33,66
../Imagens/UnetDataset/chave\results_pos\252_predict_resized.png,73,109,58,117
../Imagens/UnetDataset/chave\results_pos\253_predict_resized.png,91,86,57,111
../Imagens/UnetDataset/chave\results_pos\254_predict_resized.png,68,95,59,118
../Imagens/UnetDataset/chave\results_pos\255_predict_resized.png,65,63,57,107
../Imagens/UnetDataset/chave\results_pos\256_predict_resized.png,86,92,53,104
../Imagens/UnetDataset/chave\results_pos\257_predict_resized.png,86,120,73,115
../Imagens/UnetDataset/chave\results_pos\258_predict_resized.png,81,85,47,92
../Imagens/UnetDataset/chave\results_pos\259_predict_resized.png,83,36,59,112
../Imagens/UnetDataset/chave\results_pos\25_predict_resized.png,94,173,5,22
../Imagens/UnetDataset/chave\results_pos\260_predict_resized.png,84,120,42,72
../Imagens/UnetDataset/chave\results_pos\261_predict_resized.png,86,155,68,36
../Imagens/UnetDataset/chave\results_pos\262_predict_resized.png,86,131,61,34
../Imagens/UnetDataset/chave\results_pos\263_predict_resized.png,86,145,67,37
../Imagens/UnetDataset/chave\results_pos\264_predict_resized.png,96,126,54,63
../Imagens/UnetDataset/chave\results_pos\265_predict_resized.png,104,162,44,68
../Imagens/UnetDataset/chave\results_pos\266_predict_resized.png,109,138,48,67
../Imagens/UnetDataset/chave\results_pos\267_predict_resized.png,110,150,33,59
../Imagens/UnetDataset/chave\results_pos\268_predict_resized.png,116,116,36,80
../Imagens/UnetDataset/chave\results_pos\269_predict_resized.png,144,114,29,84
../Imagens/UnetDataset/chave\results_pos\26_predict_resized.png,98,181,3,9
../Imagens/UnetDataset/chave\results_pos\270_predict_resized.png,77,113,58,115
../Imagens/UnetDataset/chave\results_pos\271_predict_resized.png,63,102,49,99
../Imagens/UnetDataset/chave\results_pos\272_predict_resized.png,106,128,57,108
../Imagens/UnetDataset/chave\results_pos\273_predict_resized.png,61,99,57,132
../Imagens/UnetDataset/chave\results_pos\274_predict_resized.png,69,112,51,100
../Imagens/UnetDataset/chave\results_pos\275_predict_resized.png,69,124,61,115
../Imagens/UnetDataset/chave\results_pos\276_predict_resized.png,90,97,50,99
../Imagens/UnetDataset/chave\results_pos\277_predict_resized.png,79,72,55,113
../Imagens/UnetDataset/chave\results_pos\278_predict_resized.png,71,101,52,103
../Imagens/UnetDataset/chave\results_pos\279_predict_resized.png,89,125,46,80
../Imagens/UnetDataset/chave\results_pos\27_predict_resized.png,98,115,36,72
../Imagens/UnetDataset/chave\results_pos\280_predict_resized.png,87,137,46,75
../Imagens/UnetDataset/chave\results_pos\281_predict_resized.png,95,118,47,74
../Imagens/UnetDataset/chave\results_pos\282_predict_resized.png,90,94,66,100
../Imagens/UnetDataset/chave\results_pos\283_predict_resized.png,91,122,46,88
../Imagens/UnetDataset/chave\results_pos\284_predict_resized.png,113,125,47,86
../Imagens/UnetDataset/chave\results_pos\285_predict_resized.png,77,116,36,69
../Imagens/UnetDataset/chave\results_pos\286_predict_resized.png,92,105,39,75
../Imagens/UnetDataset/chave\results_pos\287_predict_resized.png,83,118,38,74
../Imagens/UnetDataset/chave\results_pos\288_predict_resized.png,59,134,45,86
../Imagens/UnetDataset/chave\results_pos\289_predict_resized.png,82,113,51,90
../Imagens/UnetDataset/chave\results_pos\28_predict_resized.png,88,114,34,65
../Imagens/UnetDataset/chave\results_pos\290_predict_resized.png,82,128,46,85
../Imagens/UnetDataset/chave\results_pos\291_predict_resized.png,81,131,53,96
../Imagens/UnetDataset/chave\results_pos\292_predict_resized.png,88,126,45,83
../Imagens/UnetDataset/chave\results_pos\293_predict_resized.png,92,134,52,93
../Imagens/UnetDataset/chave\results_pos\294_predict_resized.png,89,103,43,77
../Imagens/UnetDataset/chave\results_pos\295_predict_resized.png,91,122,42,76
../Imagens/UnetDataset/chave\results_pos\296_predict_resized.png,84,123,43,80
../Imagens/UnetDataset/chave\results_pos\297_predict_resized.png,116,155,45,68
../Imagens/UnetDataset/chave\results_pos\298_predict_resized.png,116,166,46,71
../Imagens/UnetDataset/chave\results_pos\299_predict_resized.png,109,169,43,62
../Imagens/UnetDataset/chave\results_pos\29_predict_resized.png,104,109,38,73
../Imagens/UnetDataset/chave\results_pos\2_predict_resized.png,60,132,41,78
../Imagens/UnetDataset/chave\results_pos\300_predict_resized.png,153,110,17,7
../Imagens/UnetDataset/chave\results_pos\301_predict_resized.png,78,91,76,85
../Imagens/UnetDataset/chave\results_pos\302_predict_resized.png,60,91,118,100
../Imagens/UnetDataset/chave\results_pos\303_predict_resized.png,65,141,63,38
../Imagens/UnetDataset/chave\results_pos\304_predict_resized.png,64,108,60,35
../Imagens/UnetDataset/chave\results_pos\305_predict_resized.png,74,73,67,39
../Imagens/UnetDataset/chave\results_pos\306_predict_resized.png,79,131,40,76
../Imagens/UnetDataset/chave\results_pos\307_predict_resized.png,97,116,30,60
../Imagens/UnetDataset/chave\results_pos\308_predict_resized.png,79,106,46,85
../Imagens/UnetDataset/chave\results_pos\309_predict_resized.png,56,98,57,111
../Imagens/UnetDataset/chave\results_pos\30_predict_resized.png,106,114,54,102
../Imagens/UnetDataset/chave\results_pos\310_predict_resized.png,85,122,46,90
../Imagens/UnetDataset/chave\results_pos\311_predict_resized.png,97,109,51,97
../Imagens/UnetDataset/chave\results_pos\312_predict_resized.png,75,92,49,87
../Imagens/UnetDataset/chave\results_pos\313_predict_resized.png,74,105,50,88
../Imagens/UnetDataset/chave\results_pos\314_predict_resized.png,86,107,47,84
../Imagens/UnetDataset/chave\results_pos\315_predict_resized.png,87,93,41,75
../Imagens/UnetDataset/chave\results_pos\316_predict_resized.png,91,129,39,71
../Imagens/UnetDataset/chave\results_pos\317_predict_resized.png,92,120,38,70
../Imagens/UnetDataset/chave\results_pos\318_predict_resized.png,68,129,57,108
../Imagens/UnetDataset/chave\results_pos\319_predict_resized.png,98,129,50,89
../Imagens/UnetDataset/chave\results_pos\31_predict_resized.png,115,89,55,99
../Imagens/UnetDataset/chave\results_pos\320_predict_resized.png,55,136,50,93
../Imagens/UnetDataset/chave\results_pos\321_predict_resized.png,69,151,53,77
../Imagens/UnetDataset/chave\results_pos\322_predict_resized.png,67,128,46,66
../Imagens/UnetDataset/chave\results_pos\323_predict_resized.png,84,118,48,70
../Imagens/UnetDataset/chave\results_pos\324_predict_resized.png,92,120,44,84
../Imagens/UnetDataset/chave\results_pos\325_predict_resized.png,78,94,51,96
../Imagens/UnetDataset/chave\results_pos\326_predict_resized.png,61,132,40,77
../Imagens/UnetDataset/chave\results_pos\327_predict_resized.png,82,102,57,114
../Imagens/UnetDataset/chave\results_pos\328_predict_resized.png,69,91,50,101
../Imagens/UnetDataset/chave\results_pos\329_predict_resized.png,69,123,46,92
../Imagens/UnetDataset/chave\results_pos\32_predict_resized.png,105,108,43,81
../Imagens/UnetDataset/chave\results_pos\330_predict_resized.png,86,104,41,86
../Imagens/UnetDataset/chave\results_pos\331_predict_resized.png,99,107,33,67
../Imagens/UnetDataset/chave\results_pos\332_predict_resized.png,83,99,37,75
../Imagens/UnetDataset/chave\results_pos\333_predict_resized.png,95,84,43,73
../Imagens/UnetDataset/chave\results_pos\334_predict_resized.png,94,123,38,48
../Imagens/UnetDataset/chave\results_pos\335_predict_resized.png,109,80,46,59
../Imagens/UnetDataset/chave\results_pos\336_predict_resized.png,73,108,70,42
../Imagens/UnetDataset/chave\results_pos\337_predict_resized.png,131,26,57,57
../Imagens/UnetDataset/chave\results_pos\338_predict_resized.png,66,68,83,77
../Imagens/UnetDataset/chave\results_pos\339_predict_resized.png,82,72,67,39
../Imagens/UnetDataset/chave\results_pos\33_predict_resized.png,86,100,35,66
../Imagens/UnetDataset/chave\results_pos\340_predict_resized.png,106,181,47,36
../Imagens/UnetDataset/chave\results_pos\341_predict_resized.png,63,104,52,37
../Imagens/UnetDataset/chave\results_pos\342_predict_resized.png,92,118,35,79
../Imagens/UnetDataset/chave\results_pos\343_predict_resized.png,89,117,41,87
../Imagens/UnetDataset/chave\results_pos\344_predict_resized.png,77,119,38,85
../Imagens/UnetDataset/chave\results_pos\345_predict_resized.png,68,176,5,18
../Imagens/UnetDataset/chave\results_pos\346_predict_resized.png,96,129,48,96
../Imagens/UnetDataset/chave\results_pos\347_predict_resized.png,73,94,60,117
../Imagens/UnetDataset/chave\results_pos\348_predict_resized.png,98,171,2,10
../Imagens/UnetDataset/chave\results_pos\349_predict_resized.png,95,180,3,15
../Imagens/UnetDataset/chave\results_pos\34_predict_resized.png,103,109,38,73
../Imagens/UnetDataset/chave\results_pos\350_predict_resized.png,98,179,3,12
../Imagens/UnetDataset/chave\results_pos\351_predict_resized.png,97,114,37,73
../Imagens/UnetDataset/chave\results_pos\352_predict_resized.png,87,113,35,66
../Imagens/UnetDataset/chave\results_pos\353_predict_resized.png,103,109,39,74
../Imagens/UnetDataset/chave\results_pos\354_predict_resized.png,107,115,54,102
../Imagens/UnetDataset/chave\results_pos\355_predict_resized.png,116,89,53,99
../Imagens/UnetDataset/chave\results_pos\356_predict_resized.png,104,108,43,81
../Imagens/UnetDataset/chave\results_pos\357_predict_resized.png,86,100,34,65
../Imagens/UnetDataset/chave\results_pos\358_predict_resized.png,104,109,37,73
../Imagens/UnetDataset/chave\results_pos\359_predict_resized.png,106,154,1,2
../Imagens/UnetDataset/chave\results_pos\35_predict_resized.png,98,122,35,67
../Imagens/UnetDataset/chave\results_pos\360_predict_resized.png,72,109,59,117
../Imagens/UnetDataset/chave\results_pos\361_predict_resized.png,89,85,59,111
../Imagens/UnetDataset/chave\results_pos\362_predict_resized.png,66,95,60,117
../Imagens/UnetDataset/chave\results_pos\363_predict_resized.png,69,63,53,106
../Imagens/UnetDataset/chave\results_pos\364_predict_resized.png,93,182,2,6
../Imagens/UnetDataset/chave\results_pos\365_predict_resized.png,86,120,73,115
../Imagens/UnetDataset/chave\results_pos\366_predict_resized.png,76,85,52,91
../Imagens/UnetDataset/chave\results_pos\367_predict_resized.png,76,60,3,10
../Imagens/UnetDataset/chave\results_pos\368_predict_resized.png,84,120,41,71
../Imagens/UnetDataset/chave\results_pos\369_predict_resized.png,86,155,68,36
../Imagens/UnetDataset/chave\results_pos\36_predict_resized.png,72,109,60,117
../Imagens/UnetDataset/chave\results_pos\370_predict_resized.png,86,131,61,32
../Imagens/UnetDataset/chave\results_pos\371_predict_resized.png,86,145,67,36
../Imagens/UnetDataset/chave\results_pos\372_predict_resized.png,95,126,49,58
../Imagens/UnetDataset/chave\results_pos\373_predict_resized.png,99,187,3,7
../Imagens/UnetDataset/chave\results_pos\374_predict_resized.png,144,139,24,5
../Imagens/UnetDataset/chave\results_pos\375_predict_resized.png,100,114,45,94
../Imagens/UnetDataset/chave\results_pos\376_predict_resized.png,116,83,42,143
../Imagens/UnetDataset/chave\results_pos\377_predict_resized.png,137,79,42,134
../Imagens/UnetDataset/chave\results_pos\378_predict_resized.png,77,113,57,114
../Imagens/UnetDataset/chave\results_pos\379_predict_resized.png,63,102,49,98
../Imagens/UnetDataset/chave\results_pos\37_predict_resized.png,89,85,59,112
../Imagens/UnetDataset/chave\results_pos\380_predict_resized.png,156,224,1,2
../Imagens/UnetDataset/chave\results_pos\381_predict_resized.png,59,96,58,135
../Imagens/UnetDataset/chave\results_pos\382_predict_resized.png,64,128,2,3
../Imagens/UnetDataset/chave\results_pos\383_predict_resized.png,69,124,60,115
../Imagens/UnetDataset/chave\results_pos\384_predict_resized.png,91,96,49,100
../Imagens/UnetDataset/chave\results_pos\385_predict_resized.png,77,72,57,112
../Imagens/UnetDataset/chave\results_pos\386_predict_resized.png,72,99,51,105
../Imagens/UnetDataset/chave\results_pos\387_predict_resized.png,89,125,46,80
../Imagens/UnetDataset/chave\results_pos\388_predict_resized.png,87,137,46,74
../Imagens/UnetDataset/chave\results_pos\389_predict_resized.png,94,118,48,74
../Imagens/UnetDataset/chave\results_pos\38_predict_resized.png,66,95,61,117
../Imagens/UnetDataset/chave\results_pos\390_predict_resized.png,90,94,66,100
../Imagens/UnetDataset/chave\results_pos\391_predict_resized.png,91,122,46,88
../Imagens/UnetDataset/chave\results_pos\392_predict_resized.png,113,125,46,86
../Imagens/UnetDataset/chave\results_pos\393_predict_resized.png,77,116,36,68
../Imagens/UnetDataset/chave\results_pos\394_predict_resized.png,91,105,40,75
../Imagens/UnetDataset/chave\results_pos\395_predict_resized.png,83,119,38,73
../Imagens/UnetDataset/chave\results_pos\396_predict_resized.png,57,134,47,85
../Imagens/UnetDataset/chave\results_pos\397_predict_resized.png,82,114,51,88
../Imagens/UnetDataset/chave\results_pos\398_predict_resized.png,82,128,45,84
../Imagens/UnetDataset/chave\results_pos\399_predict_resized.png,78,144,3,7
../Imagens/UnetDataset/chave\results_pos\39_predict_resized.png,70,63,52,107
../Imagens/UnetDataset/chave\results_pos\3_predict_resized.png,83,101,56,114
../Imagens/UnetDataset/chave\results_pos\400_predict_resized.png,89,126,44,83
../Imagens/UnetDataset/chave\results_pos\401_predict_resized.png,92,134,52,93
../Imagens/UnetDataset/chave\results_pos\402_predict_resized.png,88,103,44,77
../Imagens/UnetDataset/chave\results_pos\403_predict_resized.png,91,122,42,76
../Imagens/UnetDataset/chave\results_pos\404_predict_resized.png,84,122,43,81
../Imagens/UnetDataset/chave\results_pos\405_predict_resized.png,116,154,47,69
../Imagens/UnetDataset/chave\results_pos\406_predict_resized.png,116,166,47,75
../Imagens/UnetDataset/chave\results_pos\407_predict_resized.png,110,169,44,63
../Imagens/UnetDataset/chave\results_pos\408_predict_resized.png,84,108,82,67
../Imagens/UnetDataset/chave\results_pos\409_predict_resized.png,79,88,80,88
../Imagens/UnetDataset/chave\results_pos\40_predict_resized.png,86,92,52,103
../Imagens/UnetDataset/chave\results_pos\410_predict_resized.png,56,91,107,70
../Imagens/UnetDataset/chave\results_pos\411_predict_resized.png,65,142,63,37
../Imagens/UnetDataset/chave\results_pos\412_predict_resized.png,63,108,61,35
../Imagens/UnetDataset/chave\results_pos\413_predict_resized.png,76,73,64,39
../Imagens/UnetDataset/chave\results_pos\414_predict_resized.png,79,130,41,76
../Imagens/UnetDataset/chave\results_pos\415_predict_resized.png,97,115,31,60
../Imagens/UnetDataset/chave\results_pos\416_predict_resized.png,79,105,46,86
../Imagens/UnetDataset/chave\results_pos\417_predict_resized.png,55,98,57,110
../Imagens/UnetDataset/chave\results_pos\418_predict_resized.png,84,122,46,88
../Imagens/UnetDataset/chave\results_pos\419_predict_resized.png,97,109,50,96
../Imagens/UnetDataset/chave\results_pos\41_predict_resized.png,86,119,63,116
../Imagens/UnetDataset/chave\results_pos\420_predict_resized.png,73,92,51,87
../Imagens/UnetDataset/chave\results_pos\421_predict_resized.png,74,106,49,87
