file,x,y,w,h
../Imagens/UnetDataset/caneca\results_pos\21_predict_resized.png,37,83,149,193
../Imagens/UnetDataset/caneca\results_pos\220_predict_resized.png,50,128,112,127
../Imagens/UnetDataset/caneca\results_pos\221_predict_resized.png,46,119,110,124
../Imagens/UnetDataset/caneca\results_pos\222_predict_resized.png,41,72,135,161
../Imagens/UnetDataset/caneca\results_pos\223_predict_resized.png,48,101,121,143
../Imagens/UnetDataset/caneca\results_pos\224_predict_resized.png,42,80,130,154
../Imagens/UnetDataset/caneca\results_pos\225_predict_resized.png,46,65,131,175
../Imagens/UnetDataset/caneca\results_pos\226_predict_resized.png,35,59,128,169
../Imagens/UnetDataset/caneca\results_pos\227_predict_resized.png,43,69,123,159
../Imagens/UnetDataset/caneca\results_pos\228_predict_resized.png,28,72,148,158
../Imagens/UnetDataset/caneca\results_pos\229_predict_resized.png,43,91,138,150
../Imagens/UnetDataset/caneca\results_pos\22_predict_resized.png,40,67,147,193
../Imagens/UnetDataset/caneca\results_pos\230_predict_resized.png,40,59,149,158
../Imagens/UnetDataset/caneca\results_pos\231_predict_resized.png,25,57,148,179
../Imagens/UnetDataset/caneca\results_pos\232_predict_resized.png,18,39,126,167
../Imagens/UnetDataset/caneca\results_pos\233_predict_resized.png,48,54,140,171
../Imagens/UnetDataset/caneca\results_pos\234_predict_resized.png,29,46,156,204
../Imagens/UnetDataset/caneca\results_pos\235_predict_resized.png,45,0,143,220
../Imagens/UnetDataset/caneca\results_pos\236_predict_resized.png,28,29,159,211
../Imagens/UnetDataset/caneca\results_pos\237_predict_resized.png,36,82,183,194
../Imagens/UnetDataset/caneca\results_pos\238_predict_resized.png,40,67,183,194
../Imagens/UnetDataset/caneca\results_pos\239_predict_resized.png,34,73,179,187
../Imagens/UnetDataset/caneca\results_pos\23_predict_resized.png,34,73,147,186
../Imagens/UnetDataset/caneca\results_pos\240_predict_resized.png,42,59,130,169
../Imagens/UnetDataset/caneca\results_pos\241_predict_resized.png,29,41,168,199
../Imagens/UnetDataset/caneca\results_pos\242_predict_resized.png,49,53,135,178
../Imagens/UnetDataset/caneca\results_pos\243_predict_resized.png,51,89,128,149
../Imagens/UnetDataset/caneca\results_pos\244_predict_resized.png,45,88,143,167
../Imagens/UnetDataset/caneca\results_pos\245_predict_resized.png,39,65,141,174
../Imagens/UnetDataset/caneca\results_pos\246_predict_resized.png,65,274,6,8
../Imagens/UnetDataset/caneca\results_pos\247_predict_resized.png,27,107,137,165
../Imagens/UnetDataset/caneca\results_pos\248_predict_resized.png,34,109,135,154
../Imagens/UnetDataset/caneca\results_pos\249_predict_resized.png,35,61,136,155
../Imagens/UnetDataset/caneca\results_pos\24_predict_resized.png,32,58,142,237
../Imagens/UnetDataset/caneca\results_pos\250_predict_resized.png,38,79,129,150
../Imagens/UnetDataset/caneca\results_pos\251_predict_resized.png,33,86,142,158
../Imagens/UnetDataset/caneca\results_pos\252_predict_resized.png,36,104,160,152
../Imagens/UnetDataset/caneca\results_pos\253_predict_resized.png,43,85,148,157
../Imagens/UnetDataset/caneca\results_pos\254_predict_resized.png,25,99,168,166
../Imagens/UnetDataset/caneca\results_pos\255_predict_resized.png,44,143,144,145
../Imagens/UnetDataset/caneca\results_pos\256_predict_resized.png,55,129,151,148
../Imagens/UnetDataset/caneca\results_pos\257_predict_resized.png,37,129,150,147
../Imagens/UnetDataset/caneca\results_pos\258_predict_resized.png,24,76,170,152
../Imagens/UnetDataset/caneca\results_pos\259_predict_resized.png,27,62,170,148
../Imagens/UnetDataset/caneca\results_pos\25_predict_resized.png,17,168,16,9
../Imagens/UnetDataset/caneca\results_pos\260_predict_resized.png,83,202,18,5
../Imagens/UnetDataset/caneca\results_pos\261_predict_resized.png,52,82,149,154
../Imagens/UnetDataset/caneca\results_pos\262_predict_resized.png,129,80,5,9
../Imagens/UnetDataset/caneca\results_pos\263_predict_resized.png,24,71,166,164
../Imagens/UnetDataset/caneca\results_pos\264_predict_resized.png,22,88,159,163
../Imagens/UnetDataset/caneca\results_pos\265_predict_resized.png,22,95,155,149
../Imagens/UnetDataset/caneca\results_pos\266_predict_resized.png,58,116,139,133
../Imagens/UnetDataset/caneca\results_pos\267_predict_resized.png,48,57,134,134
../Imagens/UnetDataset/caneca\results_pos\268_predict_resized.png,38,48,132,133
../Imagens/UnetDataset/caneca\results_pos\269_predict_resized.png,42,58,138,136
../Imagens/UnetDataset/caneca\results_pos\26_predict_resized.png,55,201,11,8
../Imagens/UnetDataset/caneca\results_pos\270_predict_resized.png,36,199,7,18
../Imagens/UnetDataset/caneca\results_pos\271_predict_resized.png,27,54,201,196
../Imagens/UnetDataset/caneca\results_pos\272_predict_resized.png,40,176,7,22
../Imagens/UnetDataset/caneca\results_pos\273_predict_resized.png,22,51,204,211
../Imagens/UnetDataset/caneca\results_pos\274_predict_resized.png,41,123,149,157
../Imagens/UnetDataset/caneca\results_pos\275_predict_resized.png,20,70,201,202
../Imagens/UnetDataset/caneca\results_pos\276_predict_resized.png,36,36,165,182
../Imagens/UnetDataset/caneca\results_pos\277_predict_resized.png,72,61,114,176
../Imagens/UnetDataset/caneca\results_pos\278_predict_resized.png,67,67,134,150
../Imagens/UnetDataset/caneca\results_pos\279_predict_resized.png,45,105,135,139
../Imagens/UnetDataset/caneca\results_pos\27_predict_resized.png,52,88,126,151
../Imagens/UnetDataset/caneca\results_pos\280_predict_resized.png,38,87,144,146
../Imagens/UnetDataset/caneca\results_pos\281_predict_resized.png,44,97,142,149
../Imagens/UnetDataset/caneca\results_pos\282_predict_resized.png,28,105,161,152
../Imagens/UnetDataset/caneca\results_pos\283_predict_resized.png,38,129,138,134
../Imagens/UnetDataset/caneca\results_pos\284_predict_resized.png,57,129,155,154
../Imagens/UnetDataset/caneca\results_pos\285_predict_resized.png,37,85,142,139
../Imagens/UnetDataset/caneca\results_pos\286_predict_resized.png,29,112,133,129
../Imagens/UnetDataset/caneca\results_pos\287_predict_resized.png,37,81,136,137
../Imagens/UnetDataset/caneca\results_pos\288_predict_resized.png,41,25,161,179
../Imagens/UnetDataset/caneca\results_pos\289_predict_resized.png,53,66,157,163
../Imagens/UnetDataset/caneca\results_pos\28_predict_resized.png,46,87,142,168
../Imagens/UnetDataset/caneca\results_pos\290_predict_resized.png,49,55,156,165
../Imagens/UnetDataset/caneca\results_pos\291_predict_resized.png,45,129,147,156
../Imagens/UnetDataset/caneca\results_pos\292_predict_resized.png,45,138,129,134
../Imagens/UnetDataset/caneca\results_pos\293_predict_resized.png,36,88,142,151
../Imagens/UnetDataset/caneca\results_pos\294_predict_resized.png,32,77,156,148
../Imagens/UnetDataset/caneca\results_pos\295_predict_resized.png,39,118,118,111
../Imagens/UnetDataset/caneca\results_pos\296_predict_resized.png,44,98,141,134
../Imagens/UnetDataset/caneca\results_pos\297_predict_resized.png,38,82,138,131
../Imagens/UnetDataset/caneca\results_pos\298_predict_resized.png,12,65,140,153
../Imagens/UnetDataset/caneca\results_pos\299_predict_resized.png,40,67,147,160
../Imagens/UnetDataset/caneca\results_pos\29_predict_resized.png,40,64,139,175
../Imagens/UnetDataset/caneca\results_pos\2_predict_resized.png,41,66,136,175
../Imagens/UnetDataset/caneca\results_pos\300_predict_resized.png,27,132,2,7
../Imagens/UnetDataset/caneca\results_pos\301_predict_resized.png,35,118,145,152
../Imagens/UnetDataset/caneca\results_pos\302_predict_resized.png,61,69,9,4
../Imagens/UnetDataset/caneca\results_pos\303_predict_resized.png,26,56,144,131
../Imagens/UnetDataset/caneca\results_pos\304_predict_resized.png,34,55,151,139
../Imagens/UnetDataset/caneca\results_pos\305_predict_resized.png,45,38,148,140
../Imagens/UnetDataset/caneca\results_pos\306_predict_resized.png,28,23,179,202
../Imagens/UnetDataset/caneca\results_pos\307_predict_resized.png,47,78,154,170
../Imagens/UnetDataset/caneca\results_pos\308_predict_resized.png,37,75,144,167
../Imagens/UnetDataset/caneca\results_pos\309_predict_resized.png,20,90,182,162
../Imagens/UnetDataset/caneca\results_pos\30_predict_resized.png,23,114,129,152
../Imagens/UnetDataset/caneca\results_pos\310_predict_resized.png,40,97,153,130
../Imagens/UnetDataset/caneca\results_pos\311_predict_resized.png,25,91,169,150
../Imagens/UnetDataset/caneca\results_pos\312_predict_resized.png,15,45,158,198
../Imagens/UnetDataset/caneca\results_pos\313_predict_resized.png,43,82,139,134
../Imagens/UnetDataset/caneca\results_pos\314_predict_resized.png,176,218,2,2
../Imagens/UnetDataset/caneca\results_pos\315_predict_resized.png,54,79,145,158
../Imagens/UnetDataset/caneca\results_pos\316_predict_resized.png,24,92,135,144
../Imagens/UnetDataset/caneca\results_pos\317_predict_resized.png,46,75,149,161
../Imagens/UnetDataset/caneca\results_pos\318_predict_resized.png,18,99,165,176
../Imagens/UnetDataset/caneca\results_pos\319_predict_resized.png,32,133,128,134
../Imagens/UnetDataset/caneca\results_pos\31_predict_resized.png,28,106,136,159
../Imagens/UnetDataset/caneca\results_pos\320_predict_resized.png,24,93,164,176
../Imagens/UnetDataset/caneca\results_pos\321_predict_resized.png,40,102,125,119
../Imagens/UnetDataset/caneca\results_pos\322_predict_resized.png,21,87,137,116
../Imagens/UnetDataset/caneca\results_pos\323_predict_resized.png,37,119,131,132
../Imagens/UnetDataset/caneca\results_pos\324_predict_resized.png,43,50,149,185
../Imagens/UnetDataset/caneca\results_pos\325_predict_resized.png,38,66,142,183
../Imagens/UnetDataset/caneca\results_pos\326_predict_resized.png,41,65,136,176
../Imagens/UnetDataset/caneca\results_pos\327_predict_resized.png,46,115,122,140
../Imagens/UnetDataset/caneca\results_pos\328_predict_resized.png,50,128,112,127
../Imagens/UnetDataset/caneca\results_pos\329_predict_resized.png,46,119,110,124
../Imagens/UnetDataset/caneca\results_pos\32_predict_resized.png,35,109,133,154
../Imagens/UnetDataset/caneca\results_pos\330_predict_resized.png,41,71,136,162
../Imagens/UnetDataset/caneca\results_pos\331_predict_resized.png,48,95,121,148
../Imagens/UnetDataset/caneca\results_pos\332_predict_resized.png,42,77,129,156
../Imagens/UnetDataset/caneca\results_pos\333_predict_resized.png,45,65,133,175
../Imagens/UnetDataset/caneca\results_pos\334_predict_resized.png,34,59,131,169
../Imagens/UnetDataset/caneca\results_pos\335_predict_resized.png,42,69,125,159
../Imagens/UnetDataset/caneca\results_pos\336_predict_resized.png,28,72,142,157
../Imagens/UnetDataset/caneca\results_pos\337_predict_resized.png,43,91,138,150
../Imagens/UnetDataset/caneca\results_pos\338_predict_resized.png,39,57,149,160
../Imagens/UnetDataset/caneca\results_pos\339_predict_resized.png,25,58,147,178
../Imagens/UnetDataset/caneca\results_pos\33_predict_resized.png,38,59,133,157
../Imagens/UnetDataset/caneca\results_pos\340_predict_resized.png,18,38,125,169
../Imagens/UnetDataset/caneca\results_pos\341_predict_resized.png,47,55,141,171
../Imagens/UnetDataset/caneca\results_pos\342_predict_resized.png,27,46,158,205
../Imagens/UnetDataset/caneca\results_pos\343_predict_resized.png,60,219,15,31
../Imagens/UnetDataset/caneca\results_pos\344_predict_resized.png,29,28,158,213
../Imagens/UnetDataset/caneca\results_pos\345_predict_resized.png,198,135,19,72
../Imagens/UnetDataset/caneca\results_pos\346_predict_resized.png,198,127,23,74
../Imagens/UnetDataset/caneca\results_pos\347_predict_resized.png,190,122,21,65
../Imagens/UnetDataset/caneca\results_pos\348_predict_resized.png,35,57,138,238
../Imagens/UnetDataset/caneca\results_pos\349_predict_resized.png,18,169,11,8
../Imagens/UnetDataset/caneca\results_pos\34_predict_resized.png,38,79,129,150
../Imagens/UnetDataset/caneca\results_pos\350_predict_resized.png,38,52,145,248
../Imagens/UnetDataset/caneca\results_pos\351_predict_resized.png,52,88,126,150
../Imagens/UnetDataset/caneca\results_pos\352_predict_resized.png,46,87,142,168
../Imagens/UnetDataset/caneca\results_pos\353_predict_resized.png,39,64,140,175
../Imagens/UnetDataset/caneca\results_pos\354_predict_resized.png,23,114,129,151
../Imagens/UnetDataset/caneca\results_pos\355_predict_resized.png,27,107,137,157
../Imagens/UnetDataset/caneca\results_pos\356_predict_resized.png,34,109,134,154
../Imagens/UnetDataset/caneca\results_pos\357_predict_resized.png,37,60,134,156
../Imagens/UnetDataset/caneca\results_pos\358_predict_resized.png,38,78,129,151
../Imagens/UnetDataset/caneca\results_pos\359_predict_resized.png,35,85,140,159
../Imagens/UnetDataset/caneca\results_pos\35_predict_resized.png,39,85,136,160
../Imagens/UnetDataset/caneca\results_pos\360_predict_resized.png,38,121,1,1
../Imagens/UnetDataset/caneca\results_pos\361_predict_resized.png,44,85,147,156
../Imagens/UnetDataset/caneca\results_pos\362_predict_resized.png,35,99,158,166
../Imagens/UnetDataset/caneca\results_pos\363_predict_resized.png,44,143,144,145
../Imagens/UnetDataset/caneca\results_pos\364_predict_resized.png,55,129,151,148
../Imagens/UnetDataset/caneca\results_pos\365_predict_resized.png,36,129,151,147
../Imagens/UnetDataset/caneca\results_pos\366_predict_resized.png,143,236,4,3
../Imagens/UnetDataset/caneca\results_pos\367_predict_resized.png,157,227,9,15
../Imagens/UnetDataset/caneca\results_pos\368_predict_resized.png,148,219,9,16
../Imagens/UnetDataset/caneca\results_pos\369_predict_resized.png,52,82,149,154
../Imagens/UnetDataset/caneca\results_pos\36_predict_resized.png,48,105,148,151
../Imagens/UnetDataset/caneca\results_pos\370_predict_resized.png,15,60,160,164
../Imagens/UnetDataset/caneca\results_pos\371_predict_resized.png,25,71,164,164
../Imagens/UnetDataset/caneca\results_pos\372_predict_resized.png,23,88,158,162
../Imagens/UnetDataset/caneca\results_pos\373_predict_resized.png,23,95,154,149
../Imagens/UnetDataset/caneca\results_pos\374_predict_resized.png,60,117,137,132
../Imagens/UnetDataset/caneca\results_pos\375_predict_resized.png,49,57,133,134
../Imagens/UnetDataset/caneca\results_pos\376_predict_resized.png,39,48,131,132
../Imagens/UnetDataset/caneca\results_pos\377_predict_resized.png,43,58,136,135
../Imagens/UnetDataset/caneca\results_pos\378_predict_resized.png,35,45,185,210
../Imagens/UnetDataset/caneca\results_pos\379_predict_resized.png,30,53,197,196
../Imagens/UnetDataset/caneca\results_pos\37_predict_resized.png,45,86,146,155
../Imagens/UnetDataset/caneca\results_pos\380_predict_resized.png,40,57,159,225
../Imagens/UnetDataset/caneca\results_pos\381_predict_resized.png,35,51,191,210
../Imagens/UnetDataset/caneca\results_pos\382_predict_resized.png,41,123,148,157
../Imagens/UnetDataset/caneca\results_pos\383_predict_resized.png,20,70,201,202
../Imagens/UnetDataset/caneca\results_pos\384_predict_resized.png,75,37,4,4
../Imagens/UnetDataset/caneca\results_pos\385_predict_resized.png,50,60,134,198
../Imagens/UnetDataset/caneca\results_pos\386_predict_resized.png,63,84,9,14
../Imagens/UnetDataset/caneca\results_pos\387_predict_resized.png,44,105,135,139
../Imagens/UnetDataset/caneca\results_pos\388_predict_resized.png,39,88,142,145
../Imagens/UnetDataset/caneca\results_pos\389_predict_resized.png,43,97,143,148
../Imagens/UnetDataset/caneca\results_pos\38_predict_resized.png,35,100,158,165
../Imagens/UnetDataset/caneca\results_pos\390_predict_resized.png,28,105,161,151
../Imagens/UnetDataset/caneca\results_pos\391_predict_resized.png,38,129,138,133
../Imagens/UnetDataset/caneca\results_pos\392_predict_resized.png,57,129,155,154
../Imagens/UnetDataset/caneca\results_pos\393_predict_resized.png,38,84,141,140
../Imagens/UnetDataset/caneca\results_pos\394_predict_resized.png,29,111,133,130
../Imagens/UnetDataset/caneca\results_pos\395_predict_resized.png,38,81,135,139
../Imagens/UnetDataset/caneca\results_pos\396_predict_resized.png,40,25,162,179
../Imagens/UnetDataset/caneca\results_pos\397_predict_resized.png,52,66,157,163
../Imagens/UnetDataset/caneca\results_pos\398_predict_resized.png,48,55,155,164
../Imagens/UnetDataset/caneca\results_pos\399_predict_resized.png,44,129,148,155
../Imagens/UnetDataset/caneca\results_pos\39_predict_resized.png,44,143,144,145
../Imagens/UnetDataset/caneca\results_pos\3_predict_resized.png,46,115,122,140
../Imagens/UnetDataset/caneca\results_pos\400_predict_resized.png,45,138,129,134
../Imagens/UnetDataset/caneca\results_pos\401_predict_resized.png,36,88,142,151
../Imagens/UnetDataset/caneca\results_pos\402_predict_resized.png,31,77,156,148
../Imagens/UnetDataset/caneca\results_pos\403_predict_resized.png,39,119,117,109
../Imagens/UnetDataset/caneca\results_pos\404_predict_resized.png,44,98,139,132
../Imagens/UnetDataset/caneca\results_pos\405_predict_resized.png,38,83,137,130
../Imagens/UnetDataset/caneca\results_pos\406_predict_resized.png,12,65,139,153
../Imagens/UnetDataset/caneca\results_pos\407_predict_resized.png,40,67,147,160
../Imagens/UnetDataset/caneca\results_pos\408_predict_resized.png,26,121,4,19
../Imagens/UnetDataset/caneca\results_pos\409_predict_resized.png,35,118,145,152
../Imagens/UnetDataset/caneca\results_pos\40_predict_resized.png,56,129,149,148
../Imagens/UnetDataset/caneca\results_pos\410_predict_resized.png,20,60,171,183
../Imagens/UnetDataset/caneca\results_pos\411_predict_resized.png,26,57,142,130
../Imagens/UnetDataset/caneca\results_pos\412_predict_resized.png,34,56,149,138
../Imagens/UnetDataset/caneca\results_pos\413_predict_resized.png,45,38,147,140
