file,x,y,w,h
../Imagens/UnetDataset/shampoo\results_pos\147_predict_resized.png,90,44,59,258
../Imagens/UnetDataset/shampoo\results_pos\148_predict_resized.png,77,58,62,262
../Imagens/UnetDataset/shampoo\results_pos\149_predict_resized.png,86,37,57,250
../Imagens/UnetDataset/shampoo\results_pos\14_predict_resized.png,42,56,151,242
../Imagens/UnetDataset/shampoo\results_pos\150_predict_resized.png,65,15,67,281
../Imagens/UnetDataset/shampoo\results_pos\151_predict_resized.png,93,38,52,217
../Imagens/UnetDataset/shampoo\results_pos\152_predict_resized.png,94,35,56,253
../Imagens/UnetDataset/shampoo\results_pos\153_predict_resized.png,55,37,65,244
../Imagens/UnetDataset/shampoo\results_pos\154_predict_resized.png,83,44,69,267
../Imagens/UnetDataset/shampoo\results_pos\155_predict_resized.png,71,28,71,261
../Imagens/UnetDataset/shampoo\results_pos\156_predict_resized.png,86,35,60,246
../Imagens/UnetDataset/shampoo\results_pos\157_predict_resized.png,95,86,47,216
../Imagens/UnetDataset/shampoo\results_pos\158_predict_resized.png,87,55,61,229
../Imagens/UnetDataset/shampoo\results_pos\159_predict_resized.png,83,49,61,237
../Imagens/UnetDataset/shampoo\results_pos\15_predict_resized.png,68,15,93,232
../Imagens/UnetDataset/shampoo\results_pos\160_predict_resized.png,83,62,58,205
../Imagens/UnetDataset/shampoo\results_pos\161_predict_resized.png,82,65,58,223
../Imagens/UnetDataset/shampoo\results_pos\162_predict_resized.png,94,31,66,274
../Imagens/UnetDataset/shampoo\results_pos\163_predict_resized.png,90,37,65,262
../Imagens/UnetDataset/shampoo\results_pos\164_predict_resized.png,96,27,66,264
../Imagens/UnetDataset/shampoo\results_pos\165_predict_resized.png,82,34,82,249
../Imagens/UnetDataset/shampoo\results_pos\166_predict_resized.png,76,71,74,231
../Imagens/UnetDataset/shampoo\results_pos\167_predict_resized.png,83,44,78,241
../Imagens/UnetDataset/shampoo\results_pos\168_predict_resized.png,81,33,70,263
../Imagens/UnetDataset/shampoo\results_pos\169_predict_resized.png,73,31,64,233
../Imagens/UnetDataset/shampoo\results_pos\16_predict_resized.png,71,43,92,230
../Imagens/UnetDataset/shampoo\results_pos\170_predict_resized.png,86,30,70,255
../Imagens/UnetDataset/shampoo\results_pos\171_predict_resized.png,83,23,63,273
../Imagens/UnetDataset/shampoo\results_pos\172_predict_resized.png,75,23,65,272
../Imagens/UnetDataset/shampoo\results_pos\173_predict_resized.png,75,11,68,292
../Imagens/UnetDataset/shampoo\results_pos\174_predict_resized.png,70,30,63,277
../Imagens/UnetDataset/shampoo\results_pos\175_predict_resized.png,67,47,66,248
../Imagens/UnetDataset/shampoo\results_pos\176_predict_resized.png,76,52,64,252
../Imagens/UnetDataset/shampoo\results_pos\177_predict_resized.png,90,42,57,263
../Imagens/UnetDataset/shampoo\results_pos\178_predict_resized.png,94,77,45,202
../Imagens/UnetDataset/shampoo\results_pos\179_predict_resized.png,101,43,47,214
../Imagens/UnetDataset/shampoo\results_pos\17_predict_resized.png,65,26,93,230
../Imagens/UnetDataset/shampoo\results_pos\180_predict_resized.png,69,37,89,263
../Imagens/UnetDataset/shampoo\results_pos\181_predict_resized.png,74,26,99,279
../Imagens/UnetDataset/shampoo\results_pos\182_predict_resized.png,71,17,96,303
../Imagens/UnetDataset/shampoo\results_pos\183_predict_resized.png,62,28,88,268
../Imagens/UnetDataset/shampoo\results_pos\184_predict_resized.png,58,29,81,260
../Imagens/UnetDataset/shampoo\results_pos\185_predict_resized.png,65,23,85,278
../Imagens/UnetDataset/shampoo\results_pos\186_predict_resized.png,78,24,84,257
../Imagens/UnetDataset/shampoo\results_pos\187_predict_resized.png,72,34,74,227
../Imagens/UnetDataset/shampoo\results_pos\188_predict_resized.png,76,33,76,231
../Imagens/UnetDataset/shampoo\results_pos\189_predict_resized.png,65,11,92,309
../Imagens/UnetDataset/shampoo\results_pos\18_predict_resized.png,52,56,104,219
../Imagens/UnetDataset/shampoo\results_pos\190_predict_resized.png,83,14,89,288
../Imagens/UnetDataset/shampoo\results_pos\191_predict_resized.png,74,0,93,308
../Imagens/UnetDataset/shampoo\results_pos\192_predict_resized.png,66,21,84,274
../Imagens/UnetDataset/shampoo\results_pos\193_predict_resized.png,64,25,93,272
../Imagens/UnetDataset/shampoo\results_pos\194_predict_resized.png,62,0,88,277
../Imagens/UnetDataset/shampoo\results_pos\195_predict_resized.png,62,11,98,309
../Imagens/UnetDataset/shampoo\results_pos\196_predict_resized.png,68,27,92,293
../Imagens/UnetDataset/shampoo\results_pos\197_predict_resized.png,60,33,90,267
../Imagens/UnetDataset/shampoo\results_pos\198_predict_resized.png,86,33,80,251
../Imagens/UnetDataset/shampoo\results_pos\199_predict_resized.png,73,12,91,289
../Imagens/UnetDataset/shampoo\results_pos\19_predict_resized.png,65,72,106,213
../Imagens/UnetDataset/shampoo\results_pos\1_predict_resized.png,69,10,111,250
../Imagens/UnetDataset/shampoo\results_pos\200_predict_resized.png,79,41,81,246
../Imagens/UnetDataset/shampoo\results_pos\201_predict_resized.png,60,27,89,281
../Imagens/UnetDataset/shampoo\results_pos\202_predict_resized.png,71,71,82,249
../Imagens/UnetDataset/shampoo\results_pos\203_predict_resized.png,67,43,87,277
../Imagens/UnetDataset/shampoo\results_pos\204_predict_resized.png,77,35,86,239
../Imagens/UnetDataset/shampoo\results_pos\205_predict_resized.png,61,18,84,235
../Imagens/UnetDataset/shampoo\results_pos\206_predict_resized.png,84,39,79,237
../Imagens/UnetDataset/shampoo\results_pos\207_predict_resized.png,63,22,91,275
../Imagens/UnetDataset/shampoo\results_pos\208_predict_resized.png,65,26,91,278
../Imagens/UnetDataset/shampoo\results_pos\209_predict_resized.png,75,34,88,270
../Imagens/UnetDataset/shampoo\results_pos\20_predict_resized.png,54,59,111,225
../Imagens/UnetDataset/shampoo\results_pos\210_predict_resized.png,64,14,99,284
../Imagens/UnetDataset/shampoo\results_pos\211_predict_resized.png,63,36,93,272
../Imagens/UnetDataset/shampoo\results_pos\212_predict_resized.png,70,39,102,267
../Imagens/UnetDataset/shampoo\results_pos\213_predict_resized.png,63,22,92,287
../Imagens/UnetDataset/shampoo\results_pos\214_predict_resized.png,73,22,87,272
../Imagens/UnetDataset/shampoo\results_pos\215_predict_resized.png,69,24,94,296
../Imagens/UnetDataset/shampoo\results_pos\216_predict_resized.png,60,12,111,247
../Imagens/UnetDataset/shampoo\results_pos\217_predict_resized.png,68,0,113,259
../Imagens/UnetDataset/shampoo\results_pos\218_predict_resized.png,63,35,107,240
../Imagens/UnetDataset/shampoo\results_pos\219_predict_resized.png,61,23,124,277
../Imagens/UnetDataset/shampoo\results_pos\21_predict_resized.png,66,0,126,293
../Imagens/UnetDataset/shampoo\results_pos\220_predict_resized.png,58,50,121,258
../Imagens/UnetDataset/shampoo\results_pos\221_predict_resized.png,61,36,111,245
../Imagens/UnetDataset/shampoo\results_pos\222_predict_resized.png,54,21,114,255
../Imagens/UnetDataset/shampoo\results_pos\223_predict_resized.png,63,50,89,197
../Imagens/UnetDataset/shampoo\results_pos\224_predict_resized.png,56,25,111,246
../Imagens/UnetDataset/shampoo\results_pos\225_predict_resized.png,72,33,107,245
../Imagens/UnetDataset/shampoo\results_pos\226_predict_resized.png,77,37,96,241
../Imagens/UnetDataset/shampoo\results_pos\227_predict_resized.png,66,15,102,254
../Imagens/UnetDataset/shampoo\results_pos\228_predict_resized.png,45,19,141,265
../Imagens/UnetDataset/shampoo\results_pos\229_predict_resized.png,59,67,119,242
../Imagens/UnetDataset/shampoo\results_pos\22_predict_resized.png,65,32,115,266
../Imagens/UnetDataset/shampoo\results_pos\230_predict_resized.png,44,55,127,244
../Imagens/UnetDataset/shampoo\results_pos\231_predict_resized.png,69,11,92,235
../Imagens/UnetDataset/shampoo\results_pos\232_predict_resized.png,71,46,86,225
../Imagens/UnetDataset/shampoo\results_pos\233_predict_resized.png,66,26,91,230
../Imagens/UnetDataset/shampoo\results_pos\234_predict_resized.png,63,58,90,200
../Imagens/UnetDataset/shampoo\results_pos\235_predict_resized.png,66,72,101,210
../Imagens/UnetDataset/shampoo\results_pos\236_predict_resized.png,62,62,100,214
../Imagens/UnetDataset/shampoo\results_pos\237_predict_resized.png,66,0,126,293
../Imagens/UnetDataset/shampoo\results_pos\238_predict_resized.png,65,32,115,266
../Imagens/UnetDataset/shampoo\results_pos\239_predict_resized.png,60,32,114,264
../Imagens/UnetDataset/shampoo\results_pos\23_predict_resized.png,60,33,115,264
../Imagens/UnetDataset/shampoo\results_pos\240_predict_resized.png,61,46,121,253
../Imagens/UnetDataset/shampoo\results_pos\241_predict_resized.png,57,31,110,233
../Imagens/UnetDataset/shampoo\results_pos\242_predict_resized.png,59,59,111,246
../Imagens/UnetDataset/shampoo\results_pos\243_predict_resized.png,62,34,109,244
../Imagens/UnetDataset/shampoo\results_pos\244_predict_resized.png,64,43,106,239
../Imagens/UnetDataset/shampoo\results_pos\245_predict_resized.png,57,37,111,253
../Imagens/UnetDataset/shampoo\results_pos\246_predict_resized.png,57,66,105,236
../Imagens/UnetDataset/shampoo\results_pos\247_predict_resized.png,64,83,96,216
../Imagens/UnetDataset/shampoo\results_pos\248_predict_resized.png,64,54,110,245
../Imagens/UnetDataset/shampoo\results_pos\249_predict_resized.png,71,29,103,227
../Imagens/UnetDataset/shampoo\results_pos\24_predict_resized.png,59,53,131,248
../Imagens/UnetDataset/shampoo\results_pos\250_predict_resized.png,77,80,88,198
../Imagens/UnetDataset/shampoo\results_pos\251_predict_resized.png,77,49,102,228
../Imagens/UnetDataset/shampoo\results_pos\252_predict_resized.png,87,14,68,283
../Imagens/UnetDataset/shampoo\results_pos\253_predict_resized.png,79,29,66,276
../Imagens/UnetDataset/shampoo\results_pos\254_predict_resized.png,80,14,67,295
../Imagens/UnetDataset/shampoo\results_pos\255_predict_resized.png,90,44,59,258
../Imagens/UnetDataset/shampoo\results_pos\256_predict_resized.png,76,58,64,262
../Imagens/UnetDataset/shampoo\results_pos\257_predict_resized.png,86,37,57,250
../Imagens/UnetDataset/shampoo\results_pos\258_predict_resized.png,64,15,68,280
../Imagens/UnetDataset/shampoo\results_pos\259_predict_resized.png,93,38,52,217
../Imagens/UnetDataset/shampoo\results_pos\25_predict_resized.png,59,46,130,221
../Imagens/UnetDataset/shampoo\results_pos\260_predict_resized.png,94,36,56,252
../Imagens/UnetDataset/shampoo\results_pos\261_predict_resized.png,55,37,66,244
../Imagens/UnetDataset/shampoo\results_pos\262_predict_resized.png,83,44,68,267
../Imagens/UnetDataset/shampoo\results_pos\263_predict_resized.png,71,28,71,261
../Imagens/UnetDataset/shampoo\results_pos\264_predict_resized.png,86,35,60,246
../Imagens/UnetDataset/shampoo\results_pos\265_predict_resized.png,95,79,47,223
../Imagens/UnetDataset/shampoo\results_pos\266_predict_resized.png,87,54,61,230
../Imagens/UnetDataset/shampoo\results_pos\267_predict_resized.png,92,49,53,237
../Imagens/UnetDataset/shampoo\results_pos\268_predict_resized.png,95,61,46,206
../Imagens/UnetDataset/shampoo\results_pos\269_predict_resized.png,90,64,51,224
../Imagens/UnetDataset/shampoo\results_pos\26_predict_resized.png,58,69,129,239
../Imagens/UnetDataset/shampoo\results_pos\270_predict_resized.png,95,32,65,273
../Imagens/UnetDataset/shampoo\results_pos\271_predict_resized.png,90,37,65,262
../Imagens/UnetDataset/shampoo\results_pos\272_predict_resized.png,97,27,65,264
../Imagens/UnetDataset/shampoo\results_pos\273_predict_resized.png,82,34,82,249
../Imagens/UnetDataset/shampoo\results_pos\274_predict_resized.png,76,71,74,230
../Imagens/UnetDataset/shampoo\results_pos\275_predict_resized.png,83,44,78,241
../Imagens/UnetDataset/shampoo\results_pos\276_predict_resized.png,81,33,70,262
../Imagens/UnetDataset/shampoo\results_pos\277_predict_resized.png,73,31,65,233
../Imagens/UnetDataset/shampoo\results_pos\278_predict_resized.png,86,30,71,255
../Imagens/UnetDataset/shampoo\results_pos\279_predict_resized.png,83,24,63,272
../Imagens/UnetDataset/shampoo\results_pos\27_predict_resized.png,62,33,110,245
../Imagens/UnetDataset/shampoo\results_pos\280_predict_resized.png,75,24,65,271
../Imagens/UnetDataset/shampoo\results_pos\281_predict_resized.png,76,12,68,291
../Imagens/UnetDataset/shampoo\results_pos\282_predict_resized.png,71,30,63,277
../Imagens/UnetDataset/shampoo\results_pos\283_predict_resized.png,68,48,66,247
../Imagens/UnetDataset/shampoo\results_pos\284_predict_resized.png,77,52,63,252
../Imagens/UnetDataset/shampoo\results_pos\285_predict_resized.png,90,42,57,263
../Imagens/UnetDataset/shampoo\results_pos\286_predict_resized.png,94,77,45,202
../Imagens/UnetDataset/shampoo\results_pos\287_predict_resized.png,101,43,47,214
../Imagens/UnetDataset/shampoo\results_pos\288_predict_resized.png,69,37,89,263
../Imagens/UnetDataset/shampoo\results_pos\289_predict_resized.png,74,26,99,279
../Imagens/UnetDataset/shampoo\results_pos\28_predict_resized.png,64,43,106,238
../Imagens/UnetDataset/shampoo\results_pos\290_predict_resized.png,71,16,96,304
../Imagens/UnetDataset/shampoo\results_pos\291_predict_resized.png,62,28,88,268
../Imagens/UnetDataset/shampoo\results_pos\292_predict_resized.png,58,29,81,260
../Imagens/UnetDataset/shampoo\results_pos\293_predict_resized.png,65,23,85,278
../Imagens/UnetDataset/shampoo\results_pos\294_predict_resized.png,78,24,84,257
../Imagens/UnetDataset/shampoo\results_pos\295_predict_resized.png,72,34,74,227
../Imagens/UnetDataset/shampoo\results_pos\296_predict_resized.png,76,33,76,231
../Imagens/UnetDataset/shampoo\results_pos\297_predict_resized.png,65,15,92,305
../Imagens/UnetDataset/shampoo\results_pos\298_predict_resized.png,83,20,89,281
../Imagens/UnetDataset/shampoo\results_pos\299_predict_resized.png,75,18,92,289
../Imagens/UnetDataset/shampoo\results_pos\29_predict_resized.png,57,37,113,253
../Imagens/UnetDataset/shampoo\results_pos\2_predict_resized.png,63,36,106,240
../Imagens/UnetDataset/shampoo\results_pos\300_predict_resized.png,66,21,85,272
../Imagens/UnetDataset/shampoo\results_pos\301_predict_resized.png,64,24,93,272
../Imagens/UnetDataset/shampoo\results_pos\302_predict_resized.png,62,0,87,277
../Imagens/UnetDataset/shampoo\results_pos\303_predict_resized.png,66,21,89,299
../Imagens/UnetDataset/shampoo\results_pos\304_predict_resized.png,73,32,86,288
../Imagens/UnetDataset/shampoo\results_pos\305_predict_resized.png,61,36,84,263
../Imagens/UnetDataset/shampoo\results_pos\306_predict_resized.png,85,35,82,248
../Imagens/UnetDataset/shampoo\results_pos\307_predict_resized.png,73,15,94,285
../Imagens/UnetDataset/shampoo\results_pos\308_predict_resized.png,79,41,82,246
../Imagens/UnetDataset/shampoo\results_pos\309_predict_resized.png,60,27,89,280
../Imagens/UnetDataset/shampoo\results_pos\30_predict_resized.png,57,66,105,236
../Imagens/UnetDataset/shampoo\results_pos\310_predict_resized.png,71,71,82,249
../Imagens/UnetDataset/shampoo\results_pos\311_predict_resized.png,66,42,88,278
../Imagens/UnetDataset/shampoo\results_pos\312_predict_resized.png,77,37,87,238
../Imagens/UnetDataset/shampoo\results_pos\313_predict_resized.png,60,20,85,233
../Imagens/UnetDataset/shampoo\results_pos\314_predict_resized.png,83,43,83,233
../Imagens/UnetDataset/shampoo\results_pos\315_predict_resized.png,63,22,92,274
../Imagens/UnetDataset/shampoo\results_pos\316_predict_resized.png,65,26,91,277
../Imagens/UnetDataset/shampoo\results_pos\317_predict_resized.png,75,33,89,271
../Imagens/UnetDataset/shampoo\results_pos\318_predict_resized.png,64,13,100,286
../Imagens/UnetDataset/shampoo\results_pos\319_predict_resized.png,63,36,94,272
../Imagens/UnetDataset/shampoo\results_pos\31_predict_resized.png,64,83,96,216
../Imagens/UnetDataset/shampoo\results_pos\320_predict_resized.png,70,39,102,267
../Imagens/UnetDataset/shampoo\results_pos\321_predict_resized.png,63,22,92,286
../Imagens/UnetDataset/shampoo\results_pos\322_predict_resized.png,73,22,87,272
../Imagens/UnetDataset/shampoo\results_pos\323_predict_resized.png,70,24,94,296
../Imagens/UnetDataset/shampoo\results_pos\324_predict_resized.png,60,14,110,245
../Imagens/UnetDataset/shampoo\results_pos\325_predict_resized.png,69,0,111,259
../Imagens/UnetDataset/shampoo\results_pos\326_predict_resized.png,63,36,106,240
../Imagens/UnetDataset/shampoo\results_pos\327_predict_resized.png,61,23,124,277
../Imagens/UnetDataset/shampoo\results_pos\328_predict_resized.png,58,50,120,258
../Imagens/UnetDataset/shampoo\results_pos\329_predict_resized.png,61,36,110,245
../Imagens/UnetDataset/shampoo\results_pos\32_predict_resized.png,64,54,110,245
../Imagens/UnetDataset/shampoo\results_pos\330_predict_resized.png,54,20,114,258
../Imagens/UnetDataset/shampoo\results_pos\331_predict_resized.png,63,51,88,196
../Imagens/UnetDataset/shampoo\results_pos\332_predict_resized.png,57,25,110,250
../Imagens/UnetDataset/shampoo\results_pos\333_predict_resized.png,70,30,110,262
../Imagens/UnetDataset/shampoo\results_pos\334_predict_resized.png,76,37,98,243
../Imagens/UnetDataset/shampoo\results_pos\335_predict_resized.png,63,14,106,272
../Imagens/UnetDataset/shampoo\results_pos\336_predict_resized.png,44,19,141,265
../Imagens/UnetDataset/shampoo\results_pos\337_predict_resized.png,58,67,134,241
../Imagens/UnetDataset/shampoo\results_pos\338_predict_resized.png,43,55,148,244
../Imagens/UnetDataset/shampoo\results_pos\339_predict_resized.png,68,15,93,232
../Imagens/UnetDataset/shampoo\results_pos\33_predict_resized.png,71,28,102,227
../Imagens/UnetDataset/shampoo\results_pos\340_predict_resized.png,72,44,87,228
../Imagens/UnetDataset/shampoo\results_pos\341_predict_resized.png,66,26,91,230
../Imagens/UnetDataset/shampoo\results_pos\342_predict_resized.png,52,54,102,222
../Imagens/UnetDataset/shampoo\results_pos\343_predict_resized.png,65,68,103,216
../Imagens/UnetDataset/shampoo\results_pos\344_predict_resized.png,54,55,108,223
../Imagens/UnetDataset/shampoo\results_pos\345_predict_resized.png,65,0,127,293
../Imagens/UnetDataset/shampoo\results_pos\346_predict_resized.png,64,32,116,266
../Imagens/UnetDataset/shampoo\results_pos\347_predict_resized.png,59,33,116,263
../Imagens/UnetDataset/shampoo\results_pos\348_predict_resized.png,59,46,128,254
../Imagens/UnetDataset/shampoo\results_pos\349_predict_resized.png,59,41,127,226
../Imagens/UnetDataset/shampoo\results_pos\34_predict_resized.png,77,80,88,198
../Imagens/UnetDataset/shampoo\results_pos\350_predict_resized.png,58,59,118,248
../Imagens/UnetDataset/shampoo\results_pos\351_predict_resized.png,62,33,109,245
../Imagens/UnetDataset/shampoo\results_pos\352_predict_resized.png,64,43,106,239
../Imagens/UnetDataset/shampoo\results_pos\353_predict_resized.png,57,37,112,253
../Imagens/UnetDataset/shampoo\results_pos\354_predict_resized.png,57,66,105,236
../Imagens/UnetDataset/shampoo\results_pos\355_predict_resized.png,64,83,96,216
../Imagens/UnetDataset/shampoo\results_pos\356_predict_resized.png,64,54,110,245
../Imagens/UnetDataset/shampoo\results_pos\357_predict_resized.png,71,28,102,228
../Imagens/UnetDataset/shampoo\results_pos\358_predict_resized.png,77,80,87,198
../Imagens/UnetDataset/shampoo\results_pos\359_predict_resized.png,76,49,103,227
../Imagens/UnetDataset/shampoo\results_pos\35_predict_resized.png,77,48,102,228
../Imagens/UnetDataset/shampoo\results_pos\360_predict_resized.png,87,14,67,283
../Imagens/UnetDataset/shampoo\results_pos\361_predict_resized.png,79,29,65,276
../Imagens/UnetDataset/shampoo\results_pos\362_predict_resized.png,80,14,66,295
../Imagens/UnetDataset/shampoo\results_pos\363_predict_resized.png,90,43,59,259
../Imagens/UnetDataset/shampoo\results_pos\364_predict_resized.png,76,58,63,262
../Imagens/UnetDataset/shampoo\results_pos\365_predict_resized.png,86,37,57,249
../Imagens/UnetDataset/shampoo\results_pos\366_predict_resized.png,65,12,67,283
../Imagens/UnetDataset/shampoo\results_pos\367_predict_resized.png,93,38,52,217
../Imagens/UnetDataset/shampoo\results_pos\368_predict_resized.png,94,35,56,253
../Imagens/UnetDataset/shampoo\results_pos\369_predict_resized.png,55,37,65,244
../Imagens/UnetDataset/shampoo\results_pos\36_predict_resized.png,87,14,68,283
../Imagens/UnetDataset/shampoo\results_pos\370_predict_resized.png,83,43,68,268
../Imagens/UnetDataset/shampoo\results_pos\371_predict_resized.png,71,28,71,261
../Imagens/UnetDataset/shampoo\results_pos\372_predict_resized.png,86,35,59,246
../Imagens/UnetDataset/shampoo\results_pos\373_predict_resized.png,95,90,47,212
../Imagens/UnetDataset/shampoo\results_pos\374_predict_resized.png,87,55,61,229
../Imagens/UnetDataset/shampoo\results_pos\375_predict_resized.png,90,49,54,237
../Imagens/UnetDataset/shampoo\results_pos\376_predict_resized.png,84,61,57,206
../Imagens/UnetDataset/shampoo\results_pos\377_predict_resized.png,90,64,50,224
../Imagens/UnetDataset/shampoo\results_pos\378_predict_resized.png,95,31,65,274
../Imagens/UnetDataset/shampoo\results_pos\379_predict_resized.png,91,37,64,262
../Imagens/UnetDataset/shampoo\results_pos\37_predict_resized.png,79,29,65,276
../Imagens/UnetDataset/shampoo\results_pos\380_predict_resized.png,97,27,65,264
../Imagens/UnetDataset/shampoo\results_pos\381_predict_resized.png,82,34,82,248
../Imagens/UnetDataset/shampoo\results_pos\382_predict_resized.png,76,71,74,231
../Imagens/UnetDataset/shampoo\results_pos\383_predict_resized.png,83,44,78,241
../Imagens/UnetDataset/shampoo\results_pos\384_predict_resized.png,81,33,70,262
../Imagens/UnetDataset/shampoo\results_pos\385_predict_resized.png,73,30,64,234
../Imagens/UnetDataset/shampoo\results_pos\386_predict_resized.png,86,30,70,255
../Imagens/UnetDataset/shampoo\results_pos\387_predict_resized.png,83,23,62,272
../Imagens/UnetDataset/shampoo\results_pos\388_predict_resized.png,75,23,64,272
../Imagens/UnetDataset/shampoo\results_pos\389_predict_resized.png,76,11,67,292
../Imagens/UnetDataset/shampoo\results_pos\38_predict_resized.png,80,14,67,295
../Imagens/UnetDataset/shampoo\results_pos\390_predict_resized.png,71,30,62,277
../Imagens/UnetDataset/shampoo\results_pos\391_predict_resized.png,68,47,65,248
../Imagens/UnetDataset/shampoo\results_pos\392_predict_resized.png,76,51,64,253
../Imagens/UnetDataset/shampoo\results_pos\393_predict_resized.png,90,42,57,263
../Imagens/UnetDataset/shampoo\results_pos\394_predict_resized.png,94,77,45,202
../Imagens/UnetDataset/shampoo\results_pos\395_predict_resized.png,101,43,47,214
../Imagens/UnetDataset/shampoo\results_pos\396_predict_resized.png,69,37,89,263
../Imagens/UnetDataset/shampoo\results_pos\397_predict_resized.png,73,26,99,279
../Imagens/UnetDataset/shampoo\results_pos\398_predict_resized.png,71,17,96,303
../Imagens/UnetDataset/shampoo\results_pos\399_predict_resized.png,62,28,88,268
../Imagens/UnetDataset/shampoo\results_pos\39_predict_resized.png,90,44,59,258
../Imagens/UnetDataset/shampoo\results_pos\3_predict_resized.png,61,23,124,277
../Imagens/UnetDataset/shampoo\results_pos\400_predict_resized.png,58,29,81,260
../Imagens/UnetDataset/shampoo\results_pos\401_predict_resized.png,65,23,85,278
../Imagens/UnetDataset/shampoo\results_pos\402_predict_resized.png,77,24,84,256
../Imagens/UnetDataset/shampoo\results_pos\403_predict_resized.png,72,34,73,227
../Imagens/UnetDataset/shampoo\results_pos\404_predict_resized.png,76,32,76,232
../Imagens/UnetDataset/shampoo\results_pos\405_predict_resized.png,64,14,94,306
