file,x,y,w,h
../Imagens/UnetDataset/perfume\train/label\48.png,178,156,1,69
../Imagens/UnetDataset/perfume\train/label\49.png,63,234,1,21
../Imagens/UnetDataset/perfume\train/label\5.png,33,88,121,196
../Imagens/UnetDataset/perfume\train/label\50.png,53,165,1,38
../Imagens/UnetDataset/perfume\train/label\51.png,57,81,117,184
../Imagens/UnetDataset/perfume\train/label\52.png,53,122,99,157
../Imagens/UnetDataset/perfume\train/label\53.png,44,96,99,156
../Imagens/UnetDataset/perfume\train/label\54.png,39,28,133,216
../Imagens/UnetDataset/perfume\train/label\55.png,69,63,2,1
../Imagens/UnetDataset/perfume\train/label\56.png,47,48,132,210
../Imagens/UnetDataset/perfume\train/label\57.png,30,88,1,43
../Imagens/UnetDataset/perfume\train/label\58.png,58,103,104,160
../Imagens/UnetDataset/perfume\train/label\59.png,33,88,121,196
../Imagens/UnetDataset/perfume\train/label\6.png,76,93,1,12
../Imagens/UnetDataset/perfume\train/label\60.png,76,93,1,12
../Imagens/UnetDataset/perfume\train/label\61.png,58,78,95,160
../Imagens/UnetDataset/perfume\train/label\62.png,119,246,3,1
../Imagens/UnetDataset/perfume\train/label\63.png,39,30,126,223
../Imagens/UnetDataset/perfume\train/label\64.png,50,118,88,147
../Imagens/UnetDataset/perfume\train/label\65.png,49,107,93,161
../Imagens/UnetDataset/perfume\train/label\66.png,178,156,1,69
../Imagens/UnetDataset/perfume\train/label\67.png,63,234,1,21
../Imagens/UnetDataset/perfume\train/label\68.png,53,165,1,38
../Imagens/UnetDataset/perfume\train/label\69.png,57,81,117,184
../Imagens/UnetDataset/perfume\train/label\7.png,58,78,95,160
../Imagens/UnetDataset/perfume\train/label\70.png,53,122,99,157
../Imagens/UnetDataset/perfume\train/label\71.png,44,96,99,156
../Imagens/UnetDataset/perfume\train/label\72.png,39,28,133,216
../Imagens/UnetDataset/perfume\train/label\73.png,69,63,2,1
../Imagens/UnetDataset/perfume\train/label\74.png,47,48,132,210
../Imagens/UnetDataset/perfume\train/label\75.png,30,88,1,43
../Imagens/UnetDataset/perfume\train/label\76.png,58,103,104,160
../Imagens/UnetDataset/perfume\train/label\77.png,33,88,121,196
../Imagens/UnetDataset/perfume\train/label\78.png,76,93,1,12
../Imagens/UnetDataset/perfume\train/label\79.png,58,78,95,160
../Imagens/UnetDataset/perfume\train/label\8.png,119,246,3,1
../Imagens/UnetDataset/perfume\train/label\80.png,119,246,3,1
../Imagens/UnetDataset/perfume\train/label\81.png,39,30,126,223
../Imagens/UnetDataset/perfume\train/label\82.png,50,118,88,147
../Imagens/UnetDataset/perfume\train/label\83.png,49,107,93,161
../Imagens/UnetDataset/perfume\train/label\84.png,178,156,1,69
../Imagens/UnetDataset/perfume\train/label\85.png,63,234,1,21
../Imagens/UnetDataset/perfume\train/label\86.png,53,165,1,38
../Imagens/UnetDataset/perfume\train/label\87.png,57,81,117,184
../Imagens/UnetDataset/perfume\train/label\88.png,53,122,99,157
../Imagens/UnetDataset/perfume\train/label\89.png,44,96,99,156
../Imagens/UnetDataset/perfume\train/label\9.png,39,30,126,223
