file,x,y,w,h
../Imagens/UnetDataset/caneca\train/label\51.png,139,219,2,2
../Imagens/UnetDataset/caneca\train/label\52.png,108,114,1,1
../Imagens/UnetDataset/caneca\train/label\53.png,60,232,1,1
../Imagens/UnetDataset/caneca\train/label\54.png,32,41,167,202
../Imagens/UnetDataset/caneca\train/label\55.png,112,111,3,1
../Imagens/UnetDataset/caneca\train/label\56.png,14,50,167,190
../Imagens/UnetDataset/caneca\train/label\57.png,69,90,1,4
../Imagens/UnetDataset/caneca\train/label\58.png,144,108,3,1
../Imagens/UnetDataset/caneca\train/label\59.png,29,78,154,174
../Imagens/UnetDataset/caneca\train/label\6.png,35,75,164,174
../Imagens/UnetDataset/caneca\train/label\60.png,35,75,164,174
../Imagens/UnetDataset/caneca\train/label\61.png,0,117,4,5
../Imagens/UnetDataset/caneca\train/label\62.png,45,180,84,8
../Imagens/UnetDataset/caneca\train/label\63.png,35,95,152,157
../Imagens/UnetDataset/caneca\train/label\64.png,47,120,173,171
../Imagens/UnetDataset/caneca\train/label\65.png,158,127,2,1
../Imagens/UnetDataset/caneca\train/label\66.png,130,205,2,1
../Imagens/UnetDataset/caneca\train/label\67.png,35,134,146,145
../Imagens/UnetDataset/caneca\train/label\68.png,29,110,134,127
../Imagens/UnetDataset/caneca\train/label\69.png,139,219,2,2
../Imagens/UnetDataset/caneca\train/label\7.png,0,117,4,5
../Imagens/UnetDataset/caneca\train/label\70.png,108,114,1,1
../Imagens/UnetDataset/caneca\train/label\71.png,60,232,1,1
../Imagens/UnetDataset/caneca\train/label\72.png,32,41,167,202
../Imagens/UnetDataset/caneca\train/label\73.png,112,111,3,1
../Imagens/UnetDataset/caneca\train/label\74.png,14,50,167,190
../Imagens/UnetDataset/caneca\train/label\75.png,69,90,1,4
../Imagens/UnetDataset/caneca\train/label\76.png,144,108,3,1
../Imagens/UnetDataset/caneca\train/label\77.png,29,78,154,174
../Imagens/UnetDataset/caneca\train/label\78.png,35,75,164,174
../Imagens/UnetDataset/caneca\train/label\79.png,0,117,4,5
../Imagens/UnetDataset/caneca\train/label\8.png,45,180,84,8
../Imagens/UnetDataset/caneca\train/label\80.png,45,180,84,8
../Imagens/UnetDataset/caneca\train/label\81.png,35,95,152,157
../Imagens/UnetDataset/caneca\train/label\82.png,47,120,173,171
../Imagens/UnetDataset/caneca\train/label\83.png,158,127,2,1
../Imagens/UnetDataset/caneca\train/label\84.png,130,205,2,1
../Imagens/UnetDataset/caneca\train/label\85.png,35,134,146,145
../Imagens/UnetDataset/caneca\train/label\86.png,29,110,134,127
../Imagens/UnetDataset/caneca\train/label\87.png,139,219,2,2
../Imagens/UnetDataset/caneca\train/label\88.png,108,114,1,1
../Imagens/UnetDataset/caneca\train/label\89.png,60,232,1,1
../Imagens/UnetDataset/caneca\train/label\9.png,35,95,152,157
