FOLDER,NAME_FILE,CLASS,DATE,OBJECT,BACKGROUND,DAYTIME,INSIDE,FILTER
OriginalGrayDataset/caneca,caneca_3_day_inside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,1,1,caneca
OriginalGrayDataset/caneca,caneca_3_day_inside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,1,1,caneca
OriginalGrayDataset/caneca,caneca_3_day_inside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,1,1,caneca
OriginalGrayDataset/caneca,caneca_3_day_inside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,1,1,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_chair_1.jpg,,2020_11_15,3,chair,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_chair_2.jpg,,2020_11_15,3,chair,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_chair_3.jpg,,2020_11_15,3,chair,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_pinkChair_1.jpg,,2020_11_15,3,pinkChair,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_pinkChair_2.jpg,,2020_11_15,3,pinkChair,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_day_outside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,1,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_chair_1.jpg,,2020_11_15,3,chair,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_chair_2.jpg,,2020_11_15,3,chair,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_chair_3.jpg,,2020_11_15,3,chair,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_pinkChair_1.jpg,,2020_11_15,3,pinkChair,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_pinkChair_2.jpg,,2020_11_15,3,pinkChair,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_inside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,0,1,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_chair_1.jpg,,2020_11_15,3,chair,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_chair_2.jpg,,2020_11_15,3,chair,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_chair_3.jpg,,2020_11_15,3,chair,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_pinkChair_1.jpg,,2020_11_15,3,pinkChair,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_pinkChair_2.jpg,,2020_11_15,3,pinkChair,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,0,0,caneca
OriginalGrayDataset/caneca,caneca_3_night_outside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,0,0,caneca
OriginalGrayDataset/caneta,caneta_1_day_inside_chair_1.jpg,,2020_11_15,1,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_chair_2.jpg,,2020_11_15,1,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_chair_3.jpg,,2020_11_15,1,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_pinkChair_1.jpg,,2020_11_15,1,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_pinkChair_2.jpg,,2020_11_15,1,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_pinkChair_3.jpg,,2020_11_15,1,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_plasticBag_1.jpg,,2020_11_15,1,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_plasticBag_2.jpg,,2020_11_15,1,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_inside_plasticBag_3.jpg,,2020_11_15,1,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_chair_1.jpg,,2020_11_15,1,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_chair_2.jpg,,2020_11_15,1,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_chair_3.jpg,,2020_11_15,1,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_pinkChair_1.jpg,,2020_11_15,1,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_pinkChair_2.jpg,,2020_11_15,1,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_pinkChair_3.jpg,,2020_11_15,1,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_plasticBag_1.jpg,,2020_11_15,1,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_plasticBag_2.jpg,,2020_11_15,1,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_day_outside_plasticBag_3.jpg,,2020_11_15,1,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_chair_1.jpg,,2020_11_15,1,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_chair_2.jpg,,2020_11_15,1,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_chair_3.jpg,,2020_11_15,1,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_pinkChair_1.jpg,,2020_11_15,1,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_pinkChair_2.jpg,,2020_11_15,1,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_pinkChair_3.jpg,,2020_11_15,1,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_plasticBag_1.jpg,,2020_11_15,1,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_plasticBag_2.jpg,,2020_11_15,1,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_inside_plasticBag_3.jpg,,2020_11_15,1,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_chair_1.jpg,,2020_11_15,1,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_chair_2.jpg,,2020_11_15,1,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_chair_3.jpg,,2020_11_15,1,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_pinkChair_1.jpg,,2020_11_15,1,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_pinkChair_2.jpg,,2020_11_15,1,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_pinkChair_3.jpg,,2020_11_15,1,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_plasticBag_1.jpg,,2020_11_15,1,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_plasticBag_2.jpg,,2020_11_15,1,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_1_night_outside_plasticBag_3.jpg,,2020_11_15,1,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_chair_1.jpg,,2020_11_15,2,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_chair_2.jpg,,2020_11_15,2,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_chair_3.jpg,,2020_11_15,2,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_pinkChair_1.jpg,,2020_11_15,2,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_pinkChair_2.jpg,,2020_11_15,2,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_pinkChair_3.jpg,,2020_11_15,2,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_plasticBag_1.jpg,,2020_11_15,2,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_plasticBag_2.jpg,,2020_11_15,2,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_inside_plasticBag_3.jpg,,2020_11_15,2,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_chair_1.jpg,,2020_11_15,2,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_chair_2.jpg,,2020_11_15,2,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_chair_3.jpg,,2020_11_15,2,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_pinkChair_1.jpg,,2020_11_15,2,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_pinkChair_2.jpg,,2020_11_15,2,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_pinkChair_3.jpg,,2020_11_15,2,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_plasticBag_1.jpg,,2020_11_15,2,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_plasticBag_2.jpg,,2020_11_15,2,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_day_outside_plasticBag_3.jpg,,2020_11_15,2,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_chair_1.jpg,,2020_11_15,2,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_chair_2.jpg,,2020_11_15,2,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_chair_3.jpg,,2020_11_15,2,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_pinkChair_1.jpg,,2020_11_15,2,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_pinkChair_2.jpg,,2020_11_15,2,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_pinkChair_3.jpg,,2020_11_15,2,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_plasticBag_1.jpg,,2020_11_15,2,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_plasticBag_2.jpg,,2020_11_15,2,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_inside_plasticBag_3.jpg,,2020_11_15,2,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_chair_1.jpg,,2020_11_15,2,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_chair_2.jpg,,2020_11_15,2,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_chair_3.jpg,,2020_11_15,2,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_pinkChair_1.jpg,,2020_11_15,2,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_pinkChair_2.jpg,,2020_11_15,2,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_pinkChair_3.jpg,,2020_11_15,2,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_plasticBag_1.jpg,,2020_11_15,2,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_plasticBag_2.jpg,,2020_11_15,2,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_2_night_outside_plasticBag_3.jpg,,2020_11_15,2,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_chair_1.jpg,,2020_11_15,3,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_chair_2.jpg,,2020_11_15,3,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_chair_3.jpg,,2020_11_15,3,chair,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_pinkChair_1.jpg,,2020_11_15,3,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_pinkChair_2.jpg,,2020_11_15,3,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_inside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,1,1,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_chair_1.jpg,,2020_11_15,3,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_chair_2.jpg,,2020_11_15,3,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_chair_3.jpg,,2020_11_15,3,chair,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_pinkChair_1.jpg,,2020_11_15,3,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_pinkChair_2.jpg,,2020_11_15,3,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_day_outside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,1,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_chair_1.jpg,,2020_11_15,3,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_chair_2.jpg,,2020_11_15,3,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_chair_3.jpg,,2020_11_15,3,chair,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_pinkChair_1.jpg,,2020_11_15,3,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_pinkChair_2.jpg,,2020_11_15,3,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_inside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,0,1,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_chair_1.jpg,,2020_11_15,3,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_chair_2.jpg,,2020_11_15,3,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_chair_3.jpg,,2020_11_15,3,chair,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_pinkChair_1.jpg,,2020_11_15,3,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_pinkChair_2.jpg,,2020_11_15,3,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_pinkChair_3.jpg,,2020_11_15,3,pinkChair,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_plasticBag_1.jpg,,2020_11_15,3,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_plasticBag_2.jpg,,2020_11_15,3,plasticBag,0,0,caneta
OriginalGrayDataset/caneta,caneta_3_night_outside_plasticBag_3.jpg,,2020_11_15,3,plasticBag,0,0,caneta
OriginalGrayDataset/chave,chave_1_day_inside_chair_1.jpg,,2020_11_15,1,chair,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_chair_2.jpg,,2020_11_15,1,chair,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_chair_3.jpg,,2020_11_15,1,chair,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_pinkChair_1.jpg,,2020_11_15,1,pinkChair,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_pinkChair_2.jpg,,2020_11_15,1,pinkChair,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_pinkChair_3.jpg,,2020_11_15,1,pinkChair,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_plasticBag_1.jpg,,2020_11_15,1,plasticBag,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_plasticBag_2.jpg,,2020_11_15,1,plasticBag,1,1,chave
OriginalGrayDataset/chave,chave_1_day_inside_plasticBag_3.jpg,,2020_11_15,1,plasticBag,1,1,chave
OriginalGrayDataset/chave,chave_1_day_outside_chair_1.jpg,,2020_11_15,1,chair,1,0,chave
OriginalGrayDataset/chave,chave_1_day_outside_chair_2.jpg,,2020_11_15,1,chair,1,0,chave
OriginalGrayDataset/chave,chave_1_day_outside_chair_3.jpg,,2020_11_15,1,chair,1,0,chave
OriginalGrayDataset/chave,chave_1_day_outside_pinkChair_1.jpg,,2020_11_15,1,pinkChair,1,0,chave
OriginalGrayDataset/chave,chave_1_day_outside_pinkChair_2.jpg,,2020_11_15,1,pinkChair,1,0,chave
OriginalGrayDataset/chave,chave_1_day_outside_pinkChair_3.jpg,,2020_11_15,1,pinkChair,1,0,chave
OriginalGrayDataset/chave,chave_1_day_outside_plasticBag_1.jpg,,2020_11_15,1,plasticBag,1,0,chave
